time,close
07/12/2021 16:00,129.8083257
07/12/2021 15:59,129.6701631
07/12/2021 15:58,129.7530607
07/12/2021 15:57,129.7714824
07/12/2021 15:56,129.679374
07/12/2021 15:55,129.7622715
07/12/2021 15:54,129.8267474
07/12/2021 15:53,129.789904
07/12/2021 15:52,129.7622715
07/12/2021 15:51,129.7530607
07/12/2021 15:50,129.789904
07/12/2021 15:49,129.7714824
07/12/2021 15:48,129.7438498
07/12/2021 15:47,129.6609523
07/12/2021 15:46,129.7254282
07/12/2021 15:45,129.6839794
07/12/2021 15:44,129.6333198
07/12/2021 15:43,129.6701631
07/12/2021 15:42,129.6701631
07/12/2021 15:41,129.7254282
07/12/2021 15:40,129.6830583
07/12/2021 15:39,129.6610444
07/12/2021 15:38,129.734639
07/12/2021 15:37,129.7714824
07/12/2021 15:36,129.7566529
07/12/2021 15:35,129.7576661
07/12/2021 15:34,129.7622715
07/12/2021 15:33,129.7254282
07/12/2021 15:32,129.6977957
07/12/2021 15:31,129.7530607
07/12/2021 15:30,129.7162173
07/12/2021 15:29,129.670071
07/12/2021 15:28,129.6379252
07/12/2021 15:27,129.6425306
07/12/2021 15:26,129.6609523
07/12/2021 15:25,129.6609523
07/12/2021 15:24,129.6425306
07/12/2021 15:23,129.6149902
07/12/2021 15:22,129.6333198
07/12/2021 15:21,129.679374
07/12/2021 15:20,129.6240169
07/12/2021 15:19,129.6234642
07/12/2021 15:18,129.624109
07/12/2021 15:17,129.6333198
07/12/2021 15:16,129.6056873
07/12/2021 15:15,129.5596331
07/12/2021 15:14,129.5688439
07/12/2021 15:13,129.5688439
07/12/2021 15:12,129.5625806
07/12/2021 15:11,129.5688439
07/12/2021 15:10,129.5780548
07/12/2021 15:09,129.5504223
07/12/2021 15:08,129.5320006
07/12/2021 15:07,129.5642385
07/12/2021 15:06,129.5642385
07/12/2021 15:05,129.5826602
07/12/2021 15:04,129.6056873
07/12/2021 15:03,129.6333198
07/12/2021 15:02,129.6517415
07/12/2021 15:01,129.679374
07/12/2021 15:00,129.6655577
07/12/2021 14:59,129.679374
07/12/2021 14:58,129.6882164
07/12/2021 14:57,129.7254282
07/12/2021 14:56,129.7162173
07/12/2021 14:55,129.679374
07/12/2021 14:54,129.6885848
07/12/2021 14:53,129.6701631
07/12/2021 14:52,129.7070065
07/12/2021 14:51,129.6701631
07/12/2021 14:50,129.6608602
07/12/2021 14:49,129.6543205
07/12/2021 14:48,129.6517415
07/12/2021 14:47,129.6609523
07/12/2021 14:46,129.7070065
07/12/2021 14:45,129.6609523
07/12/2021 14:44,129.7162173
07/12/2021 14:43,129.679374
07/12/2021 14:42,129.6618734
07/12/2021 14:41,129.7024011
07/12/2021 14:40,129.7162173
07/12/2021 14:39,129.734639
07/12/2021 14:38,129.7760878
07/12/2021 14:37,129.7530607
07/12/2021 14:36,129.7162173
07/12/2021 14:35,129.7208228
07/12/2021 14:34,129.7530607
07/12/2021 14:33,129.7806932
07/12/2021 14:32,129.7553634
07/12/2021 14:31,129.7530607
07/12/2021 14:30,129.7530607
07/12/2021 14:29,129.7438498
07/12/2021 14:28,129.7622715
07/12/2021 14:27,129.7576661
07/12/2021 14:26,129.7668769
07/12/2021 14:25,129.7760878
07/12/2021 14:24,129.7806932
07/12/2021 14:23,129.7945094
07/12/2021 14:22,129.7737851
07/12/2021 14:21,129.7438498
07/12/2021 14:20,129.734639
07/12/2021 14:19,129.7606136
07/12/2021 14:18,129.7806932
07/12/2021 14:17,129.7345469
07/12/2021 14:16,129.734639
07/12/2021 14:15,129.7024011
07/12/2021 14:14,129.7070065
07/12/2021 14:13,129.7162173
07/12/2021 14:12,129.7438498
07/12/2021 14:11,129.7438498
07/12/2021 14:10,129.7070065
07/12/2021 14:09,129.7143752
07/12/2021 14:08,129.7438498
07/12/2021 14:07,129.7714824
07/12/2021 14:06,129.7622715
07/12/2021 14:05,129.7760878
07/12/2021 14:04,129.7991149
07/12/2021 14:03,129.7622715
07/12/2021 14:02,129.789904
07/12/2021 14:01,129.7806932
07/12/2021 14:00,129.7714824
07/12/2021 13:59,129.8175365
07/12/2021 13:58,129.8543799
07/12/2021 13:57,129.8377083
07/12/2021 13:56,129.8083257
07/12/2021 13:55,129.789904
07/12/2021 13:54,129.7806932
07/12/2021 13:53,129.7438498
07/12/2021 13:52,129.7254282
07/12/2021 13:51,129.7530607
07/12/2021 13:50,129.7438498
07/12/2021 13:49,129.7484553
07/12/2021 13:48,129.7070065
07/12/2021 13:47,129.7106908
07/12/2021 13:46,129.7438498
07/12/2021 13:45,129.7162173
07/12/2021 13:44,129.6374647
07/12/2021 13:43,129.6609523
07/12/2021 13:42,129.6701631
07/12/2021 13:41,129.679374
07/12/2021 13:40,129.6517415
07/12/2021 13:39,129.6517415
07/12/2021 13:38,129.6471361
07/12/2021 13:37,129.6425306
07/12/2021 13:36,129.6609523
07/12/2021 13:35,129.624109
07/12/2021 13:34,129.5780548
07/12/2021 13:33,129.5872656
07/12/2021 13:32,129.5872656
07/12/2021 13:31,129.6337803
07/12/2021 13:30,129.6333198
07/12/2021 13:29,129.6195035
07/12/2021 13:28,129.6332277
07/12/2021 13:27,129.624109
07/12/2021 13:26,129.6425306
07/12/2021 13:25,129.6517415
07/12/2021 13:24,129.6839794
07/12/2021 13:23,129.6977957
07/12/2021 13:22,129.7162173
07/12/2021 13:21,129.6885848
07/12/2021 13:20,129.6977957
07/12/2021 13:19,129.6643603
07/12/2021 13:18,129.7070065
07/12/2021 13:17,129.679374
07/12/2021 13:16,129.6977957
07/12/2021 13:15,129.7005589
07/12/2021 13:14,129.7530607
07/12/2021 13:13,129.7530607
07/12/2021 13:12,129.7530607
07/12/2021 13:11,129.734639
07/12/2021 13:10,129.734639
07/12/2021 13:09,129.7622715
07/12/2021 13:08,129.7254282
07/12/2021 13:07,129.7162173
07/12/2021 13:06,129.679374
07/12/2021 13:05,129.6885848
07/12/2021 13:04,129.6517415
07/12/2021 13:03,129.6102927
07/12/2021 13:02,129.5642385
07/12/2021 13:01,129.5412114
07/12/2021 13:00,129.5043681
07/12/2021 12:59,129.5043681
07/12/2021 12:58,129.4859464
07/12/2021 12:57,129.5181843
07/12/2021 12:56,129.518737
07/12/2021 12:55,129.5135789
07/12/2021 12:54,129.5227898
07/12/2021 12:53,129.5227898
07/12/2021 12:52,129.5688439
07/12/2021 12:51,129.5688439
07/12/2021 12:50,129.6222668
07/12/2021 12:49,129.6471361
07/12/2021 12:48,129.652202
07/12/2021 12:47,129.6609523
07/12/2021 12:46,129.6977957
07/12/2021 12:45,129.6977957
07/12/2021 12:44,129.6977957
07/12/2021 12:43,129.7254282
07/12/2021 12:42,129.7162173
07/12/2021 12:41,129.7070065
07/12/2021 12:40,129.7254282
07/12/2021 12:39,129.7438498
07/12/2021 12:38,129.7254282
07/12/2021 12:37,129.7024011
07/12/2021 12:36,129.7116119
07/12/2021 12:35,129.6885848
07/12/2021 12:34,129.7116119
07/12/2021 12:33,129.6977957
07/12/2021 12:32,129.7162173
07/12/2021 12:31,129.7070065
07/12/2021 12:30,129.7403497
07/12/2021 12:29,129.7254282
07/12/2021 12:28,129.6977957
07/12/2021 12:27,129.6701631
07/12/2021 12:26,129.715112
07/12/2021 12:25,129.7254282
07/12/2021 12:24,129.6977957
07/12/2021 12:23,129.7162173
07/12/2021 12:22,129.7622715
07/12/2021 12:21,129.7991149
07/12/2021 12:20,129.8359582
