priceper,year,dateoftransfer,propertytype,duration,price,postcode,lad21cd,transactionid,id,tfarea,numberrooms,classt,CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,CONSTRUCTION_AGE_BAND
3631.578947,2021,27/09/2021,T,F,345000,KT16 8EW,E07000212,{DBA933FA-05A5-669D-E053-6B04A8C0AD56},12263494,95,4,12,60,85,England and Wales: 1967-1975
3511.904762,2021,28/06/2021,T,F,295000,KT16 8EW,E07000212,{CFC9085D-10A8-9A70-E053-6B04A8C09D6A},12260408,84,3,11,74,86,England and Wales: 1976-1982
3376.146789,2021,20/12/2021,T,F,368000,KT16 8EW,E07000212,{D707E535-F9F7-0AD9-E053-6B04A8C067CC},12276884,109,5,11,28,63,England and Wales: 1950-1966
5000,2021,28/09/2021,T,F,340000,KT16 8EW,E07000212,{D22473F6-0CAC-7B40-E053-6C04A8C0A630},12274422,68,3,11,65,84,England and Wales: 1976-1982
4071.977697,2021,09/02/2021,T,F,482000,KT16 8FB,E07000212,{C6209F5F-DCC1-295E-E053-6C04A8C0DDCC},12277298,118.37,NA,11,82,84,NO DATA!
4212.285834,2021,02/08/2021,T,F,504000,KT16 8FB,E07000212,{CD5A9DCC-5B9F-310A-E053-6C04A8C00A1F},12280639,119.65,NA,11,84,86,NO DATA!
4078.947368,2021,06/09/2021,T,F,620000,KT16 8FD,E07000212,{D4D42646-5F8A-27F6-E053-6C04A8C0A572},12257680,152,NA,11,85,85,NO DATA!
4248.120301,2021,21/05/2021,T,F,565000,KT16 8FD,E07000212,{C6209F5F-DD0E-295E-E053-6C04A8C0DDCC},12266968,133,NA,11,86,94,NO DATA!
3980.263158,2021,02/08/2021,T,F,605000,KT16 8FD,E07000212,{D707E535-FC53-0AD9-E053-6B04A8C067CC},12257475,152,NA,11,85,93,NO DATA!
3953.488372,2021,01/03/2021,F,L,170000,KT16 8FG,E07000212,{CD5A9DCC-5CB7-310A-E053-6C04A8C00A1F},12261237,43,NA,11,67,67,NO DATA!
4090.909091,2021,26/03/2021,F,L,135000,KT16 8FG,E07000212,{CD5A9DCC-5CC0-310A-E053-6C04A8C00A1F},12285641,33,1,12,69,85,England and Wales: 1976-1982
3650,2021,02/07/2021,F,L,164250,KT16 8FG,E07000212,{CFC9085D-12FD-9A70-E053-6B04A8C09D6A},12258166,45,NA,11,67,67,NO DATA!
5030.30303,2021,12/02/2021,F,L,166000,KT16 8FG,E07000212,{CD5A9DCC-5CB4-310A-E053-6C04A8C00A1F},12277219,33,NA,11,60,60,NO DATA!
3348.837209,2021,02/03/2021,F,L,144000,KT16 8FG,E07000212,{CD5A9DCC-5CB8-310A-E053-6C04A8C00A1F},12270710,43,NA,11,66,66,NO DATA!
2916.666667,2021,16/07/2021,F,L,175000,KT16 8FG,E07000212,{CFC9085D-12FE-9A70-E053-6B04A8C09D6A},12260797,60,NA,11,65,65,NO DATA!
3510,2021,30/07/2021,F,L,175500,KT16 8FG,E07000212,{CFC9085D-12FF-9A70-E053-6B04A8C09D6A},12279736,50,NA,11,64,64,NO DATA!
4250,2021,29/01/2021,F,L,187000,KT16 8FG,E07000212,{CFC9085D-12CE-9A70-E053-6B04A8C09D6A},12275176,44,NA,11,66,66,NO DATA!
5775.862069,2021,10/03/2021,D,F,335000,KT16 8HJ,E07000212,{C3C3F9B6-4C1F-362B-E053-6B04A8C03ACC},12276082,58,4,11,67,88,England and Wales: 1900-1929
7965.526247,2021,21/06/2021,T,F,305000,KT16 8HJ,E07000212,{CD5A9DCC-57CB-310A-E053-6C04A8C00A1F},12276727,38.29,3,11,54,60,England and Wales: 1930-1949
8333.333333,2021,24/09/2021,T,F,325000,KT16 8HJ,E07000212,{D93B27B1-5C32-3100-E053-6C04A8C08887},12286656,39,2,11,65,89,England and Wales: 1930-1949
6034.482759,2021,28/05/2021,T,F,350000,KT16 8HJ,E07000212,{C8A3A576-A247-0425-E053-6C04A8C0947B},12285375,58,3,11,61,87,England and Wales: 1930-1949
5942.028986,2021,26/11/2021,S,F,410000,KT16 8HL,E07000212,{D707E535-F869-0AD9-E053-6B04A8C067CC},12285481,69,6,11,66,87,England and Wales: 1930-1949
4709.302326,2021,17/12/2021,T,F,405000,KT16 8HQ,E07000212,{E073986B-C39B-2134-E053-6C04A8C0233B},12287565,86,4,11,66,85,England and Wales: 1930-1949
6236.363636,2021,22/09/2021,T,F,343000,KT16 8HR,E07000212,{D707E535-FA22-0AD9-E053-6B04A8C067CC},12277134,55,3,11,68,89,England and Wales: 1996-2002
4693.877551,2021,26/11/2021,S,F,460000,KT16 8HS,E07000212,{D4D42646-5894-27F6-E053-6C04A8C0A572},12287010,98,4,11,56,83,England and Wales: before 1900
5294.117647,2021,10/12/2021,S,F,450000,KT16 8HU,E07000212,{DE2D0CE0-2AE7-51EE-E053-6C04A8C00671},12287276,85,3,11,61,81,England and Wales: 1950-1966
6250,2021,26/02/2021,S,F,300000,KT16 8HU,E07000212,{BEF7EBBF-4F1A-7A76-E053-6B04A8C092F7},12272407,48,4,11,51,85,England and Wales: 1950-1966
4404.761905,2021,11/02/2021,S,F,555000,KT16 8HW,E07000212,{C18F412B-527A-81A6-E053-6B04A8C0AD18},12285898,126,4,11,65,79,England and Wales: 1950-1966
3639.705882,2021,15/09/2021,D,F,990000,KT16 8HX,E07000212,{D93B27B1-5D61-3100-E053-6C04A8C08887},12270086,272,8,12,75,82,England and Wales: 1900-1929
4582.008603,2021,29/10/2021,S,F,490000,KT16 8HX,E07000212,{DBA933F9-FE58-669D-E053-6B04A8C0AD56},12279767,106.94,6,11,51,59,
5000,2021,05/02/2021,T,F,535000,KT16 8JJ,E07000212,{C18F412B-5770-81A6-E053-6B04A8C0AD18},12273131,107,7,11,74,86,England and Wales: 1996-2002
3923.357664,2021,19/05/2021,D,F,1075000,KT16 8JN,E07000212,{CD5A9DCC-56B0-310A-E053-6C04A8C00A1F},12279776,274,8,11,57,79,England and Wales: before 1900
4700.203252,2021,30/04/2021,D,F,740000,KT16 8JN,E07000212,{C8A3A576-A3EE-0425-E053-6C04A8C0947B},12276730,157.44,NA,11,77,79,NO DATA!
4130.434783,2021,02/09/2021,F,L,285000,KT16 8JQ,E07000212,{D93B27B1-6248-3100-E053-6C04A8C08887},12269010,69,3,12,79,79,England and Wales: 2003-2006
4849.62406,2021,01/03/2021,S,F,645000,KT16 8JR,E07000212,{C3C3F9B6-4BA6-362B-E053-6B04A8C03ACC},12285439,133,7,11,58,75,England and Wales: before 1900
5606.060606,2021,10/06/2021,T,F,370000,KT16 8JS,E07000212,{CFC9085D-1089-9A70-E053-6B04A8C09D6A},12282142,66,3,12,76,89,England and Wales: 2003-2006
6543.478261,2021,22/01/2021,T,F,301000,KT16 8JT,E07000212,{BEF7EBBF-53FA-7A76-E053-6B04A8C092F7},12285442,46,2,11,62,89,England and Wales: 1983-1990
6206.896552,2021,30/04/2021,S,F,360000,KT16 8JT,E07000212,{C6209F5F-DAE0-295E-E053-6C04A8C0DDCC},12285521,58,3,11,70,88,England and Wales: 1991-1995
5627.118644,2021,31/03/2021,T,F,332000,KT16 8JT,E07000212,{C3C3F9B6-5053-362B-E053-6B04A8C03ACC},12270782,59,3,11,69,90,England and Wales: 1996-2002
4744.525547,2021,06/05/2021,D,F,650000,KT16 8LA,E07000212,{C8A3A576-9FD2-0425-E053-6C04A8C0947B},12285921,137,7,11,62,76,England and Wales: 1967-1975
4280.47289,2021,16/04/2021,F,L,315000,KT16 8LB,E07000212,{CFC9085D-110B-9A70-E053-6B04A8C09D6A},12278433,73.59,3,11,80,81,England and Wales: 2003-2006
4133.653846,2021,22/09/2021,F,L,214950,KT16 8LB,E07000212,{D707E535-FB31-0AD9-E053-6B04A8C067CC},12261349,52,2,12,75,77,England and Wales: 2003-2006
4295.774648,2021,08/10/2021,F,L,305000,KT16 8LB,E07000212,{E073986B-C4E7-2134-E053-6C04A8C0233B},12274085,71,3,12,77,79,England and Wales: 2003-2006
3866.666667,2021,18/05/2021,F,L,290000,KT16 8LB,E07000212,{D22473F6-0F17-7B40-E053-6C04A8C0A630},12258108,75,2,12,82,82,England and Wales: 2003-2006
4776.785714,2021,21/10/2021,F,L,267500,KT16 8LB,E07000212,{DE2D0CE0-3051-51EE-E053-6C04A8C00671},12282926,56,3,11,76,78,England and Wales: 2003-2006
4178.082192,2021,30/09/2021,F,L,305000,KT16 8LB,E07000212,{DBA933FA-0483-669D-E053-6B04A8C0AD56},12267436,73,3,12,79,81,England and Wales: 1996-2002
4220.588235,2021,30/06/2021,F,L,287000,KT16 8LB,E07000212,{CFC9085D-1111-9A70-E053-6B04A8C09D6A},12278608,68,3,12,84,86,England and Wales: 2003-2006
4267.2788,2021,28/01/2021,F,L,290000,KT16 8LQ,E07000212,{BEF7EBBF-54C0-7A76-E053-6B04A8C092F7},12261078,67.959,3,11,83,86,England and Wales: 2003-2006
4275.362319,2021,15/09/2021,F,L,295000,KT16 8LQ,E07000212,{CD5A9DCC-5AFF-310A-E053-6C04A8C00A1F},12257653,69,3,12,73,73,England and Wales: 2007 onwards
5000,2021,26/11/2021,F,L,760000,KT16 8LW,E07000212,{D4D42646-5FD7-27F6-E053-6C04A8C0A572},12286955,152,4,12,80,82,England and Wales: 2003-2006
4821.428571,2021,10/12/2021,F,L,270000,KT16 8LX,E07000212,{DBA933FA-0189-669D-E053-6B04A8C0AD56},12263767,56,2,12,64,71,England and Wales: 1996-2002
3285.077951,2021,12/11/2021,F,L,295000,KT16 8NA,E07000212,{D4D42646-5EEC-27F6-E053-6C04A8C0A572},12275556,89.8,3,11,83,85,England and Wales: 2003-2006
3758.456527,2021,11/03/2021,F,L,300000,KT16 8NA,E07000212,{C6209F5F-DC7E-295E-E053-6C04A8C0DDCC},12265754,79.82,3,11,85,88,England and Wales: 2003-2006
3878.205128,2021,28/05/2021,F,L,302500,KT16 8NA,E07000212,{CB0035E6-3B78-58AE-E053-6B04A8C091AF},12268544,78,3,11,84,84,England and Wales: 2007 onwards
4573.170732,2021,05/11/2021,F,L,375000,KT16 8NA,E07000212,{E073986B-C544-2134-E053-6C04A8C0233B},12286805,82,3,11,81,81,England and Wales: 2007-2011
5765.625,2021,10/02/2021,D,F,738000,KT16 8NE,E07000212,{C3C3F9B6-523B-362B-E053-6B04A8C03ACC},12282662,128,NA,11,83,91,NO DATA!
5733.333333,2021,30/07/2021,D,F,430000,KT16 8NE,E07000212,{D707E535-F616-0AD9-E053-6B04A8C067CC},12287074,75,3,11,33,80,England and Wales: 1967-1975
6298.449612,2021,20/12/2021,D,F,812500,KT16 8NE,E07000212,{D707E535-F38C-0AD9-E053-6B04A8C067CC},12276640,129,9,12,70,79,England and Wales: 1930-1949
4703.389831,2021,15/10/2021,S,F,555000,KT16 8NG,E07000212,{DBA933FA-0140-669D-E053-6B04A8C0AD56},12271414,118,6,11,48,85,England and Wales: before 1900
4807.692308,2021,30/09/2021,S,F,375000,KT16 8NJ,E07000212,{DBA933FA-005F-669D-E053-6B04A8C0AD56},12284971,78,4,12,60,85,England and Wales: 1930-1949
5574.55032,2021,28/04/2021,S,F,375000,KT16 8NJ,E07000212,{D22473F6-0985-7B40-E053-6C04A8C0A630},12278275,67.27,3,11,33,48,England and Wales: before 1900
5354.43038,2021,25/08/2021,S,F,423000,KT16 8NQ,E07000212,{CD5A9DCC-56E1-310A-E053-6C04A8C00A1F},12273774,79,3,11,52,72,England and Wales: 1950-1966
6159.42029,2021,17/12/2021,S,F,425000,KT16 8NQ,E07000212,{D707E535-F510-0AD9-E053-6B04A8C067CC},12276296,69,3,11,53,87,England and Wales: 1950-1966
6186.440678,2021,27/05/2021,T,F,365000,KT16 8NZ,E07000212,{C6209F5F-DB09-295E-E053-6C04A8C0DDCC},12271150,59,4,11,72,92,England and Wales: 1996-2002
4770.114943,2021,25/05/2021,T,F,415000,KT16 8PB,E07000212,{C6209F5F-D9A9-295E-E053-6C04A8C0DDCC},12264194,87,3,12,72,86,England and Wales: 1983-1990
5128.205128,2021,18/06/2021,S,F,400000,KT16 8PB,E07000212,{D22473F6-0990-7B40-E053-6C04A8C0A630},12286397,78,4,11,63,86,England and Wales: 1967-1975
6060.606061,2021,16/08/2021,S,F,400000,KT16 8PB,E07000212,{D707E535-F651-0AD9-E053-6B04A8C067CC},12272092,66,3,12,54,84,England and Wales: 1967-1975
6163.793103,2021,28/09/2021,T,F,357500,KT16 8PB,E07000212,{DBA933FA-0252-669D-E053-6B04A8C0AD56},12285764,58,3,11,72,88,England and Wales: 1983-1990
4490.740741,2021,20/07/2021,F,L,242500,KT16 8PD,E07000212,{CB0035E6-3BCA-58AE-E053-6B04A8C091AF},12273398,54,3,11,40,61,England and Wales: 1967-1975
4537.037037,2021,16/04/2021,F,L,245000,KT16 8PD,E07000212,{C8A3A576-A434-0425-E053-6C04A8C0947B},12270451,54,3,12,55,63,England and Wales: 1967-1975
4918.367347,2021,24/02/2021,S,F,482000,KT16 8PF,E07000212,{C18F412B-546A-81A6-E053-6B04A8C0AD18},12274693,98,5,11,68,86,England and Wales: 1967-1975
5632.183908,2021,17/12/2021,S,F,490000,KT16 8PG,E07000212,{D707E535-F518-0AD9-E053-6B04A8C067CC},12263921,87,4,11,54,82,England and Wales: 1950-1966
4962.121212,2021,15/03/2021,D,F,655000,KT16 8PJ,E07000212,{C3C3F9B6-5147-362B-E053-6B04A8C03ACC},12261236,132,5,11,72,81,England and Wales: 2003-2006
5274.390244,2021,30/09/2021,T,F,432500,KT16 8PR,E07000212,{D93B27B1-5E75-3100-E053-6C04A8C08887},12277341,82,5,11,74,92,England and Wales: 1976-1982
5026.409951,2021,06/08/2021,F,L,295000,KT16 8PS,E07000212,{D707E535-FC8B-0AD9-E053-6B04A8C067CC},12265532,58.69,3,11,66,70,England and Wales: 1983-1990
4180.327869,2021,26/02/2021,F,L,255000,KT16 8PS,E07000212,{C3C3F9B6-4FC2-362B-E053-6B04A8C03ACC},12280294,61,3,11,65,76,England and Wales: 1983-1990
3676.470588,2021,03/11/2021,F,L,250000,KT16 8PS,E07000212,{D4D42646-5D22-27F6-E053-6C04A8C0A572},12268021,68,3,12,71,76,England and Wales: 1991-1995
4435.483871,2021,18/06/2021,F,L,275000,KT16 8PS,E07000212,{CD5A9DCC-59E7-310A-E053-6C04A8C00A1F},12285793,62,3,11,61,74,England and Wales: 1983-1990
4988.360492,2021,29/01/2021,S,F,570000,KT16 8PT,E07000212,{BEF7EBBF-507A-7A76-E053-6B04A8C092F7},12275953,114.266,5,11,59,69,England and Wales: 1900-1929
5342.465753,2021,20/12/2021,S,F,390000,KT16 8PW,E07000212,{D707E535-F90C-0AD9-E053-6B04A8C067CC},12269139,73,4,11,74,90,England and Wales: 1983-1990
6767.751479,2021,30/06/2021,T,F,274500,KT16 8PW,E07000212,{D22473F6-0CA9-7B40-E053-6C04A8C0A630},12276431,40.56,2,11,52,60,England and Wales: 1976-1982
3868.243243,2021,30/03/2021,T,F,572500,KT16 8QH,E07000212,{C18F412B-5833-81A6-E053-6B04A8C0AD18},12275875,148,6,11,74,86,England and Wales: 2003-2006
3230.259525,2021,13/09/2021,T,F,585000,KT16 8QH,E07000212,{D707E535-FAFC-0AD9-E053-6B04A8C067CC},12274301,181.1,6,11,73,78,England and Wales: 1996-2002
6949.152542,2021,19/11/2021,T,F,410000,KT16 8RE,E07000212,{D4D42646-5C4B-27F6-E053-6C04A8C0A572},12287184,59,4,11,59,89,England and Wales: 1930-1949
5180.722892,2021,27/08/2021,S,F,860000,KT16 8RF,E07000212,{CD5A9DCC-583D-310A-E053-6C04A8C00A1F},12285364,166,7,11,54,82,England and Wales: before 1900
5104.166667,2021,26/03/2021,D,F,490000,KT16 8RG,E07000212,{CB0035E6-3BBE-58AE-E053-6B04A8C091AF},12271209,96,NA,11,80,81,NO DATA!
9240.506329,2021,26/02/2021,D,F,730000,KT16 8RP,E07000212,{E2D14906-1262-4C2D-E053-6B04A8C0422B},12263619,79,NA,11,81,117,NO DATA!
3952.020202,2021,12/03/2021,D,F,782500,KT16 8RQ,E07000212,{C6209F5F-D506-295E-E053-6C04A8C0DDCC},12285315,198,9,11,62,73,England and Wales: 1950-1966
5877.862595,2021,25/06/2021,D,F,770000,KT16 8RQ,E07000212,{D707E535-F450-0AD9-E053-6B04A8C067CC},12285625,131,7,11,68,80,England and Wales: 1950-1966
4291.845494,2021,22/01/2021,D,F,1000000,KT16 8RQ,E07000212,{C18F412B-571E-81A6-E053-6B04A8C0AD18},12286324,233,8,11,67,77,England and Wales: 1950-1966
6641.221374,2021,20/09/2021,D,F,870000,KT16 8RQ,E07000212,{D707E535-F43C-0AD9-E053-6B04A8C067CC},12286738,131,7,11,60,77,England and Wales: 1950-1966
6014.150943,2021,15/09/2021,D,F,1275000,KT16 8RT,E07000212,{CD5A9DCC-56C6-310A-E053-6C04A8C00A1F},12266848,212,8,12,73,78,England and Wales: 2007 onwards
6686.046512,2021,24/09/2021,T,F,575000,KT16 8RW,E07000212,{CFC9085D-102C-9A70-E053-6B04A8C09D6A},12286784,86,5,11,41,76,England and Wales: 1996-2002
5659.574468,2021,16/12/2021,F,L,266000,KT16 8RY,E07000212,{DBA933FA-046E-669D-E053-6B04A8C0AD56},12287712,47,3,12,75,77,England and Wales: 1996-2002
4556.471159,2021,28/05/2021,T,F,470000,KT16 9AH,E07000212,{D22473F6-0FE9-7B40-E053-6C04A8C0A630},12278700,103.15,5,11,68,69,England and Wales: before 1900
2857.142857,2021,27/08/2021,F,L,220000,KT16 9AH,E07000212,{D707E535-FB5E-0AD9-E053-6B04A8C067CC},12284252,77,3,12,64,73,England and Wales: before 1900
4903.846154,2021,08/12/2021,T,F,255000,KT16 9AH,E07000212,{DBA933FA-0538-669D-E053-6B04A8C0AD56},12286424,52,2,11,67,91,England and Wales: before 1900
5454.545455,2021,23/07/2021,F,L,240000,KT16 9AP,E07000212,{D707E535-FCEF-0AD9-E053-6B04A8C067CC},12263346,44,2,11,82,82,INVALID!
4705.882353,2021,19/11/2021,F,L,240000,KT16 9AP,E07000212,{D4D42646-6020-27F6-E053-6C04A8C0A572},12262923,51,2,11,76,76,INVALID!
4800,2021,25/11/2021,F,L,240000,KT16 9AP,E07000212,{D707E535-FCF3-0AD9-E053-6B04A8C067CC},12265271,50,2,12,79,79,INVALID!
5454.545455,2021,15/03/2021,F,L,300000,KT16 9AY,E07000212,{E2D14906-131C-4C2D-E053-6B04A8C0422B},12285571,55,NA,11,57,57,
3822.222222,2021,16/07/2021,F,L,258000,KT16 9AZ,E07000212,{D707E535-FBDE-0AD9-E053-6B04A8C067CC},12278614,67.5,NA,11,81,82,
5958.90411,2021,17/12/2021,F,L,435000,KT16 9BB,E07000212,{E073986B-C621-2134-E053-6C04A8C0233B},12285474,73,3,12,60,62,England and Wales: 2003-2006
4791.666667,2021,19/11/2021,F,L,230000,KT16 9BE,E07000212,{E073986B-C4E0-2134-E053-6C04A8C0233B},12287253,48,2,11,61,64,England and Wales: before 1900
5364.583333,2021,19/08/2021,T,F,257500,KT16 9BH,E07000212,{D22473F6-0C09-7B40-E053-6C04A8C0A630},12271152,48,1,12,54,91,England and Wales: before 1900
6278.538813,2021,29/09/2021,F,L,275000,KT16 9BJ,E07000212,{D4D42646-600E-27F6-E053-6C04A8C0A572},12281002,43.8,2,11,69,71,England and Wales: 1900-1929
4322.033898,2021,08/03/2021,F,L,255000,KT16 9DE,E07000212,{D4D42646-5DC2-27F6-E053-6C04A8C0A572},12278589,59,3,12,70,76,England and Wales: 1996-2002
4526.785714,2021,08/10/2021,F,L,253500,KT16 9DE,E07000212,{DBA933FA-03E8-669D-E053-6B04A8C0AD56},12285152,56,3,11,71,76,England and Wales: 2003-2006
6094.339623,2021,30/09/2021,T,F,323000,KT16 9DH,E07000212,{D4D42646-5F49-27F6-E053-6C04A8C0A572},12269122,53,3,12,70,89,England and Wales: before 1900
6769.230769,2021,10/12/2021,S,F,440000,KT16 9DH,E07000212,{D4D42646-60DF-27F6-E053-6C04A8C0A572},12260144,65,3,11,50,86,England and Wales: 1930-1949
4166.666667,2021,22/04/2021,S,F,375000,KT16 9DH,E07000212,{CB0035E6-3916-58AE-E053-6B04A8C091AF},12285330,90,6,11,58,85,England and Wales: 1900-1929
4896.907216,2021,13/01/2021,S,F,475000,KT16 9DJ,E07000212,{BEF7EBBF-527D-7A76-E053-6B04A8C092F7},12285437,97,6,11,67,81,England and Wales: 1900-1929
5086.387857,2021,09/04/2021,T,F,315000,KT16 9DJ,E07000212,{C3C3F9B6-4CF0-362B-E053-6B04A8C03ACC},12274494,61.93,3,11,63,73,England and Wales: before 1900
5795.918367,2021,08/06/2021,T,F,284000,KT16 9DJ,E07000212,{CD5A9DCC-57BE-310A-E053-6C04A8C00A1F},12282573,49,2,12,52,85,England and Wales: 1900-1929
6436.170213,2021,05/07/2021,T,F,302500,KT16 9DJ,E07000212,{D707E535-F760-0AD9-E053-6B04A8C067CC},12269141,47,3,11,63,88,England and Wales: 1930-1949
4500,2021,29/06/2021,F,L,207000,KT16 9DJ,E07000212,{E073986B-C390-2134-E053-6C04A8C0233B},12275659,46,2,11,45,55,England and Wales: 1983-1990
3203.883495,2021,23/08/2021,S,F,330000,KT16 9DL,E07000212,{CB0035E6-391F-58AE-E053-6B04A8C091AF},12287179,103,6,11,65,83,England and Wales: 1900-1929
7016.885553,2021,20/08/2021,D,F,374000,KT16 9DL,E07000212,{CD5A9DCC-55DD-310A-E053-6C04A8C00A1F},12258342,53.3,3,11,50,52,England and Wales: before 1900
5541.666667,2021,13/05/2021,T,F,332500,KT16 9DN,E07000212,{CD5A9DCC-5948-310A-E053-6C04A8C00A1F},12274470,60,4,11,53,81,England and Wales: before 1900
6586.151369,2021,24/05/2021,T,F,409000,KT16 9DN,E07000212,{CD5A9DCC-5A6A-310A-E053-6C04A8C00A1F},12257656,62.1,4,11,60,62,England and Wales: 1900-1929
4452.054795,2021,23/04/2021,F,L,325000,KT16 9DP,E07000212,{D4D42646-583D-27F6-E053-6C04A8C0A572},12280161,73,4,11,66,76,England and Wales: 1950-1966
5128.205128,2021,16/06/2021,S,F,400000,KT16 9DQ,E07000212,{D22473F6-11B1-7B40-E053-6C04A8C0A630},12269243,78,4,11,51,80,England and Wales: before 1900
3867.04142,2021,14/04/2021,S,F,653530,KT16 9DQ,E07000212,{CD5A9DCC-5918-310A-E053-6C04A8C00A1F},12279805,169,7,12,71,84,England and Wales: before 1900
6044.776119,2021,05/11/2021,T,F,405000,KT16 9DW,E07000212,{D4D42646-5C5A-27F6-E053-6C04A8C0A572},12271366,67,3,11,61,86,England and Wales: 1900-1929
4666.666667,2021,21/06/2021,T,F,350000,KT16 9DX,E07000212,{D22473F6-0E38-7B40-E053-6C04A8C0A630},12286085,75,3,11,67,84,England and Wales: 1950-1966
2375,2021,01/06/2021,F,L,190000,KT16 9DX,E07000212,{CD5A9DCC-59F0-310A-E053-6C04A8C00A1F},12258237,80,3,11,69,83,England and Wales: 1950-1966
5040.540541,2021,01/02/2021,T,F,373000,KT16 9EA,E07000212,{C18F412B-5569-81A6-E053-6B04A8C0AD18},12271125,74,5,12,54,86,England and Wales: 1967-1975
4298.245614,2021,16/04/2021,F,L,245000,KT16 9EA,E07000212,{C8A3A576-A1CE-0425-E053-6C04A8C0947B},12263699,57,3,11,77,82,England and Wales: 1967-1975
5133.333333,2021,30/09/2021,T,F,385000,KT16 9EB,E07000212,{D93B27B1-6089-3100-E053-6C04A8C08887},12287395,75,6,11,49,84,England and Wales: 1930-1949
4168.316832,2021,29/09/2021,T,F,421000,KT16 9EF,E07000212,{D4D42646-5CC3-27F6-E053-6C04A8C0A572},12286601,101,6,11,72,86,England and Wales: 1950-1966
3973.214286,2021,21/05/2021,T,F,445000,KT16 9EH,E07000212,{CFC9085D-1103-9A70-E053-6B04A8C09D6A},12284793,112,7,11,63,80,England and Wales: 1900-1929
5012.5,2021,22/10/2021,T,F,421050,KT16 9EQ,E07000212,{D22473F6-0D45-7B40-E053-6C04A8C0A630},12269613,84,6,11,60,84,England and Wales: 1950-1966
4494.382022,2021,29/09/2021,T,F,400000,KT16 9ES,E07000212,{D93B27B1-5F97-3100-E053-6C04A8C08887},12287425,89,4,11,67,87,England and Wales: 1976-1982
3640,2021,18/06/2021,S,F,455000,KT16 9ET,E07000212,{C8A3A576-A505-0425-E053-6C04A8C0947B},12285287,125,7,11,55,81,England and Wales: 1930-1949
9788.359788,2021,08/10/2021,S,F,370000,KT16 9EY,E07000212,{D93B27B1-6058-3100-E053-6C04A8C08887},12282045,37.8,2,11,58,66,England and Wales: 1900-1929
4094.827586,2021,30/07/2021,T,F,475000,KT16 9FF,E07000212,{E2D14906-11BF-4C2D-E053-6B04A8C0422B},12273829,116,6,12,81,91,England and Wales: 2007 onwards
5056.818182,2021,25/02/2021,S,F,445000,KT16 9FF,E07000212,{C3C3F9B6-51EA-362B-E053-6B04A8C03ACC},12269129,88,5,11,78,90,England and Wales: 2007 onwards
4775.280899,2021,26/02/2021,S,F,425000,KT16 9FH,E07000212,{C3C3F9B6-527A-362B-E053-6B04A8C03ACC},12264012,89,NA,11,92,94,NO DATA!
4494.949495,2021,11/06/2021,D,F,890000,KT16 9FH,E07000212,{CD5A9DCC-5BF3-310A-E053-6C04A8C00A1F},12284512,198,NA,11,89,89,NO DATA!
4621.428571,2021,24/06/2021,D,F,647000,KT16 9FH,E07000212,{E073986B-C5E3-2134-E053-6C04A8C0233B},12271921,140,NA,11,89,90,NO DATA!
5068.493151,2021,21/06/2021,T,F,370000,KT16 9FN,E07000212,{D707E535-FC7A-0AD9-E053-6B04A8C067CC},12263286,73,NA,11,88,89,NO DATA!
5068.493151,2021,28/06/2021,T,F,370000,KT16 9FN,E07000212,{CFC9085D-11E9-9A70-E053-6B04A8C09D6A},12276171,73,NA,11,92,93,NO DATA!
5148.351648,2021,29/06/2021,T,F,468500,KT16 9FN,E07000212,{E2D14906-1255-4C2D-E053-6B04A8C0422B},12268078,91,NA,11,83,94,NO DATA!
4500,2021,03/12/2021,F,L,225000,KT16 9FP,E07000212,{D4D42646-5FC7-27F6-E053-6C04A8C0A572},12260866,50,NA,11,79,79,NO DATA!
4236.842105,2021,22/07/2021,F,L,322000,KT16 9FQ,E07000212,{D707E535-FCEC-0AD9-E053-6B04A8C067CC},12286284,76,3,12,79,79,England and Wales: 2012 onwards
4758.064516,2021,12/11/2021,F,L,295000,KT16 9FQ,E07000212,{DE2D0CE0-3172-51EE-E053-6C04A8C00671},12269182,62,NA,11,82,82,NO DATA!
5555.555556,2021,01/03/2021,F,L,200000,KT16 9FR,E07000212,{C6209F5F-DD99-295E-E053-6C04A8C0DDCC},12264951,36,NA,11,79,79,NO DATA!
4558.823529,2021,13/12/2021,F,L,310000,KT16 9FT,E07000212,{D4D42646-6022-27F6-E053-6C04A8C0A572},12283155,68,NA,11,85,85,NO DATA!
4903.846154,2021,06/08/2021,F,L,255000,KT16 9FT,E07000212,{D707E535-FCEE-0AD9-E053-6B04A8C067CC},12272790,52,NA,11,81,81,NO DATA!
4558.823529,2021,29/01/2021,F,L,310000,KT16 9FT,E07000212,{C3C3F9B6-52C0-362B-E053-6B04A8C03ACC},12269682,68,NA,11,84,84,NO DATA!
4220.588235,2021,13/05/2021,F,L,287000,KT16 9FU,E07000212,{DBA933FA-0613-669D-E053-6B04A8C0AD56},12261575,68,NA,11,85,85,NO DATA!
4161.764706,2021,23/04/2021,F,L,283000,KT16 9FU,E07000212,{C8A3A576-A48B-0425-E053-6C04A8C0947B},12269430,68,NA,11,85,85,NO DATA!
4959.677419,2021,16/04/2021,D,F,615000,KT16 9FY,E07000212,{C18F412B-5959-81A6-E053-6B04A8C0AD18},12279944,124,NA,11,85,94,NO DATA!
