priceper,year,dateoftransfer,propertytype,duration,price,postcode,lad21cd,transactionid,id,tfarea,numberrooms,classt,CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,CONSTRUCTION_AGE_BAND
4166.666667,2021,12/03/2021,S,F,450000,KT15 2ER,E07000212,{C6209F5F-D908-295E-E053-6C04A8C0DDCC},12262973,108,7,11,54,74,England and Wales: 1900-1929
3761.061947,2021,16/06/2021,S,F,425000,KT15 2ER,E07000212,{C8A3A576-A39A-0425-E053-6C04A8C0947B},12286351,113,5,11,54,79,England and Wales: 1900-1929
5141.509434,2021,17/08/2021,S,F,545000,KT15 2ER,E07000212,{CD5A9DCC-556C-310A-E053-6C04A8C00A1F},12262444,106,5,11,56,82,England and Wales: 1900-1929
6169.66581,2021,26/11/2021,S,F,480000,KT15 2ER,E07000212,{D4D42646-5C14-27F6-E053-6C04A8C0A572},12268434,77.8,4,11,52,67,England and Wales: 1950-1966
4684.210526,2021,17/12/2021,S,F,445000,KT15 2ES,E07000212,{E2D14906-0D4A-4C2D-E053-6B04A8C0422B},12288012,95,5,11,62,84,England and Wales: 1930-1949
4375,2021,19/01/2021,T,F,420000,KT15 2EX,E07000212,{C18F412B-5430-81A6-E053-6B04A8C0AD18},12272258,96,4,12,61,73,England and Wales: 1967-1975
4975.903614,2021,25/06/2021,T,F,413000,KT15 2EY,E07000212,{D22473F6-09CF-7B40-E053-6C04A8C0A630},12273549,83,5,11,73,85,England and Wales: 1983-1990
5596.25,2021,22/02/2021,S,F,447700,KT15 2EZ,E07000212,{C6209F5F-D77E-295E-E053-6C04A8C0DDCC},12269672,80,5,11,57,83,England and Wales: 1976-1982
4850.746269,2021,29/09/2021,F,L,325000,KT15 2FA,E07000212,{DBA933FA-061E-669D-E053-6B04A8C0AD56},12271493,67,NA,11,81,81,NO DATA!
2400,2021,31/03/2021,F,L,120000,KT15 2FB,E07000212,{D93B27B1-628C-3100-E053-6C04A8C08887},12257503,50,2,11,82,86,England and Wales: 2007 onwards
5262.781955,2021,10/12/2021,T,F,699950,KT15 2FD,E07000212,{DE2D0CE0-30E8-51EE-E053-6C04A8C00671},12285651,133,8,12,82,91,England and Wales: 2007-2011
3811.881188,2021,29/01/2021,T,F,385000,KT15 2FF,E07000212,{BEF7EBBF-5577-7A76-E053-6B04A8C092F7},12273039,101,NA,11,85,85,NO DATA!
3786.407767,2021,19/03/2021,T,F,390000,KT15 2FF,E07000212,{C3C3F9B6-524D-362B-E053-6B04A8C03ACC},12278667,103,NA,11,84,84,NO DATA!
4150.485437,2021,29/09/2021,T,F,427500,KT15 2FF,E07000212,{E2D14906-120D-4C2D-E053-6B04A8C0422B},12275079,103,NA,11,84,84,NO DATA!
4158.415842,2021,25/06/2021,T,F,420000,KT15 2FF,E07000212,{CFC9085D-11BE-9A70-E053-6B04A8C09D6A},12259243,101,NA,11,84,84,NO DATA!
4198.019802,2021,30/06/2021,T,F,424000,KT15 2FF,E07000212,{D22473F6-104E-7B40-E053-6C04A8C0A630},12268729,101,NA,11,84,84,NO DATA!
3861.386139,2021,10/07/2021,T,F,390000,KT15 2FF,E07000212,{CD5A9DCC-5BC8-310A-E053-6C04A8C00A1F},12280643,101,NA,11,85,85,NO DATA!
4188.679245,2021,28/06/2021,F,L,222000,KT15 2FG,E07000212,{D707E535-FC19-0AD9-E053-6B04A8C067CC},12275924,53,NA,11,83,83,NO DATA!
4147.286822,2021,28/10/2021,T,F,535000,KT15 2FP,E07000212,{DBA933FA-05B4-669D-E053-6B04A8C0AD56},12280775,129,NA,11,86,95,NO DATA!
4322.033898,2021,15/01/2021,S,F,510000,KT15 2FS,E07000212,{BC8936BB-FD02-0E2C-E053-6C04A8C0DBF4},12279271,118,NA,11,86,95,NO DATA!
4341.085271,2021,16/04/2021,T,F,560000,KT15 2FT,E07000212,{C8A3A576-A474-0425-E053-6C04A8C0947B},12274765,129,NA,11,86,95,NO DATA!
4867.647059,2021,29/06/2021,F,L,331000,KT15 2FW,E07000212,{D4D42646-5FDE-27F6-E053-6C04A8C0A572},12269320,68,NA,11,83,83,NO DATA!
5097.058824,2021,25/02/2021,F,L,259950,KT15 2FW,E07000212,{E073986B-C687-2134-E053-6C04A8C0233B},12285547,51,NA,11,83,83,
4461.538462,2021,28/05/2021,F,L,232000,KT15 2FX,E07000212,{CB0035E6-3C08-58AE-E053-6B04A8C091AF},12272032,52,NA,11,84,84,NO DATA!
4950,2021,19/03/2021,F,L,247500,KT15 2FZ,E07000212,{C18F412B-5948-81A6-E053-6B04A8C0AD18},12273705,50,NA,11,83,83,NO DATA!
3904.494382,2021,05/03/2021,F,L,347500,KT15 2FZ,E07000212,{C6209F5F-DD88-295E-E053-6C04A8C0DDCC},12270148,89,NA,11,81,81,NO DATA!
4700,2021,09/09/2021,F,L,235000,KT15 2FZ,E07000212,{D707E535-FCD4-0AD9-E053-6B04A8C067CC},12263761,50,NA,11,80,80,NO DATA!
11863.03586,2021,13/05/2021,T,F,440000,KT15 2GG,E07000212,{C6209F5F-DC89-295E-E053-6C04A8C0DDCC},12259404,37.09,NA,11,83,84,NO DATA!
4002.561639,2021,28/06/2021,F,L,250000,KT15 2GG,E07000212,{CB0035E6-3B7F-58AE-E053-6B04A8C091AF},12259423,62.46,3,12,79,81,England and Wales: 2007 onwards
3870.967742,2021,28/09/2021,F,L,240000,KT15 2GH,E07000212,{D93B27B1-62AC-3100-E053-6C04A8C08887},12266133,62,3,12,80,80,England and Wales: 2007 onwards
4665.07177,2021,10/12/2021,F,L,195000,KT15 2GH,E07000212,{DBA933FA-0523-669D-E053-6B04A8C0AD56},12274275,41.8,NA,11,86,87,NO DATA!
4451.219512,2021,12/03/2021,F,L,182500,KT15 2GH,E07000212,{C6209F5F-DC98-295E-E053-6C04A8C0DDCC},12265177,41,2,12,80,80,England and Wales: 2007 onwards
3792.035398,2021,05/02/2021,T,F,428500,KT15 2GJ,E07000212,{C18F412B-58A8-81A6-E053-6B04A8C0AD18},12276276,113,6,12,77,88,England and Wales: 2007 onwards
3403.846154,2021,27/09/2021,T,F,442500,KT15 2GJ,E07000212,{D93B27B1-62A7-3100-E053-6C04A8C08887},12269986,130,6,12,79,88,England and Wales: 2007 onwards
5197.058824,2021,17/12/2021,F,L,265050,KT15 2GW,E07000212,{E073986B-C636-2134-E053-6C04A8C0233B},12265675,51,NA,11,83,83,NO DATA!
4850.746269,2021,08/10/2021,F,L,325000,KT15 2GZ,E07000212,{D22473F6-10E7-7B40-E053-6C04A8C0A630},12260039,67,NA,11,83,83,NO DATA!
4769.230769,2021,25/06/2021,F,L,310000,KT15 2HA,E07000212,{D22473F6-09E9-7B40-E053-6C04A8C0A630},12269591,65,3,11,71,79,England and Wales: 1967-1975
4793.577982,2021,24/02/2021,D,F,522500,KT15 2HH,E07000212,{C3C3F9B6-4DE6-362B-E053-6B04A8C03ACC},12285338,109,5,11,70,82,England and Wales: 1967-1975
4848.484848,2021,10/06/2021,S,F,480000,KT15 2HL,E07000212,{C8A3A576-A08C-0425-E053-6C04A8C0947B},12272559,99,5,11,61,85,England and Wales: 1950-1966
3912.681159,2021,28/09/2021,S,F,539950,KT15 2HL,E07000212,{D93B27B1-5EA5-3100-E053-6C04A8C08887},12287144,138,6,11,65,82,England and Wales: 1967-1975
7669.514047,2021,17/09/2021,F,L,202015,KT15 2HP,E07000212,{D4D42646-604E-27F6-E053-6C04A8C0A572},12267911,26.34,2,11,54,73,England and Wales: 1983-1990
4545.454545,2021,02/06/2021,T,L,250000,KT15 2HR,E07000212,{CB0035E6-3A05-58AE-E053-6B04A8C091AF},12264042,55,3,11,74,79,England and Wales: 1996-2002
3981.481481,2021,09/06/2021,F,L,215000,KT15 2HR,E07000212,{CD5A9DCC-59F3-310A-E053-6C04A8C00A1F},12263132,54,3,11,76,81,England and Wales: 1983-1990
3703.703704,2021,29/07/2021,F,L,200000,KT15 2HR,E07000212,{D22473F6-0CE7-7B40-E053-6C04A8C0A630},12263423,54,3,11,66,72,England and Wales: 1976-1982
4916.666667,2021,19/11/2021,F,L,295000,KT15 2HT,E07000212,{DE2D0CE0-3159-51EE-E053-6C04A8C00671},12273639,60,3,11,57,75,England and Wales: 1930-1949
4290.030211,2021,12/11/2021,F,L,284000,KT15 2HT,E07000212,{D4D42646-5EBB-27F6-E053-6C04A8C0A572},12268644,66.2,33,11,83,85,England and Wales: 2003-2006
5100,2021,22/11/2021,F,L,255000,KT15 2HT,E07000212,{D4D42646-5FE2-27F6-E053-6C04A8C0A572},12275327,50,3,11,59,76,England and Wales: 1900-1929
3676.102941,2021,05/03/2021,D,F,499950,KT15 2JA,E07000212,{C18F412B-543F-81A6-E053-6B04A8C0AD18},12276493,136,5,11,73,82,England and Wales: 1983-1990
4358.717949,2021,22/10/2021,D,F,849950,KT15 2JB,E07000212,{D4D42646-5A65-27F6-E053-6C04A8C0A572},12277665,195,NA,12,70,76,NO DATA!
5237.619048,2021,13/09/2021,D,F,549950,KT15 2JB,E07000212,{DE2D0CE0-2F35-51EE-E053-6C04A8C00671},12286646,105,6,11,66,85,England and Wales: 1930-1949
5652.173913,2021,03/06/2021,D,F,390000,KT15 2JD,E07000212,{D22473F6-0BC7-7B40-E053-6C04A8C0A630},12288003,69,5,11,72,85,England and Wales: 1967-1975
3740.15748,2021,02/06/2021,D,F,475000,KT15 2JD,E07000212,{C6209F5F-D9BA-295E-E053-6C04A8C0DDCC},12285775,127,5,11,63,76,England and Wales: 1900-1929
5000,2021,29/09/2021,D,F,500000,KT15 2JH,E07000212,{DBA933FA-0396-669D-E053-6B04A8C0AD56},12286572,100,4,11,61,83,England and Wales: 1930-1949
9220.532319,2021,25/06/2021,D,F,485000,KT15 2JH,E07000212,{D22473F6-0D59-7B40-E053-6C04A8C0A630},12275808,52.6,3,12,47,53,England and Wales: 1900-1929
3902.439024,2021,26/03/2021,T,F,320000,KT15 2JL,E07000212,{D22473F6-0708-7B40-E053-6C04A8C0A630},12285850,82,4,11,58,79,England and Wales: 1930-1949
7083.333333,2021,22/11/2021,T,F,425000,KT15 2JL,E07000212,{D4D42646-5C99-27F6-E053-6C04A8C0A572},12283987,60,4,11,61,91,England and Wales: 1930-1949
7500,2021,23/08/2021,D,F,405000,KT15 2JQ,E07000212,{CB0035E6-3825-58AE-E053-6B04A8C091AF},12278165,54,3,11,54,85,England and Wales: 1930-1949
5229.166667,2021,02/03/2021,S,F,376500,KT15 2JU,E07000212,{C18F412B-5231-81A6-E053-6B04A8C0AD18},12261308,72,4,11,48,84,England and Wales: 1930-1949
4864.864865,2021,30/04/2021,S,F,360000,KT15 2JU,E07000212,{CB0035E6-3772-58AE-E053-6B04A8C091AF},12285035,74,4,11,57,81,England and Wales: 1900-1929
4843.75,2021,23/07/2021,T,F,310000,KT15 2JW,E07000212,{CFC9085D-0ECF-9A70-E053-6B04A8C09D6A},12286958,64,5,11,66,86,England and Wales: 1967-1975
3658.536585,2021,03/12/2021,S,F,600000,KT15 2JW,E07000212,{DE2D0CE0-2D1E-51EE-E053-6C04A8C00671},12274266,164,7,11,78,79,England and Wales: 1950-1966
5708.917474,2021,17/06/2021,F,L,395000,KT15 2JX,E07000212,{CFC9085D-11FF-9A70-E053-6B04A8C09D6A},12265913,69.19,3,11,47,48,England and Wales: before 1900
5597.826087,2021,30/09/2021,F,L,515000,KT15 2JX,E07000212,{D4D42646-5FCD-27F6-E053-6C04A8C0A572},12284744,92,4,11,19,66,England and Wales: before 1900
5000,2021,28/06/2021,F,L,360000,KT15 2JX,E07000212,{D4D42646-5F98-27F6-E053-6C04A8C0A572},12276155,72,3,11,50,78,England and Wales: 1900-1929
4296.610169,2021,23/03/2021,T,F,507000,KT15 2JY,E07000212,{C18F412B-56ED-81A6-E053-6B04A8C0AD18},12280551,118,4,11,73,83,England and Wales: 1983-1990
4032.258065,2021,04/02/2021,F,L,250000,KT15 2LD,E07000212,{BEF7EBBF-5272-7A76-E053-6B04A8C092F7},12271911,62,3,11,53,82,England and Wales: 1967-1975
3243.243243,2021,25/06/2021,F,L,240000,KT15 2LD,E07000212,{D707E535-F7C9-0AD9-E053-6B04A8C067CC},12282780,74,3,12,39,79,England and Wales: 1976-1982
4829.908884,2021,08/10/2021,T,F,370000,KT15 2LF,E07000212,{DE2D0CE0-2EFE-51EE-E053-6C04A8C00671},12258031,76.606,4,11,66,79,England and Wales: 1976-1982
4361.940299,2021,13/04/2021,F,L,292250,KT15 2LH,E07000212,{CB0035E6-3ACF-58AE-E053-6B04A8C091AF},12285994,67,3,11,75,78,England and Wales: 1976-1982
7972.972973,2021,09/09/2021,F,L,295000,KT15 2LH,E07000212,{D707E535-FA2B-0AD9-E053-6B04A8C067CC},12285518,37,3,11,68,73,England and Wales: 1967-1975
5223.880597,2021,29/09/2021,S,F,700000,KT15 2LJ,E07000212,{DBA933FA-0096-669D-E053-6B04A8C0AD56},12287188,134,5,11,51,82,England and Wales: 1900-1929
3245.614035,2021,30/06/2021,F,L,185000,KT15 2LQ,E07000212,{D707E535-F91A-0AD9-E053-6B04A8C067CC},12280595,57,3,11,67,74,England and Wales: 1983-1990
2738.095238,2021,26/03/2021,F,L,115000,KT15 2LQ,E07000212,{C6209F5F-DA18-295E-E053-6C04A8C0DDCC},12279812,42,2,11,68,73,England and Wales: 1983-1990
4744.897959,2021,22/01/2021,D,F,465000,KT15 2LR,E07000212,{BEF7EBBF-5027-7A76-E053-6B04A8C092F7},12277831,98,5,11,63,84,England and Wales: 1950-1966
5993.150685,2021,26/02/2021,D,F,437500,KT15 2LR,E07000212,{C18F412B-52A4-81A6-E053-6B04A8C0AD18},12285421,73,5,11,47,84,England and Wales: 1967-1975
6232.876712,2021,30/04/2021,D,F,455000,KT15 2LR,E07000212,{C8A3A576-9E83-0425-E053-6C04A8C0947B},12286293,73,4,11,65,87,England and Wales: 1900-1929
4523.091573,2021,17/03/2021,F,L,285000,KT15 2LS,E07000212,{C6209F5F-DB6A-295E-E053-6C04A8C0DDCC},12262107,63.01,3,11,64,67,England and Wales: 1967-1975
3951.612903,2021,30/04/2021,F,L,245000,KT15 2LY,E07000212,{CD5A9DCC-57FC-310A-E053-6C04A8C00A1F},12286760,62,3,11,71,76,England and Wales: 1950-1966
3962.264151,2021,03/03/2021,F,L,210000,KT15 2NB,E07000212,{C3C3F9B6-4C55-362B-E053-6B04A8C03ACC},12276544,53,2,11,76,78,England and Wales: 1983-1990
4693.073024,2021,02/12/2021,F,L,250000,KT15 2NT,E07000212,{DBA933FA-0548-669D-E053-6B04A8C0AD56},12282537,53.27,NA,11,81,82,NO DATA!
4306.191279,2021,20/05/2021,T,F,357500,KT15 2PE,E07000212,{C6209F5F-D4F9-295E-E053-6C04A8C0DDCC},12268851,83.02,5,11,54,59,England and Wales: 1930-1949
4615.384615,2021,28/07/2021,T,F,360000,KT15 2PE,E07000212,{CB0035E6-393C-58AE-E053-6B04A8C091AF},12285951,78,4,11,65,84,England and Wales: 1900-1929
5144.927536,2021,01/02/2021,T,F,355000,KT15 2PE,E07000212,{C3C3F9B6-5213-362B-E053-6B04A8C03ACC},12266949,69,4,11,43,75,England and Wales: 1900-1929
4370.37037,2021,27/08/2021,T,F,354000,KT15 2PE,E07000212,{D93B27B1-60BD-3100-E053-6C04A8C08887},12274869,81,4,11,61,84,England and Wales: 1900-1929
3011.363636,2021,07/12/2021,F,L,265000,KT15 2PH,E07000212,{D4D42646-5F8D-27F6-E053-6C04A8C0A572},12278723,88,4,11,70,79,England and Wales: before 1900
5162.162162,2021,14/04/2021,F,L,191000,KT15 2PH,E07000212,{C18F412B-5952-81A6-E053-6B04A8C0AD18},12279370,37,2,11,67,67,England and Wales: 1991-1995
6147.058824,2021,06/08/2021,F,L,209000,KT15 2PJ,E07000212,{CB0035E6-3A6D-58AE-E053-6B04A8C091AF},12277198,34,2,11,68,69,England and Wales: 1983-1990
4204.545455,2021,07/04/2021,T,F,370000,KT15 2PJ,E07000212,{C6209F5F-D70C-295E-E053-6C04A8C0DDCC},12260319,88,5,11,70,87,England and Wales: 1950-1966
3333.333333,2021,11/06/2021,F,L,210000,KT15 2PJ,E07000212,{D4D42646-5D41-27F6-E053-6C04A8C0A572},12278420,63,2,12,75,76,England and Wales: 1991-1995
4381.460674,2021,22/04/2021,T,F,389950,KT15 2PJ,E07000212,{C8A3A576-9F90-0425-E053-6C04A8C0947B},12280942,89,5,11,48,83,England and Wales: 1967-1975
4550,2021,28/06/2021,F,L,182000,KT15 2PJ,E07000212,{CD5A9DCC-5A43-310A-E053-6C04A8C00A1F},12262101,40,2,12,71,74,England and Wales: 1983-1990
4513.274336,2021,20/01/2021,T,F,510000,KT15 2PL,E07000212,{BEF7EBBF-5404-7A76-E053-6B04A8C092F7},12268724,113,5,11,44,78,England and Wales: before 1900
4855.072464,2021,05/11/2021,T,F,335000,KT15 2PL,E07000212,{D22473F6-0888-7B40-E053-6C04A8C0A630},12278705,69,4,12,58,80,England and Wales: 1930-1949
5634.920635,2021,19/04/2021,S,F,355000,KT15 2PL,E07000212,{C8A3A576-9F99-0425-E053-6C04A8C0947B},12280101,63,4,12,62,86,England and Wales: 1930-1949
5140.84507,2021,24/06/2021,T,F,365000,KT15 2PL,E07000212,{D22473F6-0730-7B40-E053-6C04A8C0A630},12259749,71,5,11,59,83,England and Wales: 1900-1929
4957.746479,2021,20/08/2021,S,F,352000,KT15 2PL,E07000212,{D707E535-FCED-0AD9-E053-6B04A8C067CC},12263047,71,NA,11,79,85,NO DATA!
4708.860759,2021,16/04/2021,T,F,372000,KT15 2PL,E07000212,{C8A3A576-A058-0425-E053-6C04A8C0947B},12285894,79,3,11,60,86,England and Wales: 1900-1929
5441.176471,2021,26/08/2021,T,F,370000,KT15 2PL,E07000212,{D707E535-F3B8-0AD9-E053-6B04A8C067CC},12285529,68,5,11,58,81,England and Wales: before 1900
5065.68215,2021,30/09/2021,D,F,590000,KT15 2PQ,E07000212,{D93B27B1-5BC8-3100-E053-6C04A8C08887},12266471,116.47,7,11,40,46,England and Wales: 1900-1929
5506.801229,2021,16/09/2021,T,F,376500,KT15 2PQ,E07000212,{CD5A9DCC-5B75-310A-E053-6C04A8C00A1F},12262392,68.37,4,11,52,53,England and Wales: 1900-1929
2880.434783,2021,21/10/2021,F,L,132500,KT15 2PR,E07000212,{D4D42646-5E99-27F6-E053-6C04A8C0A572},12268855,46,2,12,83,85,England and Wales: 2003-2006
2352.941176,2021,18/03/2021,F,L,120000,KT15 2PR,E07000212,{D4D42646-5E9A-27F6-E053-6C04A8C0A572},12275559,51,2,12,73,82,England and Wales: 2003-2006
5502.136752,2021,25/11/2021,S,F,515000,KT15 2PT,E07000212,{E2D14906-0E8F-4C2D-E053-6B04A8C0422B},12262345,93.6,5,11,61,65,England and Wales: 1900-1929
4273.504274,2021,30/06/2021,S,F,500000,KT15 2PT,E07000212,{D22473F6-0B79-7B40-E053-6C04A8C0A630},12279113,117,6,12,66,82,England and Wales: 1930-1949
5253.164557,2021,16/04/2021,S,F,415000,KT15 2PT,E07000212,{CB0035E6-3954-58AE-E053-6B04A8C091AF},12286192,79,6,11,67,86,England and Wales: 1930-1949
5178.571429,2021,16/06/2021,S,F,435000,KT15 2PT,E07000212,{D22473F6-068D-7B40-E053-6C04A8C0A630},12266005,84,4,11,56,83,England and Wales: 1930-1949
4333.333333,2021,20/04/2021,S,F,377000,KT15 2PX,E07000212,{C8A3A576-9E7C-0425-E053-6C04A8C0947B},12272337,87,5,12,58,84,England and Wales: 1900-1929
4885.714286,2021,15/10/2021,S,F,427500,KT15 2PX,E07000212,{DBA933FA-01E0-669D-E053-6B04A8C0AD56},12258362,87.5,5,12,53,56,England and Wales: before 1900
4136.986301,2021,16/11/2021,S,F,302000,KT15 2PX,E07000212,{D707E535-F733-0AD9-E053-6B04A8C067CC},12277696,73,4,11,60,86,England and Wales: 1900-1929
6007.59425,2021,26/02/2021,D,F,443000,KT15 2QE,E07000212,{C6209F5F-DE1E-295E-E053-6C04A8C0DDCC},12262244,73.74,3,11,43,52,England and Wales: 1950-1966
5229.885057,2021,22/04/2021,S,F,455000,KT15 2QE,E07000212,{CB0035E6-3758-58AE-E053-6B04A8C091AF},12279069,87,3,11,48,84,England and Wales: 1900-1929
3145.16129,2021,21/09/2021,F,L,682500,KT15 2QG,E07000212,{D93B27B1-5C5B-3100-E053-6C04A8C08887},12268463,217,4,12,76,82,England and Wales: 1900-1929
5931.034483,2021,30/06/2021,D,F,1720000,KT15 2QG,E07000212,{D22473F6-0E9B-7B40-E053-6C04A8C0A630},12286069,290,10,11,64,81,England and Wales: 1900-1929
3274.678112,2021,19/02/2021,F,L,763000,KT15 2QQ,E07000212,{C18F412B-5241-81A6-E053-6B04A8C0AD18},12274576,233,7,12,66,78,England and Wales: 1900-1929
4532.577904,2021,29/06/2021,F,L,320000,KT15 2RJ,E07000212,{C8A3A576-A381-0425-E053-6C04A8C0947B},12257434,70.6,3,11,83,85,England and Wales: 2003-2006
3646.470588,2021,25/06/2021,F,L,309950,KT15 2SD,E07000212,{CB0035E6-3C34-58AE-E053-6B04A8C091AF},12280154,85,3,11,43,60,England and Wales: 1900-1929
6641.791045,2021,01/06/2021,S,F,445000,KT15 2SP,E07000212,{CD5A9DCC-5937-310A-E053-6C04A8C00A1F},12270976,67,5,11,49,60,England and Wales: 1930-1949
5261.904762,2021,20/04/2021,S,F,442000,KT15 2SP,E07000212,{C6209F5F-D873-295E-E053-6C04A8C0DDCC},12285908,84,5,11,59,82,England and Wales: 1930-1949
5114.942529,2021,19/11/2021,S,F,445000,KT15 2SP,E07000212,{E2D14906-0DB0-4C2D-E053-6B04A8C0422B},12286706,87,5,11,65,86,England and Wales: 1930-1949
4297.520661,2021,07/04/2021,S,F,520000,KT15 2SP,E07000212,{C6209F5F-D7B5-295E-E053-6C04A8C0DDCC},12282844,121,5,11,68,83,England and Wales: 1930-1949
5970.588235,2021,01/04/2021,S,F,406000,KT15 2SP,E07000212,{C6209F5F-DA58-295E-E053-6C04A8C0DDCC},12286175,68,4,11,53,87,England and Wales: 1930-1949
3925.925926,2021,18/06/2021,S,F,530000,KT15 2SR,E07000212,{CD5A9DCC-59B7-310A-E053-6C04A8C00A1F},12264445,135,6,11,48,77,England and Wales: 1930-1949
5955.882353,2021,26/02/2021,S,F,405000,KT15 2SR,E07000212,{C18F412B-5A31-81A6-E053-6B04A8C0AD18},12276085,68,5,11,54,88,England and Wales: 1930-1949
4271.84466,2021,08/03/2021,S,F,440000,KT15 2SS,E07000212,{C3C3F9B6-4A40-362B-E053-6B04A8C03ACC},12274405,103,5,11,67,84,England and Wales: 1930-1949
5632.183908,2021,13/04/2021,S,F,490000,KT15 2SW,E07000212,{C6209F5F-DC2C-295E-E053-6C04A8C0DDCC},12259908,87,4,11,63,83,England and Wales: 1930-1949
6825.396825,2021,10/12/2021,S,F,430000,KT15 2SW,E07000212,{E073986B-BF70-2134-E053-6C04A8C0233B},12277575,63,5,11,44,82,England and Wales: 1950-1966
3642.857143,2021,03/09/2021,F,L,255000,KT15 2SX,E07000212,{D707E535-FB98-0AD9-E053-6B04A8C067CC},12273225,70,3,11,82,83,England and Wales: 2007 onwards
3892.012687,2021,05/08/2021,F,L,269950,KT15 2SX,E07000212,{D93B27B1-627C-3100-E053-6C04A8C08887},12262049,69.36,3,11,83,85,England and Wales: 2007 onwards
4329.896907,2021,27/05/2021,T,F,420000,KT15 2TG,E07000212,{C8A3A576-A304-0425-E053-6C04A8C0947B},12267772,97,4,11,60,80,England and Wales: 1930-1949
4538.834951,2021,12/03/2021,S,F,467500,KT15 2TP,E07000212,{C3C3F9B6-4C06-362B-E053-6B04A8C03ACC},12271812,103,5,11,61,82,England and Wales: 1930-1949
7272.727273,2021,30/04/2021,S,F,560000,KT15 2TP,E07000212,{CD5A9DCC-570A-310A-E053-6C04A8C00A1F},12257794,77,4,11,65,84,England and Wales: 1950-1966
5837.401826,2021,28/04/2021,D,F,550000,KT15 2TS,E07000212,{CB0035E6-3650-58AE-E053-6B04A8C091AF},12271844,94.22,7,11,70,70,England and Wales: 1950-1966
4735.294118,2021,25/05/2021,T,L,322000,KT15 2TT,E07000212,{C6209F5F-D6F1-295E-E053-6C04A8C0DDCC},12279902,68,3,11,52,87,England and Wales: 1967-1975
6460.296097,2021,25/06/2021,S,F,480000,KT15 2TU,E07000212,{D22473F6-0A7B-7B40-E053-6C04A8C0A630},12263395,74.3,4,11,49,63,England and Wales: 1930-1949
5026.315789,2021,03/02/2021,S,F,382000,KT15 2TW,E07000212,{C3C3F9B6-50DF-362B-E053-6B04A8C03ACC},12274778,76,4,11,62,87,England and Wales: 1930-1949
5119.047619,2021,27/09/2021,F,L,215000,KT15 2TZ,E07000212,{D93B27B1-632F-3100-E053-6C04A8C08887},12273251,42,2,11,48,73,England and Wales: 1950-1966
3416.421569,2021,15/12/2021,D,F,696950,KT15 2TZ,E07000212,{E2D14906-0DE6-4C2D-E053-6B04A8C0422B},12257293,204,8,12,66,83,England and Wales: 1900-1929
3977.777778,2021,25/06/2021,S,F,537000,KT15 2UA,E07000212,{D707E535-F9CA-0AD9-E053-6B04A8C067CC},12263491,135,6,11,71,81,England and Wales: 1983-1990
5378.787879,2021,25/06/2021,S,F,355000,KT15 2UB,E07000212,{C8A3A576-A144-0425-E053-6C04A8C0947B},12276554,66,4,11,53,87,England and Wales: 1950-1966
4017.094017,2021,28/06/2021,S,F,470000,KT15 2UB,E07000212,{D707E535-FB83-0AD9-E053-6B04A8C067CC},12284322,117,6,12,74,85,England and Wales: 2003-2006
6333.333333,2021,30/06/2021,S,F,475000,KT15 2UQ,E07000212,{D4D42646-5BB3-27F6-E053-6C04A8C0A572},12275169,75,4,11,16,88,England and Wales: 1930-1949
5458.715596,2021,25/06/2021,D,F,595000,KT15 2XA,E07000212,{CFC9085D-0F2F-9A70-E053-6B04A8C09D6A},12285555,109,6,11,71,84,England and Wales: 1976-1982
6264.367816,2021,17/12/2021,D,F,545000,KT15 2XE,E07000212,{E073986B-C299-2134-E053-6C04A8C0233B},12287806,87,5,11,54,85,England and Wales: 1976-1982
5543.478261,2021,30/06/2021,D,F,510000,KT15 2XJ,E07000212,{CFC9085D-0F48-9A70-E053-6B04A8C09D6A},12285815,92,5,11,64,83,England and Wales: 1983-1990
6721.311475,2021,11/02/2021,T,F,410000,KT15 2XN,E07000212,{C18F412B-5603-81A6-E053-6B04A8C0AD18},12265600,61,4,11,66,86,England and Wales: 1967-1975
5327.868852,2021,05/03/2021,T,F,325000,KT15 2XN,E07000212,{C3C3F9B6-4F67-362B-E053-6B04A8C03ACC},12285606,61,4,11,72,87,England and Wales: 1996-2002
6153.846154,2021,16/02/2021,D,F,480000,KT15 2XP,E07000212,{C18F412B-5624-81A6-E053-6B04A8C0AD18},12271380,78,5,11,65,82,England and Wales: 1976-1982
5308.951482,2021,27/08/2021,T,F,360000,KT15 2XR,E07000212,{D707E535-F89F-0AD9-E053-6B04A8C067CC},12274033,67.81,4,11,57,73,England and Wales: 1976-1982
6024.590164,2021,12/03/2021,T,F,367500,KT15 2XS,E07000212,{C3C3F9B6-4F09-362B-E053-6B04A8C03ACC},12257954,61,4,11,62,91,England and Wales: 1976-1982
6204.930404,2021,22/06/2021,T,F,370000,KT15 2XS,E07000212,{CB0035E6-3992-58AE-E053-6B04A8C091AF},12273991,59.63,4,11,63,68,England and Wales: 1983-1990
5273.972603,2021,15/03/2021,T,F,385000,KT15 2XS,E07000212,{C3C3F9B6-4F0E-362B-E053-6B04A8C03ACC},12260409,73,4,11,69,82,England and Wales: 1983-1990
6610.169492,2021,17/09/2021,S,F,390000,KT15 3AA,E07000212,{D93B27B1-5E05-3100-E053-6C04A8C08887},12286254,59,3,11,56,86,England and Wales: 1900-1929
