time,close
3/18/2022 12:48,127.51
3/18/2022 12:47,127.53
3/18/2022 12:46,127.57
3/18/2022 12:45,127.63
3/18/2022 12:44,127.5601
3/18/2022 12:43,127.52
3/18/2022 12:42,127.52
3/18/2022 12:41,127.49
3/18/2022 12:40,127.47
3/18/2022 12:39,127.48
3/18/2022 12:38,127.355
3/18/2022 12:37,127.38
3/18/2022 12:36,127.39
3/18/2022 12:35,127.335
3/18/2022 12:34,127.29
3/18/2022 12:33,127.2909
3/18/2022 12:32,127.33
3/18/2022 12:31,127.32
3/18/2022 12:30,127.31
3/18/2022 12:29,127.24
3/18/2022 12:28,127.2759
3/18/2022 12:27,127.2467
3/18/2022 12:26,127.32
3/18/2022 12:25,127.27
3/18/2022 12:24,127.23
3/18/2022 12:23,127.1986
3/18/2022 12:22,127.2
3/18/2022 12:21,127.11
3/18/2022 12:20,127.13
3/18/2022 12:19,127.2
3/18/2022 12:18,127.25
3/18/2022 12:17,127.2367
3/18/2022 12:16,127.1898
3/18/2022 12:15,127.14
3/18/2022 12:14,127.2
3/18/2022 12:13,127.02
3/18/2022 12:12,127.01
3/18/2022 12:11,127.0726
3/18/2022 12:10,127.04
3/18/2022 12:09,127.01
3/18/2022 12:08,126.955
3/18/2022 12:07,126.91
3/18/2022 12:06,126.91
3/18/2022 12:05,126.8
3/18/2022 12:04,126.765
3/18/2022 12:03,126.67
3/18/2022 12:02,126.71
3/18/2022 12:01,126.74
3/18/2022 12:00,126.8
3/18/2022 11:59,126.895
3/18/2022 11:58,126.921
3/18/2022 11:57,126.92
3/18/2022 11:56,126.9
3/18/2022 11:55,126.81
3/18/2022 11:54,126.98
3/18/2022 11:53,126.97
3/18/2022 11:52,126.95
3/18/2022 11:51,126.94
3/18/2022 11:50,126.8701
3/18/2022 11:49,126.81
3/18/2022 11:48,126.82
3/18/2022 11:47,126.87
3/18/2022 11:46,126.92
3/18/2022 11:45,126.87
3/18/2022 11:44,126.86
3/18/2022 11:43,126.83
3/18/2022 11:42,126.78
3/18/2022 11:41,126.77
3/18/2022 11:40,126.71
3/18/2022 11:39,126.8393
3/18/2022 11:38,126.8842
3/18/2022 11:37,126.995
3/18/2022 11:36,126.78
3/18/2022 11:35,126.82
3/18/2022 11:34,126.8376
3/18/2022 11:33,126.8036
3/18/2022 11:32,126.81
3/18/2022 11:31,126.8
3/18/2022 11:30,126.76
3/18/2022 11:29,126.76
3/18/2022 11:28,126.7388
3/18/2022 11:27,126.7223
3/18/2022 11:26,126.79
3/18/2022 11:25,126.86
3/18/2022 11:24,126.81
3/18/2022 11:23,126.91
3/18/2022 11:22,126.99
3/18/2022 11:21,126.97
3/18/2022 11:20,127.0563
3/18/2022 11:19,126.93
3/18/2022 11:18,126.92
3/18/2022 11:17,126.9699
3/18/2022 11:16,126.995
3/18/2022 11:15,127
3/18/2022 11:14,127.0996
3/18/2022 11:13,127.1493
3/18/2022 11:12,127.11
3/18/2022 11:11,127.045
3/18/2022 11:10,127
3/18/2022 11:09,126.95
3/18/2022 11:08,126.9
3/18/2022 11:07,126.74
3/18/2022 11:06,126.595
3/18/2022 11:05,126.6467
3/18/2022 11:04,126.62
3/18/2022 11:03,126.6393
3/18/2022 11:02,126.65
3/18/2022 11:01,126.69
3/18/2022 11:00,126.57
3/18/2022 10:59,126.58
3/18/2022 10:58,126.605
3/18/2022 10:57,126.65
3/18/2022 10:56,126.63
3/18/2022 10:55,126.66
3/18/2022 10:54,126.5824
3/18/2022 10:53,126.56
3/18/2022 10:52,126.585
3/18/2022 10:51,126.62
3/18/2022 10:50,126.61
3/18/2022 10:49,126.845
3/18/2022 10:48,126.82
3/18/2022 10:47,126.76
3/18/2022 10:46,126.7
3/18/2022 10:45,126.65
3/18/2022 10:44,126.6489
3/18/2022 10:43,126.66
3/18/2022 10:42,126.67
3/18/2022 10:41,126.77
3/18/2022 10:40,126.785
3/18/2022 10:39,126.75
3/18/2022 10:38,126.64
3/18/2022 10:37,126.69
3/18/2022 10:36,126.79
3/18/2022 10:35,126.7
3/18/2022 10:34,126.65
3/18/2022 10:33,126.67
3/18/2022 10:32,126.71
3/18/2022 10:31,126.67
3/18/2022 10:30,126.6594
3/18/2022 10:29,126.61
3/18/2022 10:28,126.62
3/18/2022 10:27,126.68
3/18/2022 10:26,126.73
3/18/2022 10:25,126.83
3/18/2022 10:24,126.72
3/18/2022 10:23,126.67
3/18/2022 10:22,126.64
3/18/2022 10:21,126.6025
3/18/2022 10:20,126.47
3/18/2022 10:19,126.4417
3/18/2022 10:18,126.5699
3/18/2022 10:17,126.7275
3/18/2022 10:16,126.7879
3/18/2022 10:15,126.82
3/18/2022 10:14,126.955
3/18/2022 10:13,127.11
3/18/2022 10:12,126.99
3/18/2022 10:11,127.15
3/18/2022 10:10,127.095
3/18/2022 10:09,127.0993
3/18/2022 10:08,127.0817
3/18/2022 10:07,127.15
3/18/2022 10:06,127.28
3/18/2022 10:05,127.21
3/18/2022 10:04,127.08
3/18/2022 10:03,127.0652
3/18/2022 10:02,126.95
3/18/2022 10:01,126.86
3/18/2022 10:00,126.85
3/18/2022 9:59,126.775
3/18/2022 9:58,126.855
3/18/2022 9:57,126.855
3/18/2022 9:56,127.025
3/18/2022 9:55,126.945
3/18/2022 9:54,126.86
3/18/2022 9:53,126.86
3/18/2022 9:52,126.75
3/18/2022 9:51,126.715
3/18/2022 9:50,126.665
3/18/2022 9:49,126.61
3/18/2022 9:48,126.44
3/18/2022 9:47,126.475
3/18/2022 9:46,126.61
3/18/2022 9:45,126.72
3/18/2022 9:44,126.78
3/18/2022 9:43,126.755
3/18/2022 9:42,126.69
3/18/2022 9:41,126.62
3/18/2022 9:40,126.54
3/18/2022 9:39,126.53
3/18/2022 9:38,126.87
3/18/2022 9:37,126.78
3/18/2022 9:36,126.57
3/18/2022 9:35,126.73
3/18/2022 9:34,126.73
3/18/2022 9:33,126.66
3/18/2022 9:32,127.23
3/18/2022 9:31,127.58
3/18/2022 9:30,127.89
