Country Name,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Unnamed: 65
Israel,ISR,2598500000.0,3138500000.0,2510000000.0,2992333333.33333,3405333333.33333,3663333333.33333,3980000000.0,4030000000.0,4619000000.0,5329333333.33333,,,,,,,,,,,,,,,,,,,,,,,,,,100605702520.506,110180666416.017,114753492201.542,115999082655.72,117166318090.683,132455662080.298,130816321183.156,121148475241.673,127046633802.508,135571348058.902,142657069099.984,154145495309.484,179161786957.474,216711549609.81,207953439208.606,234654589559.973,262293871093.061,258417104163.53,294167366504.266,310944937638.436,300078278118.434,319024417316.889,355277223507.485,373641241440.789,397934596952.56,407100736594.064,
Italy,ITA,40385288344.1911,44842760293.1924,50383891898.9911,57710743059.8341,63175417019.0094,67978153850.5191,73654870011.2757,81133120065.4202,87942231678.3505,97085082807.3751,113395315985.13,124672365792.759,145260039840.637,175492055795.417,199564489431.378,227695851126.928,224717278436.846,257596313364.055,315058323066.393,393677161500.816,477256775943.929,430702851303.015,427272645669.291,443042373788.883,437887689001.543,452217492140.757,640386352773.087,805713128174.485,891608957155.608,928661332204.347,1181222653522.95,1246220156079.29,1320161644933.23,1064958075550.63,1099216688280.5,1174662070605.02,1312426527795.21,1241879604365.62,1270052525928.4,1252023758789.69,1143829832319.88,1167012796420.58,1270712309429.7,1574145823927.77,1803226967966.23,1857524312896.41,1947919708944.93,2210292636189.43,2398856598798.89,2191241872742.43,2134017843247.16,2291991045770.29,2087077032435.15,2141315327318.21,2159133919743.77,1835899237320.04,1875797463583.87,1956950469673.29,2090910879119.33,2009383867307.45,1888709443687.48,
Jamaica,JAM,699050678.98642,748028839.423211,777712445.751085,826690466.190676,897931401.371973,972140557.188856,1096738065.2387,1148025407.34604,1083883355.33421,1191287651.50606,1404776071.04284,1539865513.92891,1875048859.93485,1905917553.19149,2375096249.03751,2860411285.88714,2966010229.8977,3249697393.02607,2644449232.29321,2425033998.18676,2679409453.23903,2979061412.37229,3293533288.42483,3619294120.69144,2373566957.49214,2100223149.71396,2754566176.20212,3286987551.71597,3828310734.97795,4404970058.83786,4592224067.37194,4106199176.28901,3535460089.80719,5440064773.17365,5452564385.43307,6577523824.70029,7393883554.77969,8400033893.99653,8787195622.43502,8887061866.89206,9005064474.93003,9194717835.99985,9719017925.92929,9430230564.4699,10174664853.9476,11243868485.7428,11930171468.3796,12799593017.7101,13709402085.3206,12120460872.8003,13220556882.7046,14444655299.8772,14807086889.2099,14264202737.3082,13899228824.2161,14188935947.5694,14077109396.8584,14808989993.3185,15730793852.7913,15830768549.8916,13812425036.5864,
Japan,JPN,44307342950.4,53508617739.3778,60723018683.7333,69498131797.3333,81749006381.5111,90950278257.7778,105628070343.111,123781880217.6,146601072685.511,172204199480.889,212609187919.444,240151807460.241,318031297492.352,432082670450.719,479625998613.406,521541905673.251,586161858999.671,721411786536.814,1013612173518.84,1055012119526.33,1105385973763.87,1218988935129.81,1134518001884.56,1243323592058.83,1318381627003.76,1398892744820.69,2078953333673.55,2532808573157.03,3071683013178.91,3054914166263.18,3132817652848.04,3584420077100.84,3908809463463.86,4454143876947.21,4998797547740.97,5545563663889.7,4923391533851.63,4492448605638.94,4098362709531.24,4635982224063.88,4968359075956.59,4374711694090.87,4182846045873.61,4519561645253.53,4893116005656.56,4831467035389.8,4601663122649.92,4579750920354.81,5106679115127.3,5289493117993.89,5759071769013.11,6233147172341.35,6272362996105.03,5212328181166.18,4896994405353.29,4444930651964.18,5003677627544.24,4930837369151.42,5036891740656.35,5148781948478.17,5057758958706.64,
Kenya,KEN,791265458.818076,792959472.139024,868111400.014073,926589348.572953,998759333.643326,997919319.980049,1164519673.19763,1232559505.92359,1353295457.5261,1458379415.40278,1603447357.25171,1778391289.19123,2107279157.38336,2508998457.4073,2969942180.34692,3259344935.76836,3474542392.03212,4494378855.33109,5303734882.53447,6234390975.27091,7265315331.62273,6854491453.90208,6431579357.31256,5979198463.83025,6191437070.44184,6135034338.30431,7239126716.93219,7970820530.75078,8355380879.12955,8283114648.36775,8572359162.85631,8151479004.21334,8209129171.73649,5751789915.05363,7148145375.78545,9046326059.98857,12045858436.2399,13115773737.5664,14093998843.7334,12896013576.7324,12705357103.0056,12986007425.8781,13147743910.7241,14904517649.8476,16095337093.8366,18737897744.7948,25825524820.8064,31958195182.2406,35895153327.8497,42347217912.9176,45405587556.7313,46869457318.2541,56396706005.9435,61671425370.0235,68285768554.472,70120413328.7838,74815121314.9381,82035800868.187,92202956320.532,100555485831.944,101013726529.063,
Cambodia,KHM,637142865.714286,642857134.285714,660000008.571429,728571437.142857,782857128.571429,868571428.571429,914285714.285714,962857134.285714,1065714248.57143,978873232.394366,718401157.724163,969911421.39418,505549441.375077,702899155.982033,588443893.689773,,,,,,,,,,,,,,,,,,,2533727592.04165,2791435272.26653,3441205692.9166,3506695719.57259,3443413388.6909,3120425502.58253,3517242477.2285,3654031716.26881,3984000517.02345,4284028482.53766,4658246918.27092,5337833248.03924,6293046161.83262,7274595706.67154,8639235842.18075,10351914093.1723,10401851850.6108,11242275198.9783,12829541141.0127,14054443213.4639,15227991395.2201,16702610842.4025,18049954289.4229,20016747754.0192,22177200511.5811,24571753583.4922,27089389786.979,25808561550.9514,
St. Kitts and Nevis,KNA,12366563.6119699,12483229.3064224,12541562.1536487,12833226.3897801,13416554.8620428,13593932.3220537,14469078.1796966,16742338.2519864,14600000.0,15850000.0,16300000.0,19624746.4503043,22944849.1155047,24196018.3767228,31514856.3078422,33364055.2995392,30095602.2944551,44496296.2962963,49433333.3333333,58840740.7407407,68459259.2592593,80888888.8888889,86022222.2222222,86874074.0740741,98603703.7037037,111007407.407407,130685185.185185,147748148.148148,172692592.592593,192518518.518518,217259259.259259,220540740.740741,242137037.037037,263755555.555556,295159259.259259,313485185.185185,333944444.444444,374641307.974641,383257331.40548,406595484.373262,421695769.843918,458643829.014199,481077373.669966,469869869.86987,506900000.0,547203703.703704,644411111.111111,689285185.185185,751233333.333333,747862962.962963,760170370.37037,817759259.259259,800414814.814815,839770370.37037,916566666.666667,923155555.555555,1008888888.88889,1060740740.74074,1078518518.51852,1164814814.81481,980740740.740741,
"Korea, Rep.",KOR,3958190758.62419,2417558289.36656,2814318516.60968,3988784572.24835,3458939357.73377,3120833333.33333,3928908380.62947,4855907141.80098,6119284294.23459,7678581343.69794,9005023183.92581,9903499927.98502,10862327878.032,13876531432.0145,19544094741.2663,21784297520.6612,29902479338.843,38446487603.3058,51972107438.0165,66946900826.4463,65398646757.6511,72933350953.7025,78358866334.7376,87760360941.0248,97510235986.0046,101296177099.377,116836802995.065,147948259722.577,199590823957.237,246927292765.02,283367525714.932,330648530715.211,355525267405.367,392666101884.959,463617399962.661,566583427334.137,610169556840.077,569754543829.957,383330931042.356,497512659612.052,576178114168.494,547658231279.87,627246081417.004,702717332012.991,793175007858.066,934901071332.984,1053216909887.56,1172614086539.86,1047339010225.25,943941876218.743,1144066965324.49,1253223044718.99,1278427634342.59,1370795199976.18,1484318219633.63,1465773245547.15,1500111596236.37,1623901496835.79,1724845615629.26,1651422932447.77,1637895802792.9,
Sri Lanka,LKA,1409873949.57983,1444327731.09244,1434156378.60082,1240672268.90756,1309747899.15966,1698319327.73109,1751470588.23529,1859465020.57613,1801344537.81513,1965546218.48739,2296470588.23529,2369308600.33727,2553936348.40871,2875625000.0,3574586466.16541,3791298145.50642,3591319857.31272,4104509582.86359,2733183856.50224,3364611432.24149,4024621899.57653,4415844155.84416,4768765016.81884,5167913302.16745,6043474842.76729,5978460972.01767,6405210563.88294,6682167119.56522,6978371581.26375,6987267683.77254,8032551173.24014,9000362581.58086,9703011635.86585,10338679635.7616,11717604208.8223,13029697560.9756,13897738375.2488,15091913883.7091,15794972847.1683,15656327859.5696,16330814179.9766,15749753804.8344,16536535647.0834,18881765437.2151,20662525941.2985,24405791044.7761,28279814924.5918,32350248410.8216,40713812309.7316,42066217871.5349,56725749221.9043,65292753005.4665,68434409315.1123,74317806538.3632,79356449840.5771,80604080688.5775,82401038709.5356,87428128123.7209,87963042340.8379,83990946939.4651,80676681933.978,
Lower middle income,LMC,89912156963.0183,95151131661.5652,96667238933.1716,107553613537.297,120801094158.791,130445756052.09,119986793406.292,128230247504.305,138270523475.443,153748191376.142,170009137126.01,179118490765.283,195058587442.194,239981430511.862,320169603718.193,355575434062.065,395649843684.012,454916284008.444,501723557001.787,576863324007.176,700257875562.012,841906600968.693,866904924040.347,856723868210.805,845899366908.343,900707620093.258,957620991813.846,938030917206.088,956418120806.239,956787407057.371,1030479694466.94,970300680864.429,1029459643713.06,1040117773304.26,1121619613760.81,1273522498721.63,1422915290659.79,1454618043480.69,1325605368734.45,1432253288576.8,1507446414530.88,1541059698398.12,1647507462192.82,1893050142110.5,2196006717881.17,2552254389249.74,3026903945016.94,3716619573759.54,4209776154260.64,4277002039280.89,5200810906398.36,5935836124467.99,6230149293706.56,6343694020447.03,6596912130744.29,6458585149777.88,6737458245945.12,7246520795601.96,7346924046154.44,7735772656431.27,7384772400818.06,
Low & middle income,LMY,340950935653.649,325997141052.614,334475590876.385,361701628602.606,405112394406.985,447983713793.072,464557110214.221,475960062812.501,502428473882.202,561811344134.456,616029592729.058,663207085111.315,742525920412.519,945341814409.198,1200691880275.22,1329500834313.05,1428444681428.27,1605310265802.3,1742121597811.86,2067067298295.7,2432038062353.2,2732773847593.96,2696004771752.66,2602514292076.81,2632080148970.92,2791663370853.22,2904728985668.18,3005379971329.35,3184513787995.84,3251034014347.93,3722584142679.29,3585732842275.79,3756321723763.28,4033594122766.73,4430349402142.89,4996973190102.18,5474269737795.54,5791815019273.42,5615131776385.53,5494967727851.87,6002721296961.37,6060717495507.03,6217666748204.27,7008873048987.74,8324107174033.31,9917136223927.47,11767747394523.6,14559711942865.4,17426878371397.1,17009057347831.5,20604942626457.8,24227089925208.7,25771548477079.8,27317543283463.3,28239015205215.0,26797210771637.8,26945295092752.2,29595883137001.7,31412370428414.3,32220208388558.1,30993151083682.1,
Lesotho,LSO,34579308.4138317,35699286.0142797,41859162.8167437,47039059.2188156,51938961.2207756,54878902.4219516,56698866.0226795,59260814.7837043,61444771.1045779,65966680.6663867,68738625.2274954,76482102.9082774,80915831.9240276,121181556.195965,150846210.448859,149560513.860717,147654093.836247,193307267.709292,266559337.626495,290142517.814727,431561376.476631,434188034.188034,348746822.619267,386699308.859169,333158476.24212,268626912.549917,318862888.402626,402774852.652259,470389179.678909,495404888.092424,596415104.549144,704329192.771521,831033941.093969,835592802.276831,878250450.602681,1001889856.91048,946123275.88212,997996028.645833,928458205.958432,912771290.61298,887295267.875155,825706961.238689,775780697.676625,1157832934.55127,1511236655.52047,1682350934.85132,1800105589.60349,1682016947.22798,1766825412.77296,1740830510.87482,2234731973.55119,2579421686.24912,2477702252.80078,2367113170.00373,2441053175.70743,2359759799.04224,2114323793.98266,2306843528.52853,2514146887.91664,2366213068.57507,1875227642.47384,
Late-demographic dividend,LTE,190638219224.195,173217770402.072,176450045325.636,193138719907.014,212049740363.268,238288620134.369,265434726816.11,266801108817.013,271537994725.618,302816243090.5,344591500150.704,383074582107.877,440102974125.909,567196413525.384,667222609350.461,733894548019.44,791141109355.601,917670063589.416,954875303904.397,1135709671770.82,1298658013887.08,1362578006995.22,1385953446551.99,1273580273240.86,1329994143999.36,1439148887254.0,1532588941422.29,1617569638481.18,1765770911935.12,1811567198981.55,1946877337292.49,1962668917976.67,2010046974384.78,2094205388275.44,2433553893439.02,3016058496497.07,3326514565640.57,3483089448831.13,3353405024178.14,3098743575745.38,3402666635857.83,3517386354550.44,3727667418867.19,4246849627123.69,5106248595131.46,6162939672239.49,7437913382777.65,9370862110613.63,11647616055908.9,11255941488168.4,13510221989909.3,16462146265737.5,17609867998265.3,18979037746812.3,19701784590184.2,18473004305920.9,18520215439507.4,20551282326381.3,22531965339672.5,22958638272110.5,22433389417760.0,
Luxembourg,LUX,703925705.942958,704145671.350213,741509480.796284,791140595.772755,903158753.943622,921600736.304026,968440149.470951,974721762.535327,1066447130.82052,1234878980.502,1457768455.02219,1518773421.37846,1901697369.62698,2609875802.11136,3183637116.81856,3123333333.33333,3423586206.89655,3789321328.08104,4718539771.99949,5516982663.73143,6019805490.41247,5053665797.47936,4602316793.21914,4524217751.47929,4438435492.87908,4577211767.10374,6685595087.59256,8320902215.01891,9418167855.18376,10037674037.674,12778792853.6939,13834219728.293,15518702634.8808,15925521222.0149,17701798890.7644,20853093869.7318,20895314657.9805,19563836265.2233,20150053345.1878,21891923076.9231,21177470978.4411,21369028187.9195,23537637869.377,29601904063.2054,35000480506.5806,37658234050.4912,42874225316.7733,51521903914.5907,58604890874.469,54252213114.7541,56159192758.3285,61615545000.3597,59779802783.3455,65184744717.028,68713294386.2129,60047430684.2639,62174650367.2216,65549868206.9418,71250208995.6425,70195715495.5136,73353132793.7076,
Morocco,MAR,2037150716.33238,2025689536.60705,2379606422.29029,2657247327.3392,2798339768.79755,2948325264.30195,2876395613.08171,3046339294.53611,3271415867.99723,3651615453.01848,3956328426.04486,4356633663.36634,5074117544.77482,6242177798.33938,7675408485.51421,8984824182.60333,9584323309.12136,11049896742.3889,13236854105.1672,15912133569.2852,21728770055.3777,17788171722.4446,17692341358.1272,16251460689.3254,14824728528.4604,14991283215.7408,19462175321.8224,21765261041.7265,25705296183.5037,26314220188.0257,30180108561.9305,32285388165.2999,33711069430.78,31655473663.8348,35604137422.5796,39030285468.3841,43161452678.4383,39147844526.0838,41806219378.6181,41632027599.8531,38857251336.3448,39459581217.3759,42236836820.6152,52064058833.9739,59626020162.3816,62343022650.8742,68640825480.9223,79041294874.4553,92507257783.5697,92897320375.8176,93216746661.5977,101370474295.109,98266306615.3632,106825649872.108,110081248587.369,101179808076.36,103311649248.024,109682728023.112,118096227400.092,119870439113.662,114725065285.149,
Madagascar,MDG,673081724.076322,699161943.857103,739286906.851553,759345862.971331,802482182.924192,833563472.162352,900264583.688205,956436931.142347,1031669636.36116,1056391054.5386,1111859569.7715,1199507629.99179,1341590681.58511,1653062347.36254,1917508190.04689,2283049233.28758,2181844193.9254,2358930406.42896,2669755115.50569,3463565881.42486,5201818349.00282,4759333969.85141,4784977348.97042,4686457013.0577,3905938480.82352,3802557894.90614,4347989798.83436,3212900560.80991,3189456961.27972,3175638332.5404,3931334870.74964,3254713056.02171,3714967007.18602,4063298919.2868,3522226902.75861,3838101052.21232,4931861239.07864,4262965281.5836,4401967499.25594,4277903780.29131,4629247090.97816,5438332738.10373,5351701534.15801,6372498719.84613,5064732715.72615,5859269849.14523,6395712392.23682,8524620739.24074,10725137930.8518,9616879571.44509,9982711338.11125,11551819617.6416,11578974887.9668,12423555269.3948,12522957228.1618,11323020828.5844,11848613735.1908,13176313593.5418,13760033096.5122,14104664514.87,13056079982.3887,
Mexico,MEX,13040000000.0,14160000000.0,15200000000.0,16960000000.0,20080000000.0,21840000000.0,24320000000.0,26560000000.0,29360000000.0,32480000000.0,35520000000.0,39200000000.0,45200000000.0,55280000000.0,72000000000.0,88000000000.0,89025974025.974,81814159292.0354,102500000000.0,134561403508.772,205139086956.522,263959336734.694,184609157801.418,156159198584.513,184261495828.367,195219789801.479,134550096436.744,147540738281.817,181611549975.804,221400669713.589,261253582805.945,313142768453.485,363157598242.27,500736065605.341,527813238126.278,360073909243.855,410975595310.156,500413483109.175,526502129378.284,600232874042.927,707906744574.644,756706300589.791,772106378935.377,729336319677.449,782240601984.76,877476221382.101,975387131716.089,1052696282278.87,1109989063586.62,900045350649.351,1057801295584.05,1180489601957.61,1201089987015.45,1274443084716.57,1315351183524.54,1171867608197.72,1078490651625.31,1158913035796.37,1222408203104.3,1269433932805.91,1073915880822.5,
Middle income,MIC,328822652620.781,313474478852.452,320144854583.912,343233075401.125,390748540107.154,431090979772.148,446089605061.337,458129733557.926,483765472711.083,540643093940.282,593905167049.622,638688381219.138,715844386480.818,913448727868.439,1161115634143.93,1282935779865.21,1379058387937.08,1546994866594.68,1676567222599.71,1994802941075.1,2355889463388.47,2652841167852.24,2613238190270.27,2522637042780.01,2554212953768.29,2706402077890.78,2804427287025.33,2886292001502.45,3086560231205.65,3151245180826.54,3613924993280.27,3473709492827.83,3647748936978.65,3919613407646.45,4316998893644.79,4869095010116.27,5332626582378.17,5639822178942.24,5460023388336.99,5337741537782.36,5819856072472.66,5877899226030.52,6022311549424.65,6795051571693.08,8073114562894.83,9617883099837.87,11420374147125.1,14140686448815.6,16925011207017.4,16501832706042.1,20041628752133.2,23825999777911.6,25387752941965.9,26922118067747.4,27815839699399.7,26380350797716.6,26558023228732.3,29186000510333.6,30985606994094.4,31771082836908.0,30535343464998.6,
Malawi,MWI,162956740.865183,174576508.469831,183116337.673247,190816183.676326,194736105.277894,229455410.891782,260394792.104158,269814968.240817,245169806.792272,265810632.425297,290531621.264851,365386929.835119,406062874.251497,444281703.893568,548621017.593913,613220652.928919,670317634.173056,806290840.624654,949034016.830627,1058269065.98115,1237655461.1501,1237685691.94683,1180104216.01137,1223186840.31324,1208008985.42522,1131347798.26653,1183654827.79002,1183094127.76747,1379924257.21313,1590215582.53307,1880771556.30474,2203545856.66893,1799517081.56412,2070636935.58644,1181802596.03498,1397457932.30697,2281034131.36493,2663234933.89767,1750584265.28754,1775921718.10534,1743506531.32652,1716502862.2954,3495748397.63025,3208837077.25069,3476094498.87517,3655909664.1423,3998020176.67364,4432937045.79897,5321012192.33619,6191127665.1963,6959655570.89098,8004000737.30717,6028487928.83351,5518880768.57955,6047813437.31804,6373212640.84604,5433040159.88747,8943543677.18899,9880675785.93057,11025357837.607,12182348212.7073,
Malaysia,MYS,1916241996.60264,1901868548.28172,2001502678.6881,2510126747.68065,2674441395.53116,2956356984.18921,3143538481.64119,3188945511.56409,3330393309.81315,3664575983.27453,3864170913.36731,4244340333.51899,5043268548.73032,7662996766.66803,9496074114.07918,9298800799.46702,11050125904.9418,13139397879.1695,16358376511.2263,21213672089.1976,24488033442.0506,25004557093.8761,26804401815.5348,30346788437.5135,33943505717.6993,31200161095.4491,27734562640.4277,32181695507.2234,35271880250.4964,38848567631.4235,44024178343.0071,49143148094.2683,59167550162.956,66894837030.4184,74478356957.7808,88705342902.7113,100855393910.486,100005323301.867,72167498980.8398,79148421052.6316,93789736842.1053,92783947368.4211,100845526315.789,110202368421.053,124749473684.211,143534102611.497,162691238209.476,193547824063.3,230813897715.69,202257625195.063,255016609232.871,297951960784.314,314443149443.149,323277158906.979,338061963396.376,301354803994.367,301255380276.258,319112136545.438,358791603677.728,365276282438.141,337006066373.26,
North America,NAC,583846188346.724,604324202050.644,647421597617.883,683726355213.516,735285089547.337,798329518629.68,876222557410.438,927523758485.753,1014479810519.9,1099213311661.69,1161385395320.13,1264333061774.61,1392428220486.92,1556967358814.12,1705964297341.51,1859083029689.34,2080373864908.72,2293885157028.68,2570707667537.48,2870922302612.26,3131774126516.07,3513994963656.99,3658081025119.14,3975475111781.89,4393971258071.62,4704774999482.75,4958242427343.98,5287828242049.45,5745207451214.25,6208137243275.24,6558665950908.47,6770092083643.19,7114394589252.92,7437550121856.44,7867242439537.61,8245811373433.4,8704363777972.13,9235474283855.56,9699948950000.0,10312400831271.1,11000599098931.6,11324483674355.4,11701005616098.0,12357971049634.8,13244904088278.2,14214616964778.7,15140020223591.0,15927446063783.3,16272813774721.7,15830214167157.3,16616030620486.3,17342220425174.5,18031752018521.6,18637912373835.0,19339327561439.9,19801463926217.1,20279970339907.4,21199387143244.1,22344414455783.0,23182723855482.3,22605296107568.4,
Niger,NER,449526872.565486,485785234.940376,531736492.909178,586294761.493516,582816358.347155,673383604.238783,702296184.361344,665586975.088302,641214210.668969,625867922.677513,649916708.242418,693573595.320975,742779740.393512,946385033.011918,1026136974.47536,1048690933.21027,1064517574.56042,1291457973.12517,1774365275.18226,2109278101.9887,2508524186.43352,2170893038.90053,2017611927.4037,1803099731.54257,1461243212.42814,1440581533.7564,1904097020.29333,2233005822.58534,2280356338.22867,2179567107.50159,3512356353.0798,3285796979.79737,3386232592.01834,3052673622.85839,1938058161.25116,2302537682.18029,2405687081.12795,2290318800.33457,2643363406.97664,2537790022.73535,2241753120.21267,2448714680.56221,2782192986.95772,3394084884.67098,3760443965.72976,4383315656.99096,4756361479.98873,5731485267.33492,7297600896.86099,7352131669.2941,7851191899.3408,8772951261.81807,9426913349.22319,10224897934.722,10862944203.5591,9683867893.68343,10398862244.9737,11185102399.5762,12808660528.0617,12916455161.1081,13741378450.136,
Nigeria,NGA,4196092258.15484,4467200335.99328,4909302953.94092,5165489010.2198,5552822483.55033,5874422511.54977,6366792664.14672,5203135937.28125,5200895982.08036,6634187316.25367,12545849083.0183,9181769911.50443,12274416017.7976,15162871287.1287,24846641318.1242,27778934624.6973,36308883248.731,36035407725.3219,36527862208.7133,47259911894.2731,64201788122.6054,164475209515.19,142769363313.375,97094911790.6948,73484359521.0997,73745821156.2996,54805852581.1516,52676041930.5791,49648470439.7963,44003061108.3357,54035795388.0915,49118433047.5318,47794925814.7558,27752204320.0883,33833042987.7582,44062465800.1706,51075815092.5,54457835193.4927,54604050168.1818,59372613485.6576,69448756932.5833,74030364472.0506,95385819320.5737,104911947834.122,136385979322.437,176134087150.341,236103982431.635,275625684968.615,339476215683.592,295008767295.038,361456622215.721,404993594133.582,455501524575.498,508692961937.492,546676374567.721,486803295097.89,404650006428.613,375746469538.666,397190484464.308,448120428858.769,432293776262.398,
Nicaragua,NIC,223854666.666667,240524723.428571,265291588.666667,292916241.142857,341973758.857143,566542872.357143,606671444.0,657171436.714286,695899980.428571,747971449.571429,776585681.071429,826571413.428571,880842890.071429,1093571441.5,1520900045.14286,1590428522.64286,1847871371.71429,2239857060.57143,2142128603.78571,1527852635.63158,2189347367.52632,2448290109.65,2465165179.69565,2743341724.08333,3105517091.41379,2683816288.7907,2885710608.88079,3851213727.67857,2630904261.83247,1013184745.70715,1009455483.87097,1488804123.71134,1792800000.0,1756454248.36601,3863185119.04762,4140470000.0,4308351902.78601,4389965590.96538,4635267224.84195,4855717874.68247,5107329007.0922,5323146565.70315,5224213017.54386,5322454925.84746,5795568204.64532,6321335612.22233,6763418645.81377,7423421958.4248,8496946608.23151,8298679908.55232,8758592272.10579,9774262741.75783,10532006608.1447,10982979274.1922,11880434070.7811,12756706583.3113,13286083644.8761,13785876629.3189,13025239912.2751,12611218627.0632,12621505382.6062,
Netherlands,NLD,12276734172.0828,13493833739.9949,14647057370.1418,15891241386.291,18699380731.3465,21000586933.2041,22867203317.4022,25087562181.3218,27817605743.2503,34035946604.1815,38164716625.0685,44579122807.0175,54706557264.4878,71840909664.1968,87243413394.5405,100249523353.085,109168720620.103,127016990212.804,155859695457.323,179669405690.432,195152092662.381,164134217080.279,158479527935.958,153445465987.182,143912664148.352,143845822717.622,200862095700.666,245046310922.541,261910508417.884,258336705808.999,318330511920.61,327500327675.625,362962872180.451,353550169672.52,379130260322.073,452301674444.139,450490196078.431,416812740004.518,438008220395.468,446898572341.786,416442786069.652,431213422818.792,471613965744.401,578792325056.433,657171591755.649,685092650167.89,733340860619.747,847481522036.682,947997656364.435,868077243678.8,846554894931.084,904085980796.018,838971306990.906,876923518850.405,890981311077.658,765264949780.999,783528181704.567,831809944960.879,913597086062.599,910194347568.626,913865395789.886,
Norway,NOR,5163271598.15702,5632460936.54576,6066976682.67364,6510239502.76489,7159202706.48027,8058681060.159,8696460205.3397,9514496703.39762,10159934136.7838,11063065083.4888,12814123115.2613,14583114840.0629,17358610849.701,22534253702.8686,27145693810.1341,32877805200.023,35942270686.3374,41508030431.1074,46523091009.6713,53132244623.9213,64439382896.0156,63596654760.8677,62647195537.6511,61627240831.0948,62057955032.7758,65416879914.3907,78693253275.995,94230055658.6271,101900260856.222,102633789557.535,119791683307.507,121872464483.487,130838040067.584,120579072750.596,127131461119.927,152029612324.788,163520109150.671,161356631888.484,154163364302.66,162284465073.341,171247131268.604,173972218824.027,195524186477.617,228858506821.841,264511630666.983,308884284051.222,345581369965.54,400937100158.657,462250000000.0,386190385318.767,428757038466.841,498283438454.281,509506317146.541,522761531914.894,498410050251.256,385801550067.169,368827142857.143,398393955268.99,436999692591.454,404941363636.364,362198318435.26,
Nepal,NPL,508334413.965087,531959561.62226,574091101.194382,496947904.443033,496098775.308642,735267082.294264,906811943.824649,841974025.462659,772228643.405428,788641965.432099,865975308.641975,882765471.604938,1024098804.93827,972101724.995368,1217953546.97604,1575789254.46938,1452792989.10865,1382400000.0,1604162497.45945,1851250008.33333,1945916583.33333,2275583316.66667,2395429852.43076,2447174803.37791,2581207387.79709,2619913955.51556,2850784523.37711,2957255379.54315,3487009748.35638,3525228153.17361,3627562402.66027,3921476084.89072,3401211581.29176,3660041666.66667,4066775510.20408,4401104417.67068,4521580381.47139,4918691916.53516,4856255044.39064,5033642384.10596,5494252207.90502,6007055042.17687,6050875806.66403,6330473096.54071,7273938314.71988,8130258041.46706,9043715355.8881,10325618017.379,12545438605.3959,12854985464.0764,16002656434.4746,21621710002.5111,21703106502.4926,22162208956.0893,22731602969.6861,24360795410.1597,24524098184.4236,28971589213.134,33111525182.7133,34186180694.9285,33657175561.329,
New Zealand,NZL,5485854791.97096,5670064168.21773,6077496267.76294,6638937283.13963,7274144350.81809,5654463586.00366,5863733230.97616,5961418093.53003,5180597620.64135,5761588761.69421,,7911136757.06867,9567331064.65727,12802281897.8712,13940981798.1247,12861983284.3912,13604832424.0062,15446825318.4556,18530518394.6488,20731243113.2926,23244547384.6748,24417617184.2478,24164603058.9949,24309279705.5731,21665975318.8842,24679795396.4194,30604668356.5695,40376354069.9474,45176811594.2029,43920222524.7085,45495129385.0475,42745329732.163,41649829859.6342,46775620817.4327,55314732279.1379,63918703506.9075,70140835299.0148,66075143415.4952,56227169851.0448,58762260625.8758,52623281956.7031,53872425916.6248,66627729311.4495,88250885550.2626,103905210084.034,114720129550.095,111538810712.665,137188946865.584,133131369930.414,121373602348.679,146517541181.254,168291357111.739,176206659722.524,190906575136.003,201313497220.917,178064471137.921,188943457301.474,206950600690.395,212225726657.864,212891048340.608,210700848973.509,
OECD members,OED,1080922981905.54,1136640781343.86,1226904913527.29,1322445570819.53,1445364795431.85,1568735370320.47,1721760041165.14,1848298632184.3,2004941971123.14,2205473071981.34,2403724567303.72,2662042987061.49,3087918975128.46,3730743638866.74,4180195577464.03,4685403275723.04,5081490005351.39,5732825564743.04,6887361578909.34,7955677031652.45,8841766912790.82,9000832732019.02,8866175724501.48,9156194303891.89,9575763726481.45,10085317596960.8,12215381330579.1,14146636176184.5,15945549774753.4,16686842763161.9,18798023223111.9,19895938493194.6,21398668236916.1,21690689924186.7,23274311299271.8,25657405842625.4,25873278788541.1,25478427046034.2,25739267938413.7,27030874196401.1,27613249819170.1,27359743820857.4,28530594978307.6,31929301935405.7,35546119817019.5,37600104867063.2,39668032523351.2,43407506423619.7,46011593222716.4,43071862273948.3,45189146600132.4,48610827426814.3,48580091683230.5,49230642034494.1,50263889809025.3,47463898846648.0,48397984326277.6,50501618709816.2,53469075642165.5,53983129759722.6,52392675685741.2,
