time,close
6/14/2021 16:00,138.1993982
6/14/2021 15:59,138.0520248
6/14/2021 15:58,138.0059706
6/14/2021 15:57,137.883927
6/14/2021 15:56,137.8539918
6/14/2021 15:55,137.8355701
6/14/2021 15:54,137.7849105
6/14/2021 15:53,137.7204347
6/14/2021 15:52,137.6963023
6/14/2021 15:51,137.7204347
6/14/2021 15:50,137.757278
6/14/2021 15:49,137.6928022
6/14/2021 15:48,137.6651697
6/14/2021 15:47,137.6513534
6/14/2021 15:46,137.6191155
6/14/2021 15:45,137.6237209
6/14/2021 15:44,137.6099046
6/14/2021 15:43,137.6375371
6/14/2021 15:42,137.6651697
6/14/2021 15:41,137.6421426
6/14/2021 15:40,137.6099046
6/14/2021 15:39,137.5499421
6/14/2021 15:38,137.5454288
6/14/2021 15:37,137.5822721
6/14/2021 15:36,137.6006938
6/14/2021 15:35,137.591483
6/14/2021 15:34,137.5776667
6/14/2021 15:33,137.5822721
6/14/2021 15:32,137.5500342
6/14/2021 15:31,137.4993746
6/14/2021 15:30,137.4809529
6/14/2021 15:29,137.4348987
6/14/2021 15:28,137.4164771
6/14/2021 15:27,137.4164771
6/14/2021 15:26,137.4348987
6/14/2021 15:25,137.4302933
6/14/2021 15:24,137.4256879
6/14/2021 15:23,137.4256879
6/14/2021 15:22,137.4072662
6/14/2021 15:21,137.3658175
6/14/2021 15:20,137.3243687
6/14/2021 15:19,137.3796337
6/14/2021 15:18,137.361212
6/14/2021 15:17,137.4072662
6/14/2021 15:16,137.4625312
6/14/2021 15:15,137.4616102
6/14/2021 15:14,137.4579258
6/14/2021 15:13,137.4717421
6/14/2021 15:12,137.4284511
6/14/2021 15:11,137.4717421
6/14/2021 15:10,137.4737685
6/14/2021 15:09,137.448715
6/14/2021 15:08,137.4625312
6/14/2021 15:07,137.4717421
6/14/2021 15:06,137.470821
6/14/2021 15:05,137.4695315
6/14/2021 15:04,137.4620707
6/14/2021 15:03,137.4863873
6/14/2021 15:02,137.4809529
6/14/2021 15:01,137.4717421
6/14/2021 15:00,137.4343461
6/14/2021 14:59,137.4355435
6/14/2021 14:58,137.4442017
