Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
62dfa03cfc3d8fb9158bb425,628781515f29a0394e23b15b,APPROVED,2022-07-26T08:05:19.554000Z,2022-07-26T08:11:04.147000Z,2022-07-27T11:22:19.151000Z,,345,MBIMZO1R,639,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfa043b5e2f1706fddbe86,5e81ae7fce2595891c98d847,APPROVED,2022-07-26T08:05:27.309000Z,2022-07-26T08:19:36.988000Z,2022-07-27T11:22:18.478000Z,,850,MBIMZO1R,1006,42,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
62dfa0491b7409e052c12810,607081b0ecb2499634a349dd,APPROVED,2022-07-26T08:05:34.139000Z,2022-07-26T08:11:02.523000Z,2022-07-27T11:22:17.632000Z,,329,MBIMZO1R,1312,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
62dfa049bb54aac262876bd3,5df538c3ff28a83bc0b72669,APPROVED,2022-07-26T08:05:56.776000Z,2022-07-26T08:11:54.213000Z,2022-07-27T11:22:14.670000Z,,358,MBIMZO1R,259,24,Female,White,Germany,United Kingdom,United Kingdom,English,No,Part-Time
62dfa049e315e7a9082287b1,5dc6d78cac77c74d18692044,APPROVED,2022-07-26T08:05:32.071000Z,2022-07-26T08:10:37.118000Z,2022-07-27T11:22:18.058000Z,,306,MBIMZO1R,1352,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfa04a695609533467dc5f,5d61aca9b242ef0001f125b3,APPROVED,2022-07-26T08:05:31.951000Z,2022-07-26T08:12:54.252000Z,2022-07-27T11:22:18.343000Z,,443,MBIMZO1R,704,48,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
62dfa04be315e7a9082287b3,5f50e9a52213ce2868b7d0af,APPROVED,2022-07-26T08:05:36.269000Z,2022-07-26T08:12:30.239000Z,2022-07-27T11:22:17.002000Z,,414,MBIMZO1R,700,39,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfa04c37849b8ed66dcdff,5fcfb1fe79b8060e0662270a,APPROVED,2022-07-26T08:05:32.040000Z,2022-07-26T08:14:01.609000Z,2022-07-27T11:22:18.188000Z,,510,MBIMZO1R,897,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
62dfa04ce315e7a9082287b4,6148ee52e6f845202a0523b9,APPROVED,2022-07-26T08:05:32.507000Z,2022-07-26T08:13:46.394000Z,2022-07-27T11:22:17.913000Z,,494,MBIMZO1R,188,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
62dfa04d1649fd3ecd4601f0,5718cf36dd9ef10013e03e14,APPROVED,2022-07-26T08:05:35.723000Z,2022-07-26T08:19:59.644000Z,2022-07-27T11:22:17.439000Z,,864,MBIMZO1R,1237,43,Female,Other,DATA_EXPIRED,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
62dfa04d18639822bf0ed205,60ddcc052137212419247c3c,APPROVED,2022-07-26T08:05:51.432000Z,2022-07-26T08:11:46.659000Z,2022-07-27T11:22:14.802000Z,,356,MBIMZO1R,814,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
62dfa04e42c7301eb367dc89,614717ba203cf5a09b785fd5,APPROVED,2022-07-26T08:05:34.084000Z,2022-07-26T08:29:00.513000Z,2022-07-27T11:22:17.764000Z,,1407,MBIMZO1R,343,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
62dfa04ea5979683cad8d6f3,5d8e154af2858200171fdb95,APPROVED,2022-07-26T08:05:36.538000Z,2022-07-26T08:11:27.406000Z,2022-07-27T11:22:16.864000Z,,351,MBIMZO1R,1384,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
62dfa04fb0999b904c09bc23,56a896fa7f2472000c93768d,APPROVED,2022-07-26T08:05:40.973000Z,2022-07-26T08:12:00.669000Z,2022-07-27T11:22:16.208000Z,,380,MBIMZO1R,960,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfa051705a0f8a8379469d,5e145891a7fba6a74b4e1687,APPROVED,2022-07-26T08:05:37.931000Z,2022-07-26T08:11:26.422000Z,2022-07-27T11:22:16.678000Z,,349,MBIMZO1R,345,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
62dfa05237fa2694677a5e3a,5f1833a16e55c522eeaf4dbe,APPROVED,2022-07-26T08:05:38.701000Z,2022-07-26T08:15:15.360000Z,2022-07-27T11:22:16.523000Z,,577,MBIMZO1R,1239,55,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
62dfa052705a0f8a8379469e,5ecc3b8a119a5e800ca47d80,APPROVED,2022-07-26T08:05:43.610000Z,2022-07-26T08:11:50.383000Z,2022-07-27T11:22:15.757000Z,,367,MBIMZO1R,79,23,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
62dfa05336f2be0fa5c9a396,6176c90aa905394666f5ac46,APPROVED,2022-07-26T08:05:45.478000Z,2022-07-26T08:22:56.475000Z,2022-07-27T11:22:15.626000Z,,1031,MBIMZO1R,414,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfa053f9fa5857048bb43e,5ea07fc202b8bd05bb59bc38,APPROVED,2022-07-26T08:05:50.871000Z,2022-07-26T08:16:16.123000Z,2022-07-27T11:22:14.955000Z,,626,MBIMZO1R,1315,74,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
62dfa054b198b971609853d8,609a852efce87dee0b28742f,APPROVED,2022-07-26T08:09:40.756000Z,2022-07-26T08:22:20.407000Z,2022-07-27T11:22:13.595000Z,,760,MBIMZO1R,389,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
62dfa054fc3d8fb9158bb42a,60d88215cb2f2655d0e4c663,APPROVED,2022-07-26T08:05:48.466000Z,2022-07-26T08:17:31.862000Z,2022-07-27T11:22:15.291000Z,,704,MBIMZO1R,616,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
62dfa055b198b971609853d9,5e4db49d96e3c32079f64790,APPROVED,2022-07-26T08:05:41.900000Z,2022-07-26T08:12:41.858000Z,2022-07-27T11:22:16.050000Z,,420,MBIMZO1R,1438,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfa055b198d041b81c20c0,5c366fc38821900001b38b67,APPROVED,2022-07-26T08:05:46.807000Z,2022-07-26T08:18:08.294000Z,2022-07-27T11:22:15.425000Z,,742,MBIMZO1R,1246,49,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
62dfa057572949fa5dc9a3a2,5ee91869ec57d2169fca4494,APPROVED,2022-07-26T08:05:43.419000Z,2022-07-26T08:15:42.985000Z,2022-07-27T11:22:15.918000Z,,600,MBIMZO1R,1264,49,Female,Asian,Vietnam,United Kingdom,United Kingdom,English,No,Part-Time
62dfa0578c875335116dce1f,5f784d0ac0c40e3ca59f3d71,APPROVED,2022-07-26T08:05:50.502000Z,2022-07-26T08:11:03.621000Z,2022-07-27T11:22:15.154000Z,,314,MBIMZO1R,1070,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfa09ec170d6b3bc09bc22,5bd2a0799afb5b00015be460,APPROVED,2022-07-26T08:07:41.789000Z,2022-07-26T08:18:18.891000Z,2022-07-27T11:22:14.074000Z,,638,MBIMZO1R,2401,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
62dfa1167bc6251c67f8d891,61413043c5615de9071af7c6,APPROVED,2022-07-26T08:08:58.172000Z,2022-07-26T08:16:02.868000Z,2022-07-27T11:22:13.875000Z,,425,MBIMZO1R,1064,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
62dfa5eed2843d6622ca3666,5ee18255395f8655ae190e48,APPROVED,2022-07-26T08:29:39.407000Z,2022-07-26T08:51:15.297000Z,2022-07-27T11:22:13.424000Z,,1296,MBIMZO1R,849,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfa990486467b16dbabed2,5d41925ef7b99500012b960e,APPROVED,2022-07-26T08:45:07.236000Z,2022-07-26T08:52:17.286000Z,2022-07-27T11:22:13.232000Z,,431,MBIMZO1R,2006,45,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfa99302bf673cab2287b3,5fddf3f28ac1824a6fb56e29,APPROVED,2022-07-26T08:45:07.527000Z,2022-07-26T08:52:29.888000Z,2022-07-27T11:22:13.094000Z,,443,MBIMZO1R,971,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfa996f37253338a4601d7,5adef952f6b58c0001fa755b,APPROVED,2022-07-26T08:45:12.765000Z,2022-07-26T08:52:10.433000Z,2022-07-27T11:22:12.813000Z,,418,MBIMZO1R,1985,57,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfa9971200346a5b3d27ea,61bb370240db417c1a138986,APPROVED,2022-07-26T08:45:11.627000Z,2022-07-26T08:53:31.366000Z,2022-07-27T11:22:12.942000Z,,500,MBIMZO1R,837,45,Male,White,United States,United Kingdom,United Kingdom,English,No,Full-Time
62dfa997a1acf6e15f0d916d,5b258c9ba7cee100011d8aad,APPROVED,2022-07-26T08:50:59.071000Z,2022-07-26T08:55:45.494000Z,2022-07-27T11:22:09.642000Z,,287,MBIMZO1R,932,28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
62dfa999aa05491c996dcdf9,5c1b7b36960792000195f33a,APPROVED,2022-07-26T08:45:13.807000Z,2022-07-26T08:51:02.771000Z,2022-07-27T11:22:12.646000Z,,349,MBIMZO1R,766,42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
62dfa99a25f0b13914c50e84,5ec106c6fe77013c2e1e0ea6,APPROVED,2022-07-26T08:45:23.485000Z,2022-07-26T08:52:14.584000Z,2022-07-27T11:22:12.125000Z,,412,MBIMZO1R,1089,50,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfa99a6eb3fffe32fb87ed,615f6138c852e1c62ff78c0c,APPROVED,2022-07-26T08:45:14.823000Z,2022-07-26T08:51:44.092000Z,2022-07-27T11:22:12.514000Z,,390,MBIMZO1R,1077,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfa99b5f2b433e48876bb3,5ed917ec0318c6466f50a0a6,APPROVED,2022-07-26T08:45:20.253000Z,2022-07-26T08:51:17.685000Z,2022-07-27T11:22:12.257000Z,,358,MBIMZO1R,1276,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfa99db41a9557522287b3,6005cc2c7b530e88cc5c1fcb,APPROVED,2022-07-26T08:45:24.422000Z,2022-07-26T08:55:03.345000Z,2022-07-27T11:22:11.846000Z,,579,MBIMZO1R,680,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
62dfa99e1b23cae9352bcd11,5c92f797803bff0017fef8dd,APPROVED,2022-07-26T08:45:31.834000Z,2022-07-26T08:50:47.258000Z,2022-07-27T11:22:10.514000Z,,316,MBIMZO1R,803,28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
62dfa99f7cd1d8885a9853af,5e14f72f557425b04528df9a,APPROVED,2022-07-26T08:50:43.454000Z,2022-07-26T09:02:51.390000Z,2022-07-27T11:22:09.806000Z,,728,MBIMZO1R,960,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
62dfa9a030d472792e876ba1,5ae0c7d4e0feeb0001caff2b,APPROVED,2022-07-26T08:45:20.233000Z,2022-07-26T08:54:31.542000Z,2022-07-27T11:22:12.388000Z,,552,MBIMZO1R,1540,74,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
62dfa9a16d27b969e7496871,627126d9ccfbfad602369830,APPROVED,2022-07-26T08:45:31.764000Z,2022-07-26T08:54:53.020000Z,2022-07-27T11:22:10.648000Z,,562,MBIMZO1R,571,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfa9a1fb7beb55047759f2,6294ec859aaabbbeb246e7f3,APPROVED,2022-07-26T08:45:32.345000Z,2022-07-26T09:04:16.602000Z,2022-07-27T11:22:10.383000Z,,1125,MBIMZO1R,608,22,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
62dfa9a32f38fc7f6c381e7e,5eaefa172e29805e3fc8081c,APPROVED,2022-07-26T08:45:25.873000Z,2022-07-26T08:49:17.985000Z,2022-07-27T11:22:11.476000Z,,233,MBIMZO1R,963,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfa9a37f57600ac9c444c9,62d133d8355730e56a6722dc,APPROVED,2022-07-26T08:45:26.588000Z,2022-07-26T08:52:46.291000Z,2022-07-27T11:22:11.201000Z,,440,MBIMZO1R,366,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfa9a414064f78d43d27d1,56ce42d9465e580006846f57,APPROVED,2022-07-26T08:45:28.158000Z,2022-07-26T08:51:16.915000Z,2022-07-27T11:22:10.798000Z,,349,MBIMZO1R,3698,55,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfa9a45f2b433e48876bb6,5b200bbd325d600001c041c0,APPROVED,2022-07-26T08:45:27.021000Z,2022-07-26T08:52:39.858000Z,2022-07-27T11:22:11.074000Z,,433,MBIMZO1R,2303,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfa9a46046b5712809bc37,5ec6d054e1f1a71078cfbcda,APPROVED,2022-07-26T08:45:24.279000Z,2022-07-26T08:52:30.697000Z,2022-07-27T11:22:11.978000Z,,427,MBIMZO1R,1395,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
62dfa9a52f38fc7f6c381e80,6290d31f19515090b1e92b5e,APPROVED,2022-07-26T08:45:27.596000Z,2022-07-26T08:50:02.381000Z,2022-07-27T11:22:10.944000Z,,275,MBIMZO1R,525,27,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfa9a530a3bc36a2381ea4,6228bb4a2d9521a055debb4a,APPROVED,2022-07-26T08:45:33.501000Z,2022-07-26T08:55:40.275000Z,2022-07-27T11:22:10.104000Z,,607,MBIMZO1R,606,59,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
62dfa9a5f37253338a4601db,6266baa63b2a8416d1f19b2d,APPROVED,2022-07-26T08:45:25.707000Z,2022-07-26T08:52:18.385000Z,2022-07-27T11:22:11.627000Z,,413,MBIMZO1R,404,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
62dfa9a660a5b278e54bd63e,5ea03ed29cb1f00672af3eda,APPROVED,2022-07-26T08:45:26.347000Z,2022-07-26T08:53:29.624000Z,2022-07-27T11:22:11.345000Z,,484,MBIMZO1R,1312,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
62dfa9f2aa05491c996dce03,61015f63f9a351d3171a0f98,APPROVED,2022-07-26T08:46:48.111000Z,2022-07-26T08:54:35.011000Z,2022-07-27T11:22:09.961000Z,,467,MBIMZO1R,1139,42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfab1130d472792e876bc0,5d68c8aa40524c00189e8ac2,APPROVED,2022-07-26T08:51:42.408000Z,2022-07-26T09:18:50.421000Z,2022-07-27T11:22:09.511000Z,,1629,MBIMZO1R,2243,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfb1e725272c6f0c0304af,61656042f505fd7fa53e8628,APPROVED,2022-07-26T09:20:56.765000Z,2022-07-26T09:34:10.937000Z,2022-07-27T11:22:06.585000Z,,795,MBIMZO1R,892,53,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
62dfb1e8a7afcb47dcd8d70b,5cb0317ac548770001cd8c27,APPROVED,2022-07-26T09:20:43.631000Z,2022-07-26T09:27:31.060000Z,2022-07-27T11:22:09.378000Z,,408,MBIMZO1R,341,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
62dfb1e924a68a277c381e91,62d6d791bb6448ae52929ebd,APPROVED,2022-07-26T09:21:02.005000Z,2022-07-26T09:29:01.090000Z,2022-07-27T11:22:06.210000Z,,480,MBIMZO1R,278,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
62dfb1e9d6251facb5a7ffe5,5a8af7af17ef35000170b31d,APPROVED,2022-07-26T09:22:37.780000Z,2022-07-26T09:28:14.764000Z,2022-07-27T11:22:05.309000Z,,337,MBIMZO1R,840,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
62dfb1eaf172a2a4acca366b,613a4560064ff7deaff3a098,APPROVED,2022-07-26T09:21:40.536000Z,2022-07-26T09:28:36.096000Z,2022-07-27T11:22:05.630000Z,,416,MBIMZO1R,385,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED
62dfb1eb31a4bad81204360c,5687d434369319000c269c03,APPROVED,2022-07-26T09:20:54.846000Z,2022-07-26T09:30:11.442000Z,2022-07-27T11:22:07.200000Z,,557,MBIMZO1R,1390,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
62dfb1eb4bfb97cdd40baf16,603cd4edf37c85aa9f1e60dd,APPROVED,2022-07-26T09:20:46.355000Z,2022-07-26T09:46:24.520000Z,2022-07-27T11:22:09.247000Z,,1539,MBIMZO1R,670,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
62dfb1ec8c01ea8d02fb87ee,614c8dd508d065d05cc8dd11,APPROVED,2022-07-26T09:20:46.874000Z,2022-07-26T09:27:58.622000Z,2022-07-27T11:22:09.079000Z,,432,MBIMZO1R,973,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfb1eecd234a344d74a962,58a478847cf56d0001f91f2e,APPROVED,2022-07-26T09:20:49.875000Z,2022-07-26T09:26:39.337000Z,2022-07-27T11:22:08.936000Z,,350,MBIMZO1R,1187,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfb1eeda71009203428bd1,5ed41e64cd9b943cf47442d7,APPROVED,2022-07-26T09:20:50.323000Z,2022-07-26T09:25:49.800000Z,2022-07-27T11:22:08.673000Z,,300,MBIMZO1R,139,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
62dfb1ef30a3431e7fb179df,5cebe37c78d173001968f658,APPROVED,2022-07-26T09:20:50.846000Z,2022-07-26T09:29:09.761000Z,2022-07-27T11:22:07.815000Z,,499,MBIMZO1R,1248,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
62dfb1ef5ae7c5683ccb3fcc,61594f3d0ab0ed54b1deb3ec,APPROVED,2022-07-26T09:21:19.112000Z,2022-07-26T09:27:21.348000Z,2022-07-27T11:22:05.930000Z,,363,MBIMZO1R,217,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
62dfb1f045e3558c200d9182,5b2a72f7c293b90001732b89,APPROVED,2022-07-26T09:20:55.257000Z,2022-07-26T09:26:53.210000Z,2022-07-27T11:22:06.849000Z,,358,MBIMZO1R,1105,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
62dfb1f0a484657f446dce05,62d59a0ff66048177ec35031,APPROVED,2022-07-26T09:20:51.189000Z,2022-07-26T09:26:52.180000Z,2022-07-27T11:22:07.635000Z,,361,MBIMZO1R,84,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
62dfb1f107389ea5912a9228,60377564edd48263e3130a88,APPROVED,2022-07-26T09:20:51.782000Z,2022-07-26T09:25:06.139000Z,2022-07-27T11:22:07.460000Z,,255,MBIMZO1R,994,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfb1f1cdfda3c0f2111d88,5e1cc37a173db405a7a33774,APPROVED,2022-07-26T09:20:53.920000Z,2022-07-26T09:29:16.469000Z,2022-07-27T11:22:07.330000Z,,503,MBIMZO1R,1026,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
62dfb1f20751a6541d7a5e34,612535f4f0b7b0296d0de4a0,APPROVED,2022-07-26T09:20:56.281000Z,2022-07-26T09:27:27.362000Z,2022-07-27T11:22:06.721000Z,,392,MBIMZO1R,210,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfb1f2126d42c439c50eb9,60e3323fc99408789b40cf06,APPROVED,2022-07-26T09:21:24.059000Z,2022-07-26T09:31:58.795000Z,2022-07-27T11:22:05.757000Z,,635,MBIMZO1R,939,56,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
62dfb1f243e87b2e0f0b7c92,5efb8358f81cbe0f08950fe4,APPROVED,2022-07-26T09:20:50.132000Z,2022-07-26T09:25:42.469000Z,2022-07-27T11:22:08.804000Z,,293,MBIMZO1R,1423,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfb1f31a003e8842c9a39e,5faff8d93849f12f7e013042,APPROVED,2022-07-26T09:21:01.057000Z,2022-07-26T09:30:24.233000Z,2022-07-27T11:22:06.335000Z,,564,MBIMZO1R,895,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfb1f3d47907ff6df8d85c,5c4a29f6d3a5e3000182c25b,APPROVED,2022-07-26T09:22:03.415000Z,2022-07-26T09:29:41.058000Z,2022-07-27T11:22:05.506000Z,,458,MBIMZO1R,809,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
62dfb1f400c48215e57759df,60de4cc94dfda4d9e1948e6d,APPROVED,2022-07-26T09:21:02.006000Z,2022-07-26T09:26:36.940000Z,2022-07-27T11:22:06.062000Z,,335,MBIMZO1R,420,20,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED
62dfb1f42ad24d6b04381e97,6062edb8e4285e2902380669,APPROVED,2022-07-26T09:20:59.571000Z,2022-07-26T09:29:30.976000Z,2022-07-27T11:22:06.462000Z,,512,MBIMZO1R,345,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
62dfb1f54381bdc6c6491bb2,62a743f13872810e4c716c0d,APPROVED,2022-07-26T09:20:54.993000Z,2022-07-26T09:26:27.832000Z,2022-07-27T11:22:06.979000Z,,333,MBIMZO1R,125,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
62dfb328315f8690e88bb43c,5db09b3a9611830016dd495b,APPROVED,2022-07-26T09:26:07.011000Z,2022-07-26T09:35:56.676000Z,2022-07-27T11:22:05.184000Z,,590,MBIMZO1R,951,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfb7f49a970a33c567dc60,56a1226de1e5a600068f943c,APPROVED,2022-07-26T09:46:41.455000Z,2022-07-26T09:53:43.861000Z,2022-07-27T11:22:03.325000Z,,423,MBIMZO1R,695,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
62dfb7f53b36c366de345f7a,6156fef09d1ab07148870099,APPROVED,2022-07-26T09:46:30.640000Z,2022-07-26T09:52:00.193000Z,2022-07-27T11:22:05.057000Z,,330,MBIMZO1R,952,46,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfb7f5f55be1fb0b7946ca,623499c1de37d4c70abc20e7,APPROVED,2022-07-26T09:46:32.274000Z,2022-07-26T09:52:12.993000Z,2022-07-27T11:22:04.931000Z,,341,MBIMZO1R,564,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfb7f73378d52d84c50e7b,5eec9ab6402ee402fc200c09,APPROVED,2022-07-26T09:46:34.455000Z,2022-07-26T09:52:15.209000Z,2022-07-27T11:22:04.752000Z,,341,MBIMZO1R,293,23,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
62dfb7f74052a03ed2d8d71d,5efc4bfd3ba857044cac4787,APPROVED,2022-07-26T09:46:35.908000Z,2022-07-26T09:54:48.783000Z,2022-07-27T11:22:04.283000Z,,493,MBIMZO1R,1046,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
62dfb7f804e06690b3f8d87e,607c91819b498b5a39bb8cbd,APPROVED,2022-07-26T09:46:35.896000Z,2022-07-26T09:55:54.922000Z,2022-07-27T11:22:04.455000Z,,560,MBIMZO1R,752,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfb7f95951a39cedd8d6f9,5d73fb886f86080001e3176c,APPROVED,2022-07-26T09:46:36.890000Z,2022-07-26T09:54:34.185000Z,2022-07-27T11:22:04.143000Z,,478,MBIMZO1R,712,38,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfb7fadf759227e9c9a389,616c380ec7e2787b3631ac40,APPROVED,2022-07-26T09:46:40.643000Z,2022-07-26T09:56:52.637000Z,2022-07-27T11:22:03.718000Z,,612,MBIMZO1R,774,48,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfb7fb509254b5ce0d9171,5f5942abe280e617477ff75f,APPROVED,2022-07-26T09:46:35.543000Z,2022-07-26T09:58:59.110000Z,2022-07-27T11:22:04.630000Z,,744,MBIMZO1R,983,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfb7fc1ee5d3c5ed0304b5,5e8db84a4f4f7003d0e6afa7,APPROVED,2022-07-26T09:46:40.865000Z,2022-07-26T09:54:39.954000Z,2022-07-27T11:22:03.598000Z,,480,MBIMZO1R,586,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62dfb7fd3835e1f4532f35f7,5f8b4560fc6686262722efdb,APPROVED,2022-07-26T09:46:44.359000Z,2022-07-26T09:54:01.147000Z,2022-07-27T12:56:24.868000Z,,437,MBIMZO1R,852,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
62dfb7fda8df02d7dda8f6a4,5b5e01bf9351420001b7a83a,APPROVED,2022-07-26T09:46:39.588000Z,2022-07-26T09:52:41.466000Z,2022-07-27T11:22:03.995000Z,,362,MBIMZO1R,1643,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
