Year,Country,Life Expectancy,Health expenditure,GDP per capita,Obesity among adults
2000-01-01,Albania,73.955,7.2333703,3860.804627,12.8
2001-01-01,Albania,74.288,7.13952398,4299.546493,13.3
2002-01-01,Albania,74.579,6.90934134,4661.402695,13.9
2003-01-01,Albania,74.828,7.06348991,5000.049363,14.4
2004-01-01,Albania,75.039,6.77337217,5427.732662,15.0
2005-01-01,Albania,75.228,6.33554173,5865.301904,15.6
2006-01-01,Albania,75.423,6.00927734,6566.572828,16.2
2007-01-01,Albania,75.646,6.31683397,7283.342638,16.9
2008-01-01,Albania,75.912,5.1390624,8228.348041,17.5
2009-01-01,Albania,76.221,4.6022253,8813.029461,18.1
2010-01-01,Albania,76.562,4.7457962,9628.721962,18.7
2011-01-01,Albania,76.914,4.79534149,10207.76757,19.3
2012-01-01,Albania,77.252,5.05526543,10526.25918,19.9
2013-01-01,Albania,77.554,5.38561106,10570.96373,20.5
2014-01-01,Albania,77.813,5.50347328,11259.26751,21.1
2015-01-01,Albania,78.025,4.89631176,11658.90552,21.7
2000-01-01,Algeria,70.64,3.48903275,8436.99096,15.0
2001-01-01,Algeria,71.116,3.83787704,8770.253502,15.5
2002-01-01,Algeria,71.605,3.7300415,9286.56088,16.1
2003-01-01,Algeria,72.101,3.60104108,10022.96478,16.7
2004-01-01,Algeria,72.594,3.5440731,10594.04572,17.3
2005-01-01,Algeria,73.072,3.2351613,11411.19178,17.9
2006-01-01,Algeria,73.521,3.35510182,11788.56019,18.6
2007-01-01,Algeria,73.936,3.8214159,12326.07701,19.2
2008-01-01,Algeria,74.311,4.20188379,12655.21847,19.9
2009-01-01,Algeria,74.644,5.3593955,12719.17915,20.7
2010-01-01,Algeria,74.938,5.11717176,13096.88473,21.4
2011-01-01,Algeria,75.199,5.26748085,13500.04479,22.2
2012-01-01,Algeria,75.436,6.00050974,13303.32752,23.1
2013-01-01,Algeria,75.661,6.03576279,13056.80259,23.9
2014-01-01,Algeria,75.878,6.54721403,13003.26686,24.8
2015-01-01,Algeria,76.09,6.9784894,12015.64053,25.7
2000-01-01,Angola,46.522,1.90859938,3271.270265,3.0
2001-01-01,Angola,47.059,4.48351622,3372.470708,3.1
2002-01-01,Angola,47.702,3.32946134,3765.608654,3.3
2003-01-01,Angola,48.44,3.54797316,3823.350144,3.5
2004-01-01,Angola,49.263,3.96720099,4208.038928,3.7
2005-01-01,Angola,50.165,2.85219693,4818.776561,3.9
2006-01-01,Angola,51.143,2.68553662,5344.22385,4.1
2007-01-01,Angola,52.177,2.97438812,6031.482423,4.3
2008-01-01,Angola,53.243,3.32290483,6584.875135,4.6
2009-01-01,Angola,54.311,3.84260869,6441.035242,4.8
2010-01-01,Angola,55.35,2.69510007,6588.835076,5.1
2011-01-01,Angola,56.33,2.64560795,6710.750725,5.3
2012-01-01,Angola,57.236,2.39574957,7412.967137,5.6
2013-01-01,Angola,58.054,2.73282766,7682.475646,5.9
2014-01-01,Angola,58.776,2.43412852,8179.297828,6.2
2015-01-01,Angola,59.398,2.60579491,7337.569901,6.5
2000-01-01,Argentina,73.576,8.2200098,11605.59228,20.5
2001-01-01,Argentina,73.755,8.37179756,11220.65623,20.9
2002-01-01,Argentina,73.932,7.3933115,10044.61804,21.4
2003-01-01,Argentina,74.107,6.89451599,11029.15507,21.8
2004-01-01,Argentina,74.28,7.22868299,12218.20932,22.3
2005-01-01,Argentina,74.451,7.61078882,13575.3709,22.8
2006-01-01,Argentina,74.62,7.64032841,14967.625,23.2
2007-01-01,Argentina,74.787,7.83455086,16590.24897,23.7
2008-01-01,Argentina,74.952,8.18266869,17420.68009,24.2
2009-01-01,Argentina,75.116,9.45598793,16330.6328,24.7
2010-01-01,Argentina,75.278,9.44546986,18063.91434,25.3
2011-01-01,Argentina,75.439,9.41821575,19322.22712,25.8
2012-01-01,Argentina,75.598,9.82728195,19641.35286,26.3
2013-01-01,Argentina,75.756,9.78097343,20131.68042,26.9
2014-01-01,Argentina,75.913,9.67129135,19683.77151,27.4
2015-01-01,Argentina,76.068,10.22933865,20105.19899,28.0
2000-01-01,Armenia,71.409,4.19580364,2655.323984,14.4
2001-01-01,Armenia,71.8,4.64562702,2994.248091,14.6
2002-01-01,Armenia,72.112,7.61359835,3461.274065,14.9
2003-01-01,Armenia,72.348,7.17937517,4045.110743,15.1
2004-01-01,Armenia,72.513,6.05508518,4616.180285,15.4
2005-01-01,Armenia,72.626,5.86188269,5458.089259,15.7
2006-01-01,Armenia,72.716,5.85007095,6418.636417,16.0
2007-01-01,Armenia,72.815,5.49814558,7560.868364,16.3
2008-01-01,Armenia,72.946,6.6397624,8308.414216,16.7
2009-01-01,Armenia,73.118,8.44377995,7231.220897,17.0
2010-01-01,Armenia,73.331,9.23539066,7507.144766,17.5
2011-01-01,Armenia,73.572,9.37587833,8025.458485,17.9
2012-01-01,Armenia,73.82,9.134552,9364.375299,18.5
2013-01-01,Armenia,74.056,10.32344532,9835.802461,19.0
2014-01-01,Armenia,74.273,10.17827034,10036.88984,19.6
2015-01-01,Armenia,74.467,10.11763382,9969.664854,20.2
2000-01-01,Australia,79.23414634,7.61383343,26343.0767,21.0
2001-01-01,Australia,79.63414634,7.69622898,27439.82779,21.7
2002-01-01,Australia,79.93658537,7.89332151,28768.72863,22.3
2003-01-01,Australia,80.23902439,7.90449524,29807.40956,22.9
2004-01-01,Australia,80.4902439,8.10948753,31407.46145,23.5
2005-01-01,Australia,80.84146341,7.99008226,32653.40162,24.0
2006-01-01,Australia,81.04146341,7.98943853,34369.61939,24.6
2007-01-01,Australia,81.29268293,8.06755352,36599.85073,25.1
2008-01-01,Australia,81.39512195,8.25585651,37499.52513,25.7
2009-01-01,Australia,81.54390244,8.56316471,40281.79967,26.2
2010-01-01,Australia,81.69512195,8.4308424,39336.66348,26.7
2011-01-01,Australia,81.89512195,8.54153824,42003.15806,27.3
2012-01-01,Australia,82.04634146,8.67564774,42836.67186,27.9
2013-01-01,Australia,82.14878049,8.76116371,45906.44004,28.5
2014-01-01,Australia,82.3,9.03597069,46880.89518,29.1
2015-01-01,Australia,82.4,9.32758904,46248.61646,29.8
2000-01-01,Austria,78.12682927,9.20371437,29376.01974,15.0
2001-01-01,Austria,78.57560976,9.26942921,29702.79753,15.4
2002-01-01,Austria,78.67804878,9.3947649,31178.69333,15.8
2003-01-01,Austria,78.63170732,9.5472393,32144.24181,16.2
2004-01-01,Austria,79.1804878,9.70939827,33773.82578,16.6
2005-01-01,Austria,79.33170732,9.62702942,35013.71404,17.0
2006-01-01,Austria,79.8804878,9.5311327,37662.18517,17.5
2007-01-01,Austria,80.1804878,9.53209686,39430.60917,17.9
2008-01-01,Austria,80.43170732,9.72564602,41316.22518,18.3
2009-01-01,Austria,80.33170732,10.22582531,40918.13212,18.7
2010-01-01,Austria,80.5804878,10.22101879,42009.43853,19.2
2011-01-01,Austria,80.98292683,10.02613258,44452.73275,19.6
2012-01-01,Austria,80.93658537,10.19915581,46457.34578,20.1
2013-01-01,Austria,81.13658537,10.28574944,47922.04912,20.5
2014-01-01,Austria,81.4902439,10.36809254,48799.71547,21.0
2015-01-01,Austria,81.1902439,10.36746693,49865.90394,21.5
2000-01-01,Bahrain,74.44,3.56132603,42133.98012,21.2
2001-01-01,Bahrain,74.635,3.68104196,42071.24668,21.5
2002-01-01,Bahrain,74.822,3.85486555,41899.754,21.7
2003-01-01,Bahrain,74.999,3.98856878,42875.91163,21.9
2004-01-01,Bahrain,75.167,3.47338176,44197.88582,22.1
2005-01-01,Bahrain,75.326,3.17561626,45422.94184,22.5
2006-01-01,Bahrain,75.478,3.06248927,46249.75444,22.9
2007-01-01,Bahrain,75.625,3.30373311,47590.92303,23.4
2008-01-01,Bahrain,75.77,3.28510404,47893.28238,23.9
2009-01-01,Bahrain,75.913,4.05684614,46487.14945,24.5
2010-01-01,Bahrain,76.057,3.84291482,46878.08608,25.0
2011-01-01,Bahrain,76.2,3.57691312,47377.49831,25.6
2012-01-01,Bahrain,76.342,4.10642147,50675.62102,26.2
2013-01-01,Bahrain,76.484,4.30853891,51494.41172,26.8
2014-01-01,Bahrain,76.624,4.40681839,51101.97702,27.4
2015-01-01,Bahrain,76.762,4.9869976,45575.78357,28.1
2000-01-01,Bangladesh,65.447,2.07144356,1330.03556,1.1
2001-01-01,Bangladesh,65.956,2.06375051,1402.348408,1.2
2002-01-01,Bangladesh,66.43,2.25972915,1452.12448,1.3
2003-01-01,Bangladesh,66.886,2.30958843,1524.346032,1.4
2004-01-01,Bangladesh,67.331,2.33950281,1620.885204,1.5
2005-01-01,Bangladesh,67.773,2.41363597,1754.727931,1.6
2006-01-01,Bangladesh,68.213,2.48439622,1903.738526,1.7
2007-01-01,Bangladesh,68.648,2.55897784,2067.677468,1.8
2008-01-01,Bangladesh,69.072,2.48848343,2208.616328,1.9
2009-01-01,Bangladesh,69.485,2.56097794,2308.982807,2.1
2010-01-01,Bangladesh,69.881,2.68101048,2439.337003,2.2
2011-01-01,Bangladesh,70.256,2.76118398,2620.83379,2.4
2012-01-01,Bangladesh,70.606,2.74823475,2937.628798,2.6
2013-01-01,Bangladesh,70.93,2.65446854,3143.585503,2.7
2014-01-01,Bangladesh,71.231,2.65588379,3368.056164,2.9
2015-01-01,Bangladesh,71.514,2.63947296,3555.50526,3.1
2000-01-01,Belarus,68.91219512,5.2760601,5801.75813,19.9
2001-01-01,Belarus,68.50731707,5.70827103,6244.747744,20.2
2002-01-01,Belarus,68.05609756,5.62329483,6704.592279,20.6
2003-01-01,Belarus,68.55365854,5.76984167,7369.845906,20.9
2004-01-01,Belarus,68.95609756,5.73709631,8491.894839,21.3
2005-01-01,Belarus,68.85121951,6.07036781,9647.121181,21.7
2006-01-01,Belarus,69.40487805,5.57381344,11006.45591,22.1
2007-01-01,Belarus,70.20731707,5.69203281,12332.50292,22.4
2008-01-01,Belarus,70.45609756,5.29415369,13898.99968,22.8
2009-01-01,Belarus,70.40731707,5.39037848,14050.57156,23.3
2010-01-01,Belarus,70.40487805,5.65693998,15361.83171,23.7
2011-01-01,Belarus,70.55365854,4.87438536,16563.20141,24.1
2012-01-01,Belarus,71.96585366,5.245327,18105.28672,24.6
2013-01-01,Belarus,72.47073171,5.69559479,18994.19019,25.1
2014-01-01,Belarus,72.97073171,5.38793373,19008.06102,25.6
2015-01-01,Belarus,73.62439024,6.06533337,18095.66518,26.1
2000-01-01,Belgium,77.72195122,7.9991765,27784.5715,18.6
2001-01-01,Belgium,77.97317073,8.14988804,28788.06284,19.0
2002-01-01,Belgium,78.07560976,8.3182106,30282.28865,19.4
2003-01-01,Belgium,78.12926829,9.20823288,30932.85251,19.7
2004-01-01,Belgium,78.87804878,9.36721516,32063.08032,20.1
2005-01-01,Belgium,78.9804878,9.26114464,33177.89095,20.5
2006-01-01,Belgium,79.3804878,9.16102505,35259.18671,20.8
2007-01-01,Belgium,79.78292683,9.16611385,36791.20043,21.1
2008-01-01,Belgium,79.6804878,9.63002014,37883.33194,21.5
2009-01-01,Belgium,80.03414634,10.35455036,37749.50954,21.8
2010-01-01,Belgium,80.18292683,10.23324585,39840.0882,22.2
2011-01-01,Belgium,80.58536585,10.39208412,40942.37271,22.5
2012-01-01,Belgium,80.38536585,10.50650597,42290.76205,22.9
2013-01-01,Belgium,80.58780488,10.56133938,43671.11959,23.3
2014-01-01,Belgium,81.28780488,10.59411144,44929.68559,23.7
2015-01-01,Belgium,80.99268293,10.43065357,46200.90445,24.1
2000-01-01,Benin,55.391,3.10270309,1757.721011,4.2
2001-01-01,Benin,55.668,3.24910021,1836.786562,4.4
2002-01-01,Benin,56.025,3.04335403,1893.515263,4.6
2003-01-01,Benin,56.436,3.0376544,1937.578233,4.8
2004-01-01,Benin,56.887,3.0760572,2016.210145,5.0
2005-01-01,Benin,57.355,2.93478322,2053.527482,5.2
2006-01-01,Benin,57.817,2.97331023,2137.533893,5.4
2007-01-01,Benin,58.255,2.8938241,2261.251548,5.6
2008-01-01,Benin,58.654,2.69675088,2350.165251,5.9
2009-01-01,Benin,59.009,2.82528329,2353.04098,6.1
2010-01-01,Benin,59.318,2.99710441,2364.378796,6.4
2011-01-01,Benin,59.59,3.09628272,2416.327362,6.7
2012-01-01,Benin,59.842,3.41449857,2498.495773,7.0
2013-01-01,Benin,60.092,2.85861206,2669.68822,7.3
2014-01-01,Benin,60.345,2.66743827,2833.412753,7.6
2015-01-01,Benin,60.608,2.90741682,2886.829137,7.9
2000-01-01,Bolivia,62.452,4.39554119,3433.710745,11.8
2001-01-01,Bolivia,63.054,4.82522202,3502.793542,12.2
2002-01-01,Bolivia,63.64,4.89645052,3578.010881,12.6
2003-01-01,Bolivia,64.21,5.19709635,3678.963876,13.0
2004-01-01,Bolivia,64.766,4.86315727,3864.549149,13.4
2005-01-01,Bolivia,65.312,5.07408142,4088.364241,13.8
2006-01-01,Bolivia,65.853,4.6608758,4339.990861,14.2
2007-01-01,Bolivia,66.395,4.6968894,4581.253662,14.6
2008-01-01,Bolivia,66.937,4.60677242,4873.089266,15.0
2009-01-01,Bolivia,67.476,5.17444515,4985.203837,15.5
2010-01-01,Bolivia,68.007,5.20230532,5167.676741,15.9
2011-01-01,Bolivia,68.521,5.17306805,5460.257058,16.3
2012-01-01,Bolivia,69.01,5.2539444,5921.648907,16.8
2013-01-01,Bolivia,69.468,5.57465124,6624.805923,17.3
2014-01-01,Bolivia,69.891,5.89613628,7056.828365,17.7
2015-01-01,Bolivia,70.277,6.55064964,7133.873145,18.2
2000-01-01,Botswana,50.629,5.82726383,8452.352765,10.9
2001-01-01,Botswana,50.281,6.15671635,8502.284578,11.2
2002-01-01,Botswana,50.232,6.42154074,8997.897967,11.6
2003-01-01,Botswana,50.518,6.1761694,9435.260581,11.9
2004-01-01,Botswana,51.15,5.79530382,9775.154595,12.2
2005-01-01,Botswana,52.13,5.02535105,10344.53343,12.5
2006-01-01,Botswana,53.435,4.77373314,11323.78141,12.8
2007-01-01,Botswana,54.983,5.33311653,12326.85119,13.1
2008-01-01,Botswana,56.679,5.7820034,13067.94811,13.4
2009-01-01,Botswana,58.447,6.5250082,11909.92073,13.7
2010-01-01,Botswana,60.211,6.19402504,12863.90135,14.1
2011-01-01,Botswana,61.91,5.77690315,13729.85927,14.4
2012-01-01,Botswana,63.511,6.14145994,13091.98012,14.7
2013-01-01,Botswana,64.976,6.22438812,14168.08218,15.0
2014-01-01,Botswana,66.265,5.59793139,15702.87275,15.4
2015-01-01,Botswana,67.338,5.72629929,14639.55843,15.8
2000-01-01,Brazil,70.116,8.33459282,9050.494048,13.5
2001-01-01,Brazil,70.462,8.54960632,9255.634759,14.0
2002-01-01,Brazil,70.813,8.69685745,9560.575067,14.5
2003-01-01,Brazil,71.17,8.18899918,9737.27738,15.0
2004-01-01,Brazil,71.531,8.12491989,10448.31334,15.5
2005-01-01,Brazil,71.896,8.03540993,10994.30767,16.0
2006-01-01,Brazil,72.26,8.24952602,11654.82481,16.6
2007-01-01,Brazil,72.618,8.20183945,12565.2614,17.1
2008-01-01,Brazil,72.966,8.01129246,13325.47284,17.7
2009-01-01,Brazil,73.3,8.39480209,13265.78507,18.2
2010-01-01,Brazil,73.619,7.94515991,14301.12268,18.8
2011-01-01,Brazil,73.921,7.78819466,15040.06109,19.4
2012-01-01,Brazil,74.209,7.73637724,15046.29018,19.9
2013-01-01,Brazil,74.483,7.97659969,15588.72613,20.5
2014-01-01,Brazil,74.745,8.39644623,15718.56495,21.1
2015-01-01,Brazil,74.994,8.90929508,14744.11363,21.7
2000-01-01,Brunei Darussalam,72.809,2.5512445,66363.6504,6.4
2001-01-01,Brunei Darussalam,73.076,2.54995036,68312.04123,6.8
2002-01-01,Brunei Darussalam,73.332,2.53798175,70662.41315,7.3
2003-01-01,Brunei Darussalam,73.575,2.60610533,72781.51242,7.7
2004-01-01,Brunei Darussalam,73.801,2.5552268,73829.28067,8.2
2005-01-01,Brunei Darussalam,74.006,2.23678851,75250.76151,8.7
2006-01-01,Brunei Darussalam,74.189,1.91712439,79857.70173,9.1
2007-01-01,Brunei Darussalam,74.351,1.96159506,81111.9517,9.6
2008-01-01,Brunei Darussalam,74.494,1.87878013,80113.13536,10.1
2009-01-01,Brunei Darussalam,74.623,2.38892317,78278.83177,10.7
2010-01-01,Brunei Darussalam,74.74,2.27826118,80288.8249,11.2
2011-01-01,Brunei Darussalam,74.852,1.86409724,83935.22572,11.7
2012-01-01,Brunei Darussalam,74.962,1.85097218,88245.95835,12.3
2013-01-01,Brunei Darussalam,75.075,1.898314,83788.51089,12.9
2014-01-01,Brunei Darussalam,75.193,1.91436803,81371.23087,13.5
2015-01-01,Brunei Darussalam,75.318,2.38708901,62540.62522,14.1
2000-01-01,Bulgaria,71.66341463,5.82971001,6421.959135,20.0
2001-01-01,Bulgaria,71.76829268,6.85958767,6958.978417,20.3
2002-01-01,Bulgaria,71.86585366,7.0809865,7786.448422,20.7
2003-01-01,Bulgaria,72.06585366,7.19987392,8416.983667,21.1
2004-01-01,Bulgaria,72.56341463,6.89090872,9201.504128,21.5
2005-01-01,Bulgaria,72.56097561,6.89011431,10291.43777,22.0
2006-01-01,Bulgaria,72.61219512,6.52544594,11408.11806,22.4
2007-01-01,Bulgaria,72.66341463,6.16035938,12811.35877,22.9
2008-01-01,Bulgaria,72.96341463,6.28771019,14335.7146,23.3
2009-01-01,Bulgaria,73.41219512,6.59577608,14181.15468,23.8
2010-01-01,Bulgaria,73.51219512,7.13800573,14956.48718,24.3
2011-01-01,Bulgaria,74.16341463,7.13881254,15747.08538,24.8
2012-01-01,Bulgaria,74.31463415,7.57609081,16327.87261,25.3
2013-01-01,Bulgaria,74.86097561,7.16768599,16647.0064,25.8
2014-01-01,Bulgaria,74.46585366,7.70713234,17616.91318,26.4
2015-01-01,Bulgaria,74.61463415,7.41093588,18391.92747,26.9
2000-01-01,Cambodia,58.432,6.54149628,1074.188351,1.3
2001-01-01,Cambodia,59.335,7.01192331,1163.935071,1.4
2002-01-01,Cambodia,60.283,7.23566914,1236.684802,1.4
2003-01-01,Cambodia,61.241,6.95020199,1345.108021,1.5
2004-01-01,Cambodia,62.186,7.09425974,1499.511931,1.6
2005-01-01,Cambodia,63.088,6.85401773,1724.152771,1.7
2006-01-01,Cambodia,63.927,6.11896086,1938.942114,1.8
2007-01-01,Cambodia,64.697,4.90268278,2162.262704,1.9
2008-01-01,Cambodia,65.394,6.60109377,2316.671001,2.1
2009-01-01,Cambodia,66.014,7.58330584,2298.808614,2.2
2010-01-01,Cambodia,66.56,6.91169882,2427.510581,2.4
2011-01-01,Cambodia,67.043,7.50353193,2611.306349,2.5
2012-01-01,Cambodia,67.48,7.26115417,2868.737515,2.7
2013-01-01,Cambodia,67.888,7.10386801,3045.590961,2.9
2014-01-01,Cambodia,68.273,6.70157766,3185.336272,3.1
2015-01-01,Cambodia,68.637,6.19431591,3388.737638,3.3
2000-01-01,Cameroon,50.993,4.29762173,2026.520495,4.9
2001-01-01,Cameroon,51.222,4.0975132,2105.466499,5.1
2002-01-01,Cameroon,51.536,4.29479742,2175.463967,5.3
2003-01-01,Cameroon,51.908,4.26826382,2277.651041,5.6
2004-01-01,Cameroon,52.321,4.01515007,2437.147211,5.8
2005-01-01,Cameroon,52.76,4.09544468,2500.885699,6.1
2006-01-01,Cameroon,53.215,4.02897263,2604.266466,6.3
2007-01-01,Cameroon,53.681,3.95940948,2714.922192,6.6
2008-01-01,Cameroon,54.153,3.82291627,2768.571649,6.9
2009-01-01,Cameroon,54.627,3.73933601,2780.590387,7.2
2010-01-01,Cameroon,55.101,3.75891471,2817.106207,7.5
2011-01-01,Cameroon,55.581,4.01686049,2892.448394,7.8
2012-01-01,Cameroon,56.073,4.0731349,2958.692624,8.1
2013-01-01,Cameroon,56.576,3.78499365,3129.858638,8.4
2014-01-01,Cameroon,57.083,3.95117664,3312.540064,8.8
2015-01-01,Cameroon,57.583,3.74879193,3395.628961,9.2
2000-01-01,Canada,79.13658537,8.24814415,29362.08416,21.5
2001-01-01,Canada,79.33902439,8.62482357,30230.80297,22.1
2002-01-01,Canada,79.4902439,8.85670376,30963.053,22.8
2003-01-01,Canada,79.74146341,9.01090145,32349.94366,23.4
2004-01-01,Canada,79.89268293,9.06628132,33925.70673,24.0
2005-01-01,Canada,80.19268293,9.03540611,36327.22865,24.6
2006-01-01,Canada,80.34390244,9.34210205,38119.4132,25.2
2007-01-01,Canada,80.54390244,9.44500446,39575.30975,25.8
2008-01-01,Canada,80.69512195,9.60709858,40376.30688,26.4
2009-01-01,Canada,80.99512195,10.71716499,38865.41346,27.0
2010-01-01,Canada,81.24634146,10.69585419,40099.44824,27.6
2011-01-01,Canada,81.44878049,10.40052414,41666.70763,28.2
2012-01-01,Canada,81.64878049,10.50637913,42290.96541,28.8
2013-01-01,Canada,81.74878049,10.40513706,44298.57873,29.4
2014-01-01,Canada,81.8,10.24852657,45753.75055,30.1
2015-01-01,Canada,81.9,10.73320484,44670.08054,30.7
2000-01-01,Chile,76.366,7.03517628,9585.722434,20.3
2001-01-01,Chile,76.634,7.15104103,10037.66594,20.8
2002-01-01,Chile,76.894,7.26602364,10402.53252,21.4
2003-01-01,Chile,77.146,7.33330393,10963.79063,21.9
2004-01-01,Chile,77.391,6.90115023,11794.6294,22.4
2005-01-01,Chile,77.63,6.58871555,12679.22581,22.9
2006-01-01,Chile,77.865,6.03516722,15657.47765,23.4
2007-01-01,Chile,78.099,6.17537546,16840.32704,23.9
2008-01-01,Chile,78.33,6.74047899,16504.09786,24.4
2009-01-01,Chile,78.558,7.20918465,16068.03767,25.0
2010-01-01,Chile,78.779,6.77489328,18042.79037,25.5
2011-01-01,Chile,78.986,6.7717886,20259.72939,26.0
2012-01-01,Chile,79.176,7.0209198,21512.00442,26.6
2013-01-01,Chile,79.349,7.44478321,22346.99046,27.1
2014-01-01,Chile,79.504,7.80729866,22687.25157,27.7
2015-01-01,Chile,79.646,8.30269146,22566.17765,28.3
2000-01-01,China,71.397,4.50827932,2917.24253,2.3
2001-01-01,China,71.732,4.25329876,3208.229957,2.5
2002-01-01,China,72.061,4.38285208,3532.081651,2.6
2003-01-01,China,72.381,4.41762829,3938.730274,2.8
2004-01-01,China,72.689,4.29347467,4427.131003,3.0
2005-01-01,China,72.985,4.17605114,5056.404724,3.2
2006-01-01,China,73.271,3.94742227,5842.778636,3.5
2007-01-01,China,73.553,3.67491436,6818.923409,3.7
2008-01-01,China,73.835,3.90000153,7581.453513,3.9
2009-01-01,China,74.119,4.3495841,8305.760185,4.2
2010-01-01,China,74.409,4.23068333,9254.779603,4.5
2011-01-01,China,74.708,4.34274435,10292.94048,4.8
2012-01-01,China,75.013,4.56584787,11168.6973,5.1
2013-01-01,China,75.321,4.71490669,11872.49738,5.5
2014-01-01,China,75.629,4.77790594,12480.33853,5.8
2015-01-01,China,75.928,4.93827963,12897.50229,6.2
2000-01-01,Colombia,72.945,5.63529348,6682.772332,14.0
2001-01-01,Colombia,73.241,5.94238234,6839.945273,14.5
2002-01-01,Colombia,73.517,5.73295689,7012.587473,14.9
2003-01-01,Colombia,73.777,5.77505875,7322.178185,15.4
2004-01-01,Colombia,74.026,5.79892778,7808.267187,15.9
2005-01-01,Colombia,74.265,6.06709814,8328.80498,16.3
2006-01-01,Colombia,74.5,6.33551502,9045.171873,16.8
2007-01-01,Colombia,74.732,6.49102831,9793.919597,17.3
2008-01-01,Colombia,74.962,6.84192705,10188.96021,17.8
2009-01-01,Colombia,75.193,7.31134653,10256.39082,18.3
2010-01-01,Colombia,75.424,7.07130146,10732.82234,18.8
2011-01-01,Colombia,75.655,6.78076839,11604.10228,19.4
2012-01-01,Colombia,75.882,6.74599648,12018.65128,19.9
2013-01-01,Colombia,76.105,7.01724052,12727.76493,20.5
2014-01-01,Colombia,76.322,7.18553209,13307.4245,21.0
2015-01-01,Colombia,76.531,7.52338552,13265.79726,21.6
2000-01-01,Congo Dem. Rep.,49.557,0.41,481.2181471,2.6
2001-01-01,Congo Dem. Rep.,50.041,1.55040038,446.5741979,2.7
2002-01-01,Congo Dem. Rep.,50.667,2.70775008,434.8352523,2.9
2003-01-01,Congo Dem. Rep.,51.385,2.6547749,441.4743664,3.0
2004-01-01,Congo Dem. Rep.,52.144,3.81817865,460.935999,3.1
2005-01-01,Congo Dem. Rep.,52.917,4.42028952,489.5590753,3.3
2006-01-01,Congo Dem. Rep.,53.675,4.25265551,519.0927589,3.5
2007-01-01,Congo Dem. Rep.,54.401,4.39380932,545.7309695,3.6
2008-01-01,Congo Dem. Rep.,55.091,4.33555222,576.4523841,3.8
2009-01-01,Congo Dem. Rep.,55.743,4.98871946,603.8637028,4.0
2010-01-01,Congo Dem. Rep.,56.35,4.54615879,604.6920617,4.2
2011-01-01,Congo Dem. Rep.,56.909,3.86035585,633.9826243,4.4
2012-01-01,Congo Dem. Rep.,57.427,3.26267195,668.940881,4.6
2013-01-01,Congo Dem. Rep.,57.914,3.30099416,669.5674426,4.8
2014-01-01,Congo Dem. Rep.,58.381,3.56663251,753.4851681,5.1
2015-01-01,Congo Dem. Rep.,58.828,3.97874045,849.7608186,5.3
2000-01-01,Congo Rep.,51.925,0.938,3457.080242,4.3
2001-01-01,Congo Rep.,52.123,1.50500607,3695.025444,4.5
2002-01-01,Congo Rep.,52.517,2.18529677,3811.633593,4.7
2003-01-01,Congo Rep.,53.091,1.70167685,3935.348782,4.9
2004-01-01,Congo Rep.,53.817,1.91852152,3931.014813,5.1
2005-01-01,Congo Rep.,54.667,1.92152369,4053.663991,5.3
2006-01-01,Congo Rep.,55.6,1.71774054,4365.373792,5.5
2007-01-01,Congo Rep.,56.573,1.7086128,4700.680548,5.8
2008-01-01,Congo Rep.,57.541,1.90200078,4356.066676,6.0
2009-01-01,Congo Rep.,58.466,2.23927021,4560.333453,6.3
2010-01-01,Congo Rep.,59.321,2.14222002,4958.14901,6.5
2011-01-01,Congo Rep.,60.093,1.8517288,5350.416019,6.8
2012-01-01,Congo Rep.,60.785,1.75237262,5428.241535,7.1
2013-01-01,Congo Rep.,61.423,1.90971029,6335.785752,7.4
2014-01-01,Congo Rep.,62.022,1.94347048,6069.000985,7.7
2015-01-01,Congo Rep.,62.582,1.97311711,5931.133916,8.0
2000-01-01,Costa Rica,77.452,6.56498814,7829.5341,13.8
2001-01-01,Costa Rica,77.601,6.47410393,8138.158223,14.4
2002-01-01,Costa Rica,77.74,6.8690896,8408.069811,15.0
2003-01-01,Costa Rica,77.871,6.9691925,8808.564845,15.7
2004-01-01,Costa Rica,77.996,6.63005924,9308.634503,16.4
2005-01-01,Costa Rica,78.117,6.66429853,9841.74831,17.1
2006-01-01,Costa Rica,78.239,6.93530893,10738.608,17.8
2007-01-01,Costa Rica,78.362,6.99642754,11774.43106,18.5
2008-01-01,Costa Rica,78.491,7.46854544,12404.11324,19.2
2009-01-01,Costa Rica,78.626,7.86019039,12216.86731,20.0
2010-01-01,Costa Rica,78.769,8.02937698,12865.25967,20.8
2011-01-01,Costa Rica,78.919,8.1219759,13545.93177,21.6
2012-01-01,Costa Rica,79.074,7.78642225,14321.51837,22.4
2013-01-01,Costa Rica,79.234,7.68229151,15005.91936,23.2
2014-01-01,Costa Rica,79.398,7.66376114,16067.33077,24.0
2015-01-01,Costa Rica,79.565,7.59196186,17090.79658,24.8
2000-01-01,Cote d'Ivoire,49.635,6.12684488,3270.109033,4.3
2001-01-01,Cote d'Ivoire,49.495,6.01772738,3194.420665,4.5
2002-01-01,Cote d'Ivoire,49.475,5.90390921,3086.305645,4.8
2003-01-01,Cote d'Ivoire,49.572,5.47977018,2935.774124,5.0
2004-01-01,Cote d'Ivoire,49.788,5.47520828,3046.4005,5.3
2005-01-01,Cote d'Ivoire,50.12,5.00643015,3106.834523,5.5
