Year,Country,Life Expectancy,Health expenditure,GDP per capita,Obesity among adults
2015-01-01,Senegal,66.747,4.38257313,2971.346817,7.1
2000-01-01,Serbia,71.58292683,6.49934578,6019.114926,16.5
2001-01-01,Serbia,72.23414634,6.86061621,6481.992612,16.8
2002-01-01,Serbia,72.28536585,8.0600071,7224.61832,17.2
2003-01-01,Serbia,72.43658537,8.1294651,7645.785777,17.5
2004-01-01,Serbia,72.68292683,8.24021435,8487.604645,17.9
2005-01-01,Serbia,72.83414634,8.27808189,9181.688301,18.4
2006-01-01,Serbia,73.38536585,8.48804665,10209.18352,18.8
2007-01-01,Serbia,73.63170732,9.37001324,11236.22508,19.2
2008-01-01,Serbia,73.88536585,9.47590065,12632.07784,19.7
2009-01-01,Serbia,73.98536585,9.3397665,12533.96547,20.2
2010-01-01,Serbia,74.33658537,9.52071667,12798.27213,20.6
2011-01-01,Serbia,74.53658537,9.10749245,13746.92502,21.1
2012-01-01,Serbia,74.83658537,9.32176399,13933.84462,21.6
2013-01-01,Serbia,75.18536585,9.30588913,14629.0068,22.0
2014-01-01,Serbia,75.33658537,9.23958969,14659.57951,22.5
2015-01-01,Serbia,75.28780488,8.8132,14928.46704,23.0
2000-01-01,Slovak Republic,73.05121951,5.30256939,11376.55592,15.9
2001-01-01,Slovak Republic,73.40243902,5.3315053,12385.98843,16.2
2002-01-01,Slovak Republic,73.60487805,5.50947618,13312.20331,16.5
2003-01-01,Slovak Republic,73.60487805,5.44849873,14181.12184,16.9
2004-01-01,Slovak Republic,73.95853659,6.37190485,15226.33843,17.2
2005-01-01,Slovak Republic,73.90487805,6.58870029,16639.39412,17.6
2006-01-01,Slovak Republic,74.20487805,6.85076714,18914.02796,17.9
2007-01-01,Slovak Republic,74.20731707,7.17735386,21222.38033,18.3
2008-01-01,Slovak Republic,74.70487805,6.9563446,23725.85776,18.7
2009-01-01,Slovak Republic,74.9097561,7.94779444,23080.58654,19.1
2010-01-01,Slovak Republic,75.11219512,7.73118067,25302.23272,19.5
2011-01-01,Slovak Republic,75.95853659,7.3478632,26145.88938,20.0
2012-01-01,Slovak Republic,76.1097561,7.54334021,26888.3481,20.4
2013-01-01,Slovak Republic,76.41219512,7.49961424,27915.43321,20.9
2014-01-01,Slovak Republic,76.81219512,6.89176321,28929.52636,21.4
2015-01-01,Slovak Republic,76.56341463,6.7925415,29964.88861,21.9
2000-01-01,Slovenia,75.41219512,7.80406952,18001.22916,16.1
2001-01-01,Slovenia,75.75853659,7.87602425,18948.20389,16.4
2002-01-01,Slovenia,76.00731707,8.02119923,20241.52568,16.8
2003-01-01,Slovenia,76.85853659,8.09883595,21112.37522,17.1
2004-01-01,Slovenia,77.20731707,7.93957281,22760.94697,17.5
2005-01-01,Slovenia,77.61219512,7.99595737,23852.64304,17.9
2006-01-01,Slovenia,78.08658537,7.82322741,25720.44955,18.2
2007-01-01,Slovenia,78.56097561,7.51139164,27570.14519,18.6
2008-01-01,Slovenia,78.76585366,7.85466576,29604.29147,19.0
2009-01-01,Slovenia,78.97073171,8.540802,27537.75846,19.4
2010-01-01,Slovenia,79.42195122,8.56503296,27826.87234,19.8
2011-01-01,Slovenia,79.97073171,8.53639603,28931.38332,20.2
2012-01-01,Slovenia,80.12439024,8.71509933,29042.82027,20.6
2013-01-01,Slovenia,80.32195122,8.74028301,29973.69935,21.1
2014-01-01,Slovenia,81.07804878,8.50197506,30870.02367,21.6
2015-01-01,Slovenia,80.77560976,8.49823952,31628.24718,22.0
2000-01-01,South Africa,56.048,8.16472149,8488.86281,18.1
2001-01-01,South Africa,55.089,7.93901682,8796.410016,18.6
2002-01-01,South Africa,54.31,7.46446323,9147.724038,19.1
2003-01-01,South Africa,53.749,7.91530371,9486.546193,19.6
2004-01-01,South Africa,53.444,7.76453447,10061.59736,20.1
2005-01-01,South Africa,53.447,7.68997431,10790.33064,20.6
2006-01-01,South Africa,53.795,7.6922164,11599.10318,21.1
2007-01-01,South Africa,54.452,7.68138409,12390.08682,21.7
2008-01-01,South Africa,55.36,7.88024807,12857.98651,22.2
2009-01-01,South Africa,56.46,8.52350235,12565.29277,22.8
2010-01-01,South Africa,57.669,8.66596985,12913.54048,23.3
2011-01-01,South Africa,58.895,8.74146175,13393.76689,23.9
2012-01-01,South Africa,60.06,8.77310753,13215.70868,24.5
2013-01-01,South Africa,61.099,8.85552406,13606.9429,25.1
2014-01-01,South Africa,61.968,8.55091476,13602.10264,25.8
2015-01-01,South Africa,62.649,8.79018974,13701.94539,26.4
2000-01-01,Spain,78.96585366,6.79921818,21584.2512,19.6
2001-01-01,Spain,79.36829268,6.76895761,22949.18185,20.0
2002-01-01,Spain,79.56829268,6.80052805,24371.59885,20.4
2003-01-01,Spain,79.6195122,7.56392097,25046.1107,20.8
2004-01-01,Spain,79.87073171,7.65912247,26143.63217,21.2
2005-01-01,Spain,80.17073171,7.73195314,27606.93405,21.6
2006-01-01,Spain,80.82195122,7.82912683,30720.22221,22.1
2007-01-01,Spain,80.87317073,7.9183569,32469.53045,22.5
2008-01-01,Spain,81.17560976,8.3818779,33263.2724,23.0
2009-01-01,Spain,81.47560976,9.10707188,32092.36482,23.5
2010-01-01,Spain,81.62682927,9.1185751,31682.7131,24.0
2011-01-01,Spain,82.47560976,9.16859245,31867.97324,24.5
2012-01-01,Spain,82.42682927,9.15699196,31720.12,25.0
2013-01-01,Spain,83.07804878,9.06737709,32434.0032,25.5
2014-01-01,Spain,83.22926829,9.08936405,33525.74063,26.1
2015-01-01,Spain,82.83170732,9.12617207,34903.12748,26.6
2000-01-01,Sri Lanka,71.333,4.24652863,4334.752235,2.0
2001-01-01,Sri Lanka,72.233,4.19323874,4332.964631,2.2
2002-01-01,Sri Lanka,73.085,4.1731143,4538.781116,2.3
2003-01-01,Sri Lanka,73.799,3.76927328,4862.087815,2.4
2004-01-01,Sri Lanka,74.337,4.17515802,5220.163181,2.6
2005-01-01,Sri Lanka,74.695,4.00972462,5673.714252,2.8
2006-01-01,Sri Lanka,74.904,3.97986174,6249.008185,2.9
2007-01-01,Sri Lanka,75.037,3.95132089,6803.645666,3.1
2008-01-01,Sri Lanka,75.157,3.98464847,7294.540702,3.3
2009-01-01,Sri Lanka,75.286,4.19338846,7548.39607,3.6
2010-01-01,Sri Lanka,75.439,3.86745453,8195.167526,3.8
2011-01-01,Sri Lanka,75.614,3.71693492,9007.734199,4.0
2012-01-01,Sri Lanka,75.796,3.40384722,10315.18025,4.3
2013-01-01,Sri Lanka,75.974,3.82698822,10852.06404,4.6
2014-01-01,Sri Lanka,76.147,3.60648084,11256.85605,4.8
2015-01-01,Sri Lanka,76.316,3.88992095,11557.48705,5.1
2000-01-01,Sudan,58.472,3.60664463,2645.417969,4.7
2001-01-01,Sudan,58.859,3.36456847,2801.803467,4.2
2002-01-01,Sudan,59.258,3.30010867,2933.361084,3.2
2003-01-01,Sudan,59.67,3.89187932,3091.736572,3.7
2004-01-01,Sudan,60.092,4.15593481,3245.959961,4.9
2005-01-01,Sudan,60.525,4.09418106,3439.460693,4.1
2006-01-01,Sudan,60.969,4.88544321,3673.709961,3.8
2007-01-01,Sudan,61.422,5.66269207,3880.858398,4.9
2008-01-01,Sudan,61.879,5.42313623,3997.180908,5.1
2009-01-01,Sudan,62.33,6.39496279,3808.653564,4.5
2010-01-01,Sudan,62.764,5.05810213,3900.696533,5.6
2011-01-01,Sudan,63.171,5.61579561,4216.373535,5.3
2012-01-01,Sudan,63.542,5.68827009,3805.895752,5.6
2013-01-01,Sudan,63.875,6.96487522,3838.360107,5.0
2014-01-01,Sudan,64.169,5.67619705,4427.44873,5.2
2015-01-01,Sudan,64.429,7.26747084,4434.475098,7.3
2000-01-01,Sweden,79.64390244,7.32689953,29618.27926,15.7
2001-01-01,Sweden,79.79512195,7.90032959,29927.59927,16.2
2002-01-01,Sweden,79.84634146,8.21006203,30926.5056,16.6
2003-01-01,Sweden,80.09512195,8.31724644,31814.86351,16.9
2004-01-01,Sweden,80.49756098,8.12961864,33858.61143,17.3
2005-01-01,Sweden,80.54634146,8.1508379,34244.46502,17.7
2006-01-01,Sweden,80.74878049,8.05226517,37730.16375,18.1
2007-01-01,Sweden,80.9,7.99607706,40905.14587,18.5
2008-01-01,Sweden,81.1,8.20824242,42158.2957,18.8
2009-01-01,Sweden,81.35121951,8.77037907,40279.4616,19.2
2010-01-01,Sweden,81.45121951,8.31963825,42223.91967,19.6
2011-01-01,Sweden,81.80243902,10.41646767,44608.58026,20.0
2012-01-01,Sweden,81.70487805,10.73515224,45432.43197,20.4
2013-01-01,Sweden,81.95609756,10.9049139,46312.39238,20.8
2014-01-01,Sweden,82.25365854,10.9479475,47184.66913,21.2
2015-01-01,Sweden,82.20487805,10.80418396,49103.13343,21.6
2000-01-01,Switzerland,79.6804878,9.11401939,36772.69462,14.9
2001-01-01,Switzerland,80.1804878,9.43919373,37896.69696,15.3
2002-01-01,Switzerland,80.38536585,9.85215092,38814.37174,15.7
2003-01-01,Switzerland,80.53658537,10.10937595,38840.88188,16.1
2004-01-01,Switzerland,81.08780488,10.1849556,40336.40896,16.5
2005-01-01,Switzerland,81.23658537,10.004179,41749.21645,16.8
2006-01-01,Switzerland,81.4902439,9.53341675,46502.92827,17.2
2007-01-01,Switzerland,81.74146341,9.36357594,51208.09883,17.6
2008-01-01,Switzerland,81.99268293,9.48092747,54096.80786,18.0
2009-01-01,Switzerland,82.04390244,10.06906986,53354.00464,18.4
2010-01-01,Switzerland,82.24634146,9.94159698,54858.44808,18.8
2011-01-01,Switzerland,82.69512195,10.0191288,57987.50203,19.2
2012-01-01,Switzerland,82.69756098,10.24875641,59933.59868,19.6
2013-01-01,Switzerland,82.79756098,10.46214485,62225.08727,19.9
2014-01-01,Switzerland,83.19756098,10.61642265,64103.01045,20.4
2015-01-01,Switzerland,82.89756098,11.00794983,66020.20434,20.8
2000-01-01,Tajikistan,61.974,4.26492453,1047.402595,6.6
2001-01-01,Tajikistan,62.807,4.57802582,1154.631566,6.8
2002-01-01,Tajikistan,63.653,4.43647242,1277.366092,7.0
2003-01-01,Tajikistan,64.496,4.70218658,1420.510177,7.3
2004-01-01,Tajikistan,65.314,4.79911184,1579.701061,7.5
2005-01-01,Tajikistan,66.08,5.21024704,1705.897106,7.8
2006-01-01,Tajikistan,66.771,5.03254747,1845.406705,8.1
2007-01-01,Tajikistan,67.382,5.54050112,2002.589174,8.4
2008-01-01,Tajikistan,67.911,5.91206694,2157.257323,8.8
2009-01-01,Tajikistan,68.36,5.85579777,2208.33427,9.1
2010-01-01,Tajikistan,68.736,5.73543406,2328.712759,9.5
2011-01-01,Tajikistan,69.055,5.85971785,2496.582204,10.0
2012-01-01,Tajikistan,69.34,5.98185873,2750.355063,10.4
2013-01-01,Tajikistan,69.609,6.53226376,3027.814126,10.9
2014-01-01,Tajikistan,69.874,6.6654973,3303.098197,11.4
2015-01-01,Tajikistan,70.137,6.9073596,3150.427114,12.0
2000-01-01,Tanzania,50.801,3.41530037,1189.930176,3.1
2001-01-01,Tanzania,51.444,4.2355175,1257.40979,3.3
2002-01-01,Tanzania,52.142,4.68907547,1330.949707,3.5
2003-01-01,Tanzania,52.866,5.34231567,1407.893555,3.6
2004-01-01,Tanzania,53.602,5.7373414,1510.924316,3.8
2005-01-01,Tanzania,54.349,6.32282591,1628.262207,4.0
2006-01-01,Tanzania,55.119,7.59827995,1738.578003,4.2
2007-01-01,Tanzania,55.926,6.8842783,1853.434326,4.5
2008-01-01,Tanzania,56.777,5.55704832,1940.570923,4.7
2009-01-01,Tanzania,57.666,5.0630641,1997.795288,5.0
2010-01-01,Tanzania,58.584,5.22392178,2088.32666,5.2
2011-01-01,Tanzania,59.525,5.05598497,2228.696533,5.5
2012-01-01,Tanzania,60.47,5.01779366,2099.429688,5.8
2013-01-01,Tanzania,61.398,4.64643383,2194.884766,6.1
2014-01-01,Tanzania,62.288,4.01492023,2243.592529,6.4
2015-01-01,Tanzania,63.111,3.64969921,2348.443604,6.8
2000-01-01,Thailand,70.623,3.10125375,7294.594419,3.7
2001-01-01,Thailand,70.832,3.02623773,7644.615099,3.9
2002-01-01,Thailand,71.089,3.334723,8172.994164,4.2
2003-01-01,Thailand,71.389,3.24312782,8866.93177,4.5
2004-01-01,Thailand,71.728,3.13893151,9611.274226,4.8
2005-01-01,Thailand,72.099,3.15972233,10261.32491,5.1
2006-01-01,Thailand,72.499,3.09970856,11036.56937,5.5
2007-01-01,Thailand,72.916,3.19277525,11884.17388,5.9
2008-01-01,Thailand,73.341,3.45933914,12256.50575,6.4
2009-01-01,Thailand,73.766,3.61939621,12188.34839,6.8
2010-01-01,Thailand,74.184,3.39009833,13196.8176,7.3
2011-01-01,Thailand,74.593,3.56825471,13519.12902,7.9
2012-01-01,Thailand,74.992,3.5229404,14870.97555,8.4
2013-01-01,Thailand,75.378,3.45313334,15407.6654,9.0
2014-01-01,Thailand,75.747,3.68448091,15480.21079,9.5
2015-01-01,Thailand,76.091,3.66788888,15822.37099,10.1
2000-01-01,Togo,53.491,2.79417205,971.3498496,3.3
2001-01-01,Togo,53.554,2.88543582,974.0825514,3.5
2002-01-01,Togo,53.71,2.90226316,1000.54349,3.7
2003-01-01,Togo,53.938,2.93838358,1061.56804,3.9
2004-01-01,Togo,54.234,3.08552408,1052.323659,4.0
2005-01-01,Togo,54.602,3.30243444,1008.150877,4.2
2006-01-01,Togo,55.052,3.44604039,1038.803391,4.4
2007-01-01,Togo,55.581,3.86664653,1026.295245,4.7
2008-01-01,Togo,56.178,3.84063792,1059.294399,4.9
2009-01-01,Togo,56.818,4.07617235,1094.9874,5.1
2010-01-01,Togo,57.468,4.45492935,1144.45785,5.4
2011-01-01,Togo,58.092,4.55412006,1210.142847,5.6
2012-01-01,Togo,58.661,4.80786562,1227.156159,5.9
2013-01-01,Togo,59.16,4.94373512,1275.325318,6.2
2014-01-01,Togo,59.58,5.07536507,1328.380291,6.5
2015-01-01,Togo,59.927,4.9564662,1397.332402,6.8
2000-01-01,Trinidad and Tobago,69.413,4.23492432,14530.70725,10.2
2001-01-01,Trinidad and Tobago,69.65,4.0346489,15423.05801,10.6
2002-01-01,Trinidad and Tobago,69.903,4.72302485,16832.68938,11.1
2003-01-01,Trinidad and Tobago,70.164,4.18767166,19546.43883,11.6
2004-01-01,Trinidad and Tobago,70.428,4.30805206,21556.79073,12.1
2005-01-01,Trinidad and Tobago,70.691,4.43451166,23496.95704,12.6
2006-01-01,Trinidad and Tobago,70.952,4.15432024,27293.7584,13.1
2007-01-01,Trinidad and Tobago,71.21,4.1536026,29231.68796,13.6
2008-01-01,Trinidad and Tobago,71.464,3.65757036,30662.22909,14.2
2009-01-01,Trinidad and Tobago,71.71,5.48676443,29358.97108,14.8
2010-01-01,Trinidad and Tobago,71.946,5.08042908,30532.23977,15.4
2011-01-01,Trinidad and Tobago,72.17,4.72197914,30887.9828,16.1
2012-01-01,Trinidad and Tobago,72.382,4.87719965,30084.91906,16.7
2013-01-01,Trinidad and Tobago,72.582,5.02981281,30088.48642,17.4
2014-01-01,Trinidad and Tobago,72.768,5.20177984,29727.2398,18.2
2015-01-01,Trinidad and Tobago,72.941,6.07862949,27651.72817,18.9
2000-01-01,Tunisia,73.172,5.04834366,6314.807297,16.7
2001-01-01,Tunisia,73.415,5.09929466,6643.648894,17.2
2002-01-01,Tunisia,73.638,5.37092733,6782.861075,17.8
2003-01-01,Tunisia,73.842,5.46378517,7188.078948,18.4
2004-01-01,Tunisia,74.034,5.45323801,7781.061608,18.9
2005-01-01,Tunisia,74.217,5.3973608,8235.424799,19.5
2006-01-01,Tunisia,74.391,5.38218164,8852.0262,20.1
2007-01-01,Tunisia,74.558,5.42856932,9603.778707,20.7
2008-01-01,Tunisia,74.72,5.41714668,10095.29907,21.4
2009-01-01,Tunisia,74.88,5.67045975,10358.55101,22.0
2010-01-01,Tunisia,75.041,5.88395596,10683.30968,22.7
2011-01-01,Tunisia,75.206,6.43202877,10576.05361,23.4
2012-01-01,Tunisia,75.376,6.6064229,10731.35653,24.1
2013-01-01,Tunisia,75.552,6.85662031,10769.9831,24.9
2014-01-01,Tunisia,75.734,6.80739641,11024.75012,25.7
2015-01-01,Tunisia,75.922,6.62154102,10825.1015,26.4
2000-01-01,Turkiye,70.005,4.59957218,9628.914702,20.5
2001-01-01,Turkiye,70.56,4.88784933,9280.253197,21.1
2002-01-01,Turkiye,71.078,5.06227875,9401.231328,21.8
2003-01-01,Turkiye,71.559,5.01427698,9699.923864,22.4
2004-01-01,Turkiye,72.004,4.90964413,10979.76904,23.1
2005-01-01,Turkiye,72.424,4.89389706,12003.84793,23.8
2006-01-01,Turkiye,72.83,5.14591694,13748.43653,24.5
2007-01-01,Turkiye,73.235,5.23760796,14986.14915,25.2
2008-01-01,Turkiye,73.649,5.21761799,16182.48051,25.9
2009-01-01,Turkiye,74.074,5.49438715,15597.99694,26.7
2010-01-01,Turkiye,74.507,5.02053452,17542.1975,27.4
2011-01-01,Turkiye,74.944,4.6530509,19799.11568,28.2
2012-01-01,Turkiye,75.373,4.44444656,20772.49895,29.0
2013-01-01,Turkiye,75.784,4.37099981,22438.71425,29.8
2014-01-01,Turkiye,76.172,4.32517862,24090.23604,30.6
2015-01-01,Turkiye,76.532,4.11690378,25753.39051,31.4
2000-01-01,Ukraine,67.67560976,5.30685234,4260.276855,20.4
2001-01-01,Ukraine,67.83707317,5.72534418,4789.681641,20.6
2002-01-01,Ukraine,68.27560976,5.99220037,5172.960449,20.9
2003-01-01,Ukraine,68.21073171,6.54574108,5824.124512,21.1
2004-01-01,Ukraine,68.18536585,6.16856956,6736.79541,21.4
2005-01-01,Ukraine,67.95682927,6.3461585,7214.111816,21.7
2006-01-01,Ukraine,68.07756098,6.41695166,8054.040039,22.0
2007-01-01,Ukraine,68.22219512,6.01705217,9004.879883,22.3
2008-01-01,Ukraine,68.25146341,5.49728012,9434.435547,22.6
2009-01-01,Ukraine,69.19,6.60771894,8093.555664,23.0
2010-01-01,Ukraine,70.26536585,6.8122654,8559.929688,23.3
2011-01-01,Ukraine,70.80926829,6.81617689,9246.769531,23.7
2012-01-01,Ukraine,70.94414634,7.11665535,9705.358398,24.2
2013-01-01,Ukraine,71.1595122,6.94155264,11111.05176,24.6
2014-01-01,Ukraine,71.18658537,7.18958139,10743.58594,25.1
2015-01-01,Ukraine,71.1895122,7.77609348,10164.32715,25.6
2000-01-01,United Kingdom,77.74146341,7.19528341,26472.19371,19.8
2001-01-01,United Kingdom,77.99268293,7.56716347,27807.16932,20.3
2002-01-01,United Kingdom,78.14390244,7.94137812,29062.12387,20.9
2003-01-01,United Kingdom,78.44634146,8.11239147,30355.28338,21.5
2004-01-01,United Kingdom,78.74634146,8.39001179,32058.41549,22.1
2005-01-01,United Kingdom,79.04878049,8.44144344,32747.35401,22.7
2006-01-01,United Kingdom,79.24878049,8.60818768,34845.59177,23.2
2007-01-01,United Kingdom,79.44878049,8.7854166,35695.29849,23.8
2008-01-01,United Kingdom,79.6,9.06439972,36863.58476,24.4
2009-01-01,United Kingdom,80.05121951,9.8809166,35212.42048,25.0
2010-01-01,United Kingdom,80.40243902,9.83532333,36576.58654,25.7
2011-01-01,United Kingdom,80.95121951,9.84848499,37379.29097,26.3
2012-01-01,United Kingdom,80.90487805,9.91419888,38514.02617,26.9
2013-01-01,United Kingdom,81.00487805,9.97566223,40218.74726,27.5
2014-01-01,United Kingdom,81.30487805,9.95041275,41580.60249,28.2
2015-01-01,United Kingdom,80.95609756,9.90072441,42912.87509,28.9
2000-01-01,United States,76.63658537,12.48431969,36329.95607,26.1
2001-01-01,United States,76.83658537,13.16362572,37133.62311,26.9
2002-01-01,United States,76.93658537,13.98185062,37997.75966,27.7
2003-01-01,United States,77.03658537,14.49863911,39490.27496,28.4
2004-01-01,United States,77.48780488,14.59480953,41724.63163,29.2
2005-01-01,United States,77.48780488,14.60504532,44123.40707,29.9
2006-01-01,United States,77.68780488,14.71834183,46302.00088,30.6
2007-01-01,United States,77.98780488,14.93882084,48050.22378,31.3
2008-01-01,United States,78.03902439,15.2670145,48570.04598,32.0
2009-01-01,United States,78.3902439,16.23350334,47194.94335,32.7
2010-01-01,United States,78.54146341,16.25922203,48650.64313,33.4
2011-01-01,United States,78.64146341,16.1985054,50065.9665,34.0
2012-01-01,United States,78.74146341,16.17543411,51784.41857,34.7
2013-01-01,United States,78.74146341,16.06451797,53291.12769,35.4
2014-01-01,United States,78.84146341,16.25333214,55123.84979,36.0
2015-01-01,United States,78.6902439,16.52407265,56762.72945,36.7
2000-01-01,Uruguay,74.731,9.21095848,10243.44932,21.0
2001-01-01,Uruguay,74.939,9.79864407,10054.21117,21.4
2002-01-01,Uruguay,75.152,9.68134212,9419.772222,21.9
2003-01-01,Uruguay,75.373,9.61753464,9689.982157,22.4
2004-01-01,Uruguay,75.599,8.30145359,10454.86147,22.9
2005-01-01,Uruguay,75.826,7.75686073,11586.01995,23.4
2006-01-01,Uruguay,76.046,7.74287415,12419.5558,23.9
2007-01-01,Uruguay,76.251,7.49349833,13563.6798,24.4
2008-01-01,Uruguay,76.437,8.12533188,14778.27902,24.9
2009-01-01,Uruguay,76.603,7.9498806,15460.37311,25.4
2010-01-01,Uruguay,76.75,7.91117096,16818.92257,25.9
2011-01-01,Uruguay,76.882,7.94895601,18002.89383,26.4
2012-01-01,Uruguay,77.004,8.0675621,18192.3297,26.8
2013-01-01,Uruguay,77.124,8.11896133,19130.0614,27.3
2014-01-01,Uruguay,77.244,8.07321835,20093.62407,27.8
2015-01-01,Uruguay,77.369,8.29223633,20217.56044,28.4
2000-01-01,Venezuela,71.93,7.11,11278.60833,18.1
2001-01-01,Venezuela,72.112,7.33427334,11735.6406,18.6
2002-01-01,Venezuela,72.294,7.85063791,12178.78816,19.0
2003-01-01,Venezuela,72.466,7.71828222,11069.40388,19.4
2004-01-01,Venezuela,72.618,7.50704718,10228.58739,19.9
2005-01-01,Venezuela,72.746,6.7815671,12211.18451,20.3
2006-01-01,Venezuela,72.852,6.05509377,13664.46056,20.7
2007-01-01,Venezuela,72.938,8.09861088,15235.89658,21.1
2008-01-01,Venezuela,73.01,7.78345251,16769.17872,21.6
2009-01-01,Venezuela,73.071,6.40868998,17740.06596,22.0
2010-01-01,Venezuela,73.116,7.54578876,17038.39662,22.4
2011-01-01,Venezuela,73.134,6.831038,16742.20335,22.9
2012-01-01,Venezuela,73.11,7.17711306,17527.74874,23.3
2013-01-01,Venezuela,73.037,6.44814396,17534.69,23.8
2014-01-01,Venezuela,72.918,5.59412289,17618.922,24.3
2015-01-01,Venezuela,72.762,5.77645016,17743.684,24.7
2000-01-01,Yemen,60.204,4.129,2801.734275,7.4
2001-01-01,Yemen,60.683,4.66606522,2957.067963,7.7
2002-01-01,Yemen,61.216,4.94515133,3049.487731,8.0
2003-01-01,Yemen,61.781,4.83237219,3127.208899,8.3
2004-01-01,Yemen,62.358,5.7575779,3214.096446,8.6
2005-01-01,Yemen,62.931,5.51440477,3334.008069,8.9
2006-01-01,Yemen,63.481,5.20585394,3528.390136,9.2
2007-01-01,Yemen,63.997,5.52929878,3647.328071,9.6
2008-01-01,Yemen,64.47,5.82077026,3762.755487,10.0
2009-01-01,Yemen,64.892,5.76191092,3864.116927,10.4
2010-01-01,Yemen,65.255,5.98620367,3927.241241,10.8
2011-01-01,Yemen,65.549,5.15933132,4162.544887,11.3
2012-01-01,Yemen,65.768,4.76953077,3607.090566,11.8
2013-01-01,Yemen,65.92,5.1959362,3491.20461,12.3
2014-01-01,Yemen,66.016,4.96083164,3688.519409,12.9
2015-01-01,Yemen,66.066,4.84180498,3697.704,13.5
2000-01-01,Zimbabwe,44.649,7.937,2270.017301,8.3
2001-01-01,Zimbabwe,44.01,6.667,2346.19815,8.5
2002-01-01,Zimbabwe,43.523,7.978,2165.322628,8.8
2003-01-01,Zimbabwe,43.195,7.479,1828.52486,9.0
2004-01-01,Zimbabwe,43.065,7.239,1763.021151,9.2
2005-01-01,Zimbabwe,43.241,6.925,1706.3998,9.4
2006-01-01,Zimbabwe,43.853,6.697,1687.154196,9.7
2007-01-01,Zimbabwe,44.947,6.571,1655.767655,9.9
2008-01-01,Zimbabwe,46.504,7.675,1375.481106,10.1
2009-01-01,Zimbabwe,48.449,7.847,1532.436098,10.3
2010-01-01,Zimbabwe,50.64,10.47583866,1831.028032,10.6
2011-01-01,Zimbabwe,52.896,8.08173752,2101.824051,10.8
2012-01-01,Zimbabwe,55.032,6.91835356,2375.927006,11.1
2013-01-01,Zimbabwe,56.897,7.11014795,2560.773267,11.3
2014-01-01,Zimbabwe,58.41,8.13352489,2612.455954,11.6
2015-01-01,Zimbabwe,59.534,7.45206605,2679.507615,11.9
